id	name	subtype_lanl
98163	02_AG.DK.2003.746982414402410.GQ400061	02_AG
66306	02_AG.-.2002.02_123172.EU607470	02_AG
114669	02_AG.CA.-.9710.HQ207804	02_AG
26911	02_AG.CM.-.CRF02_AG_ABB52.AY444251	02_AG
61627	02_AG.BE.2003.779048398154872.EU248469	02_AG
61557	02_AG.BE.2003.536552669752418.EU248398	02_AG
74737	02_AG.CM.2004.466_27.EU618200	02_AG
118798	02_AG.NG.2007.07NG_SN080.HQ843563	02_AG
104753	02_AG.CM.2004.CM04_045.GU366110	02_AG
89265	02_AG.TG.2007.07TG.HT178.FM955747	02_AG
143258	02_AG.CM.2009.CIRCB-9830.JQ796161	02_AG
153237	02_AG.CM.2008.HJ3126.JX982999	02_AG
119190	02_AG.CM.2007.SK3011_PI.HQ864444	02_AG
114800	02_AG.BJ.2008.C434S_J0.HQ267558	02_AG
114430	02_AG.GH.2007.KAF83.HQ170620	02_AG
89412	02_AG.SN.2003.981hald.FN599777	02_AG
89225	02_AG.TG.2006.06TG.HT073.FM955707	02_AG
120453	02_AG.NG.2007.CP076305155.HQ994109	02_AG
51550	02_AG.ML.2005.1180.EF064465	02_AG
115861	02_AG.GH.2007.KAF81.HQ529253	02_AG
74694	02_AG.CM.2002.3587_7.EU618157	02_AG
74884	02_AG.CM.2001.A1118.EU618348	02_AG
26916	02_AG.CM.-.CRF02_AG_ABB78.AY444256	02_AG
42474	02_AG.NG.-.DDJ075.DQ273913	02_AG
120359	02_AG.NG.2007.CP076303534.HQ994015	02_AG
11317	02_AG.CD.1997.97DRC_MBFE155.AJ287016	02_AG
74714	02_AG.CM.2002.4191_14.EU618177	02_AG
12026	02_AG.FR.2000.00FR_KAM_709.AJ577919	02_AG
146051	02_AG.SN.-.SN-3373HALD.JX187620	02_AG
89260	02_AG.TG.2006.06TG.HT155.FM955742	02_AG
33814	02_AG.UZ.2002.02UZ760.AY845840	02_AG
161091	02_AG.EC.2008.4161430.KC340377	02_AG
88404	02_AG.NG.-.ZZQ226.FJ931219	02_AG
51580	02_AG.ML.2005.1244.EF064495	02_AG
149522	02_AG.SE.2007.EHR-65404.JX300640	02_AG
88383	02_AG.NG.-.ZZQ190.FJ931198	02_AG
16791	02_AG.ES.1999.X230.AY017453	02_AG
84686	02_AG.BF.2005.TR101.FJ577284	02_AG
46551	02_AG.PT.-.polNTM57_35.DQ666407	02_AG
94037	02_AG.ES.2006.PN51.GQ240995	02_AG
74842	02_AG.CM.2004.819_40.EU618305	02_AG
53230	02_AG.GH.2003.GHN34.EF174562	02_AG
74635	02_AG.CM.2004.167_3.EU618098	02_AG
51534	02_AG.ML.2005.1158.EF064449	02_AG
153241	02_AG.CM.2009.HJ3167.JX983003	02_AG
118967	02_AG.NG.2008.NG_MBHG_655.HQ845924	02_AG
11683	02_AG.DK.2000.285.AJ419494	02_AG
118308	02_AG.FR.2006.221odyssee.HQ718054	02_AG
88431	02_AG.NG.-.ZZQ774.FJ931246	02_AG
11689	02_AG.DK.2000.291.AJ419500	02_AG
142797	02_AG.SE.2009.SE_135_2009.JQ698761	02_AG
75070	02_AG.CM.1996.ABB48_96.EU618535	02_AG
33896	02_AG.CM.2002.2358LE.AY847430	02_AG
101828	02_AG.CM.2007.CYM200.GU191570	02_AG
75101	02_AG.CM.1996.ABB81_96.EU618566	02_AG
119159	02_AG.CM.2007.SK6017_PI.HQ864413	02_AG
63026	02_AG.ML.2006.BKO_1054.EU330732	02_AG
134657	02_AG.SN.2009.SN-5046-HALD.JN673651	02_AG
35372	02_AG.PT.2002.1069.AY901687	02_AG
11285	02_AG.SN.1998.98SN_8HPD.AJ286984	02_AG
51184	02_AG.ML.-.A2546_C2.DQ991630	02_AG
63248	02_AG.ES.2007.07SP55_369601.EU342812	02_AG
84768	02_AG.BF.2006.TR266.FJ577366	02_AG
64761	02_AG.ES.2005.05SP88_250101.EU545190	02_AG
71889	02_AG.-.2003.03_116155.EU613083	02_AG
102236	02_AG.BF.2003.ORAV240.GU207218	02_AG
74885	02_AG.CM.2001.A1119.EU618349	02_AG
47285	02_AG.CM.-.Cam4dbs.DQ869208	02_AG
114001	02_AG.RU.2009.09RU2273.HQ129978	02_AG
58593	02_AG.CH.2003.717573.EF450005	02_AG
61177	02_AG.GH.2002.GH_185.EU178019	02_AG
114795	02_AG.BJ.2008.C428S_J0.HQ267553	02_AG
59123	02_AG.GH.2003.GHN25.EF550532	02_AG
102203	02_AG.BF.2003.ORAV209.GU207185	02_AG
86454	02_AG.CM.2006.Cameroon_36.FJ688242	02_AG
114798	02_AG.BJ.2008.C431S_J0.HQ267556	02_AG
161299	02_AG.EC.2006.4290242.KC340642	02_AG
61153	02_AG.GH.2002.GH_151.EU177995	02_AG
25820	02_AG.US.-.DJZ50.AY375354	02_AG
53227	02_AG.GH.2003.GHN90.EF174559	02_AG
80633	02_AG.CM.1998.ABB110_98SS.FJ480301	02_AG
99515	02_AG.CM.2003.CMNYU129_18_3.GQ432852	02_AG
5321	02_AG.IT.1997.3742.AF295293	02_AG
63004	02_AG.ML.2006.BKO_1015.EU330709	02_AG
86607	02_AG.GB.1998.AF6685.FJ712806	02_AG
61219	02_AG.GH.2002.GH_232.EU178061	02_AG
47298	02_AG.CM.-.Cam16PL.DQ869223	02_AG
12027	02_AG.FR.2001.01FR_KES_716.AJ577920	02_AG
10726	02_AG.GQ.-.GM415.AF529930	02_AG
143249	02_AG.CM.2009.CIRCB-7205.JQ796152	02_AG
61545	02_AG.BE.2003.488410694584908.EU248386	02_AG
12565	02_AG.CM.1997.97CM_MP642.AM279394	02_AG
26904	02_AG.CM.-.CRF02_AG_ABB180.AY444244	02_AG
137158	02_AG.CM.2007.SK4047_PI.JQ250521	02_AG
99529	02_AG.CM.2002.CMNYU124_9_24.GQ432866	02_AG
41631	02_AG.CM.-.cm1067.DQ166388	02_AG
101881	02_AG.CM.2007.CDB0014.GU191623	02_AG
118989	02_AG.NG.2010.NG_DOC_13712.HQ845946	02_AG
11237	02_AG.CM.1997.97CM_MP568.AJ286936	02_AG
33895	02_AG.CM.2002.2348SA.AY847429	02_AG
134658	02_AG.SN.2009.SN-5071-HALD.JN673652	02_AG
135606	02_AG.CM.2007.3367.JN885684	02_AG
63068	02_AG.ML.2006.SGO_31.EU330775	02_AG
33764	02_AG.UZ.2002.02UZ658.AY845780	02_AG
148675	02_AG.RU.2010.10RU6691.JX290264	02_AG
75100	02_AG.CM.1996.ABB80_96.EU618565	02_AG
119129	02_AG.CM.2007.SK3001_PI.HQ864383	02_AG
61198	02_AG.GH.2002.GH_210.EU178040	02_AG
148672	02_AG.RU.2010.10RU6509.JX290261	02_AG
61081	02_AG.GH.2002.GH_053.EU177923	02_AG
62944	02_AG.ML.2006.BKO_881.EU330648	02_AG
51591	02_AG.ML.2005.1267.EF064506	02_AG
75096	02_AG.CM.1996.ABB76_96.EU618561	02_AG
101898	02_AG.CM.2007.SRCDG456.GU191640	02_AG
117945	02_AG.PT.-.BM19836.HQ700104	02_AG
11301	02_AG.SN.1998.98SN62HALD.AJ287000	02_AG
84758	02_AG.BF.2006.TR246.FJ577356	02_AG
47293	02_AG.CM.-.Cam35DBS.DQ869218	02_AG
114883	02_AG.BJ.2009.D347T_J0.HQ267642	02_AG
51592	02_AG.ML.2005.1268.EF064507	02_AG
33835	02_AG.CM.2002.3447NJ.AY847369	02_AG
63113	02_AG.ML.2006.SGO_80.EU330822	02_AG
74990	02_AG.CM.2001.A1790.EU618455	02_AG
33893	02_AG.CM.2002.2324SA.AY847427	02_AG
129410	02_AG.SN.2010.SNA3-364.JN193501	02_AG
51571	02_AG.ML.2005.1227.EF064486	02_AG
118888	02_AG.NG.2007.07NG_SN154.HQ843653	02_AG
74909	02_AG.CM.2001.A1265.EU618373	02_AG
34176	02_AG.IT.-.233A.AY855612	02_AG
122485	02_AG.IT.2007.CI027w1_6.JF323598	02_AG
74888	02_AG.CM.2001.A1123.EU618352	02_AG
61106	02_AG.GH.2002.GH_084.EU177948	02_AG
139913	02_AG.NG.2007.CP076306563.JQ480205	02_AG
96564	02_AG.CM.2006.06CM06ARC010.GQ344958	02_AG
119198	02_AG.CM.2007.SK6059_PI.HQ864452	02_AG
58928	02_AG.ML.-.B7156_C1.EF525659	02_AG
143223	02_AG.CM.2009.CIRCB-9552.JQ796126	02_AG
99523	02_AG.CM.2002.CMNYU129_9_1.GQ432860	02_AG
51132	02_AG.CM.2004.04CMYD_47.DQ990414	02_AG
149142	02_AG.DE.2006.EHR-35412.JX300134	02_AG
120443	02_AG.NG.2007.CP076305143.HQ994099	02_AG
89335	02_AG.SN.2000.210HPD.FN599694	02_AG
106496	02_AG.SN.2008.SN626HALD.HM002506	02_AG
33857	02_AG.CM.2001.4082STN.AY847391	02_AG
132376	02_AG.CM.2007.HJ2067.JN639503	02_AG
89351	02_AG.SN.1998.89HPD.FN599710	02_AG
143257	02_AG.CM.2009.CIRCB-9626.JQ796160	02_AG
114905	02_AG.CM.-.4521STL_MWGag1000F.HQ336438	02_AG
119163	02_AG.CM.2007.SK1013_PI.HQ864417	02_AG
12004	02_AG.FR.2002.02FR_GALL_704.AJ577895	02_AG
63032	02_AG.ML.2006.BKO_1062.EU330738	02_AG
122500	02_AG.IT.2002.NG130j6_2.JF323613	02_AG
74640	02_AG.CM.2004.173_20.EU618103	02_AG
61158	02_AG.GH.2002.GH_158.EU178000	02_AG
63005	02_AG.ML.2006.BKO_1016.EU330710	02_AG
161113	02_AG.NG.2007.4418439.KC340402	02_AG
74702	02_AG.CM.2004.382_42.EU618165	02_AG
51532	02_AG.ML.2005.1155.EF064447	02_AG
134671	02_AG.SN.2010.SN-5507-HALD.JN673665	02_AG
55939	02_AG.ES.-.00215375.EF380380	02_AG
64717	02_AG.ES.2007.07SP94_379808.EU529852	02_AG
61205	02_AG.GH.2002.GH_218.EU178047	02_AG
153229	02_AG.CM.2009.HJ3168.JX982991	02_AG
75022	02_AG.CM.1999.AB732.EU618487	02_AG
51600	02_AG.ML.2005.1276.EF064515	02_AG
74671	02_AG.CM.2004.265_03.EU618134	02_AG
102112	02_AG.CM.2001.VP_LT_89.GU207094	02_AG
84767	02_AG.BF.2006.TR264.FJ577365	02_AG
5322	02_AG.IT.1997.2356.AF295294	02_AG
99573	02_AG.CM.2001.CMNYU129_0_5.GQ432910	02_AG
30658	02_AG.GB.-.M86254_RT.AY714444	02_AG
143242	02_AG.CM.2009.CIRCB-1641.JQ796145	02_AG
148661	02_AG.RU.2010.10RU6037.JX290250	02_AG
35287	02_AG.PT.2001.984.AY901602	02_AG
75009	02_AG.CM.1999.AB1075.EU618474	02_AG
42480	02_AG.NG.-.DDJ267.DQ273919	02_AG
114833	02_AG.BJ.2008.C486S_J0.HQ267591	02_AG
135656	02_AG.AO.2008.ANG16.JN937031	02_AG
24958	02_AG.IT.-.MITE58.AY357587	02_AG
88634	02_AG.NG.-.ZZR440.FJ931450	02_AG
74980	02_AG.CM.2001.A1778.EU618445	02_AG
101065	02_AG.EE.2006.R1.GQ926738	02_AG
86449	02_AG.CM.2006.Cameroon_31.FJ688237	02_AG
119125	02_AG.CM.2007.SK1018_PI.HQ864379	02_AG
61183	02_AG.GH.2002.GH_192.EU178025	02_AG
63043	02_AG.ML.2006.SGO_04.EU330749	02_AG
122052	02_AG.CM.2008.5611.JF273964	02_AG
122002	02_AG.CV.2005.05HANCV43.JF267481	02_AG
61463	02_AG.BE.2003.160131778496556.EU248303	02_AG
150462	02_AG.ES.2010.10SP5306-28022538.JX428573	02_AG
122481	02_AG.IT.2007.GH003p1_4.JF323594	02_AG
80713	02_AG.ES.2006.06SP302050.FJ481694	02_AG
12742	02_AG.GA.-.MKK351.AM903435	02_AG
61726	02_AG.BE.2003.hQb01iNij1pyseH.EU248568	02_AG
118794	02_AG.NG.2007.07NG_SN328.HQ843559	02_AG
84711	02_AG.BF.2006.TR156.FJ577309	02_AG
51587	02_AG.ML.2005.1258.EF064502	02_AG
97594	02_AG.IT.2005.284502231995805.GQ399266	02_AG
64062	02_AG.GB.-.419DBS.EU401682	02_AG
30390	02_AG.GB.-.3345824_RT.AY677618	02_AG
11289	02_AG.SN.1998.98SN_29HALD.AJ286988	02_AG
61203	02_AG.GH.2002.GH_216.EU178045	02_AG
126474	02_AG.ES.2007.AK55R07MHRYC2007.JF929109	02_AG
51202	02_AG.ML.-.C10507_C2.DQ991650	02_AG
64719	02_AG.ES.2007.07SP111_374995.EU529856	02_AG
134687	02_AG.SN.2009.SN-4332-HALD.JN673681	02_AG
74856	02_AG.CM.2002.880_29.EU618319	02_AG
97717	02_AG.PT.2003.386089821537575.GQ399443	02_AG
63038	02_AG.ML.2006.BKO_1093.EU330744	02_AG
64760	02_AG.ES.2007.07SP83_381367.EU545189	02_AG
101827	02_AG.CM.2007.CYM166.GU191569	02_AG
135586	02_AG.CM.2007.3342.JN885664	02_AG
26185	02_AG.CM.2000.00CMNYU360.AY391752	02_AG
114870	02_AG.BJ.2008.D332T_J0.HQ267628	02_AG
74974	02_AG.CM.2001.A1771.EU618439	02_AG
118809	02_AG.NG.2007.07NG_SN300.HQ843574	02_AG
88386	02_AG.NG.-.ZZQ194.FJ931201	02_AG
67985	02_AG.-.2002.02_132774.EU609153	02_AG
115399	02_AG.ES.2007.JMM09010405.HQ426908	02_AG
97584	02_AG.NL.2003.270712670864298.GQ399253	02_AG
63127	02_AG.ML.2006.SGO_98.EU330838	02_AG
62978	02_AG.ML.2006.BKO_954.EU330683	02_AG
96574	02_AG.CM.2006.06CM06LPH16SL.GQ344968	02_AG
148670	02_AG.RU.2010.10RU6443.JX290259	02_AG
99577	02_AG.CM.2004.CMNYU129_33_31.GQ432914	02_AG
7646	02_AG.US.-.10.AF395347	02_AG
125551	02_AG.CH.2008.20308438.JF769843	02_AG
101816	02_AG.CM.2007.CYO087.GU191558	02_AG
63196	02_AG.ES.2000.00SP42_195689.EU342748	02_AG
61242	02_AG.GH.2002.GH_162.EU178084	02_AG
150957	02_AG.TH.2007.AA039a01L.JX447142	02_AG
80620	02_AG.CM.1996.ABB070_96.FJ480288	02_AG
119165	02_AG.CM.2007.SK5025_PI.HQ864419	02_AG
150321	02_AG.FR.2008.440_CRF02_AG_0_PITIE.JX425773	02_AG
74729	02_AG.CM.2004.449_38.EU618192	02_AG
11335	02_AG.FR.1999.99FR_MP1262.AJ287034	02_AG
74768	02_AG.CM.2002.5254_35.EU618231	02_AG
41623	02_AG.ES.-.EG_129041.DQ157832	02_AG
63116	02_AG.ML.2006.SGO_84.EU330825	02_AG
89313	02_AG.GQ.2008.08GQ269.FN557333	02_AG
120433	02_AG.NG.2007.CP076303635.HQ994089	02_AG
148677	02_AG.RU.2010.10RU6803.JX290266	02_AG
62948	02_AG.ML.2006.BKO_887.EU330652	02_AG
148681	02_AG.RU.2009.09RU2202.JX290270	02_AG
89246	02_AG.TG.2006.06TG.HT128.FM955728	02_AG
134636	02_AG.SN.2009.SN-4589-HALD.JN673630	02_AG
21433	02_AG.CM.-.28.AY204312	02_AG
35377	02_AG.PT.2002.1074.AY901692	02_AG
74911	02_AG.CM.2001.A1267A.EU618375	02_AG
119150	02_AG.CM.2007.SK1023_PI.HQ864404	02_AG
89374	02_AG.SN.2002.488HALD.FN599738	02_AG
89402	02_AG.SN.2003.947hald.FN599767	02_AG
89295	02_AG.GQ.2008.08GQ392.FN557315	02_AG
122504	02_AG.IT.2006.BF173_2_4.JF323617	02_AG
11947	02_AG.FR.2002.02FR_ALI_705.AJ577729	02_AG
102101	02_AG.CM.2001.VP_CE_163.GU207083	02_AG
59405	02_AG.ES.2006.06SP628000.EF583296	02_AG
88457	02_AG.NG.-.ZZQ959.FJ931272	02_AG
120378	02_AG.NG.2007.CP076303558.HQ994034	02_AG
61162	02_AG.GH.2002.GH_165.EU178004	02_AG
114897	02_AG.BJ.2009.D370T_J0.HQ267656	02_AG
11260	02_AG.CM.1998.98CM_MP1071.AJ286959	02_AG
118299	02_AG.FR.2006.212odyssee.HQ718045	02_AG
134630	02_AG.SN.2009.SN-4368-HALD.JN673624	02_AG
51562	02_AG.ML.2005.1207.EF064477	02_AG
116381	02_AG.GA.2008.Gab014211.HQ541897	02_AG
35374	02_AG.PT.2001.1071.AY901689	02_AG
35194	02_AG.BE.2000.891.AY901509	02_AG
74835	02_AG.CM.2003.785_30.EU618298	02_AG
106512	02_AG.SN.2007.SNA3_320.HM002522	02_AG
23713	02_AG.ES.-.29_48.AY316006	02_AG
20671	02_AG.GA.1997.97CIRMF65.AY140630	02_AG
102072	02_AG.CM.2002.CK1_16.GU207054	02_AG
137236	02_AG.FR.2007.ABO.JQ250599	02_AG
119093	02_AG.CM.2007.SK4022_PI.HQ864347	02_AG
119179	02_AG.CM.2007.SK3023_PI.HQ864433	02_AG
99532	02_AG.CM.2003.CMNYU129_18_8.GQ432869	02_AG
63747	02_AG.ES.2007.07SP68_384383.EU362923	02_AG
89609	02_AG.TG.2008.08TG_C7028.FR715293	02_AG
89421	02_AG.SN.2005.1718_hald.FN599786	02_AG
89418	02_AG.SN.2005.1669hald.FN599783	02_AG
118858	02_AG.NG.2007.07NG_SN140.HQ843623	02_AG
86430	02_AG.CM.2006.Cameroon_12.FJ688218	02_AG
134678	02_AG.SN.2010.SN-5786-HALD.JN673672	02_AG
88385	02_AG.NG.-.ZZQ192.FJ931200	02_AG
51546	02_AG.ML.2005.1176.EF064461	02_AG
26897	02_AG.CM.-.CRF02_AG_ABB11.AY444237	02_AG
119126	02_AG.CM.2007.SK8023_PI.HQ864380	02_AG
80716	02_AG.ES.2003.03SP00138418.FJ481697	02_AG
106504	02_AG.SN.2008.SNA3_185.HM002514	02_AG
135032	02_AG.CM.2008.BP00079_RH04.JN687776	02_AG
30675	02_AG.KR.2004.04LKD7_1446.AY731187	02_AG
33902	02_AG.CM.2002.3103MN.AY847436	02_AG
120497	02_AG.NG.2007.CP076305220.HQ994153	02_AG
161126	02_AG.GW.2009.4556279.KC340415	02_AG
114784	02_AG.BJ.2008.C412S_J0.HQ267542	02_AG
47291	02_AG.CM.-.Cam30DBS.DQ869214	02_AG
51128	02_AG.CM.2004.04CMYD_41.DQ990410	02_AG
97417	02_AG.AT.2004.x6kS0cQXsIFaoLm.GQ398998	02_AG
88613	02_AG.NG.-.ZZR234.FJ931429	02_AG
132321	02_AG.CM.2006.HJ604.JN639448	02_AG
47520	02_AG.FR.2003.1182_48_3036_20030310.DQ877947	02_AG
35206	02_AG.PT.2001.903.AY901521	02_AG
153227	02_AG.CM.2009.HJ3332.JX982989	02_AG
80603	02_AG.CM.1996.ABB020_96.FJ480271	02_AG
12413	02_AG.SI.1998.SI1956_98.AM113748	02_AG
26186	02_AG.CM.2001.01CMNYU5854.AY391753	02_AG
89272	02_AG.TG.2007.07TG.HT220.FM955754	02_AG
114890	02_AG.BJ.2009.D360T_J0.HQ267649	02_AG
122495	02_AG.IT.2006.IT106x2_6.JF323608	02_AG
96590	02_AG.CM.2007.07CM07BDHS055.GQ344984	02_AG
120404	02_AG.NG.2007.CP076303596.HQ994060	02_AG
68340	02_AG.-.2002.02_134757.EU609510	02_AG
142798	02_AG.SE.2008.SE_136_2008.JQ698762	02_AG
51098	02_AG.CM.2004.04CMYD_4.DQ990379	02_AG
61560	02_AG.BE.2003.540133826036735.EU248401	02_AG
114831	02_AG.BJ.2008.C482S_J0.HQ267589	02_AG
146055	02_AG.SN.-.SN-6667HALD.JX187625	02_AG
129031	02_AG.NG.2008.HIV103634.JN132356	02_AG
99500	02_AG.CM.2003.CMNYU6518_6_11.GQ432836	02_AG
88496	02_AG.NG.-.ZZR116.FJ931312	02_AG
101885	02_AG.CM.2007.CDC0028.GU191627	02_AG
102771	02_AG.DE.2004.ID0462_GT1.GU271156	02_AG
99553	02_AG.CM.2004.CMNYU129_33_1.GQ432890	02_AG
72286	02_AG.-.2003.03_117925.EU613484	02_AG
61048	02_AG.GH.2002.GH_013.EU177890	02_AG
61101	02_AG.GH.2002.GH_079.EU177943	02_AG
102146	02_AG.BF.2003.ORAV294.GU207128	02_AG
120437	02_AG.NG.2007.CP076305134.HQ994093	02_AG
99579	02_AG.CM.2003.CMNYU129_18_39.GQ432916	02_AG
143245	02_AG.CM.2010.CIRCB-3379.JQ796148	02_AG
33789	02_AG.UZ.2002.02UZ704.AY845809	02_AG
75081	02_AG.CM.1996.ABB60_96.EU618546	02_AG
4377	02_AG.GH.1994.94GH08.AF212279	02_AG
80714	02_AG.ES.2003.03SP00132768.FJ481695	02_AG
74680	02_AG.CM.2004.294_22.EU618143	02_AG
51122	02_AG.CM.2004.04CMYD_33.DQ990404	02_AG
75145	02_AG.CM.1998.ABB179_98.EU618610	02_AG
161144	02_AG.CM.2008.502428.KC340439	02_AG
62947	02_AG.ML.2006.BKO_886.EU330651	02_AG
1546	02_AG.JP.2003.C03_51110021_1.AB640121	02_AG
118330	02_AG.FR.2006.243odyssee.HQ718076	02_AG
88472	02_AG.NG.-.ZZQ944.FJ931288	02_AG
122475	02_AG.CM.2007.CM92F06.JF323588	02_AG
61044	02_AG.GH.2002.GH_009.EU177886	02_AG
84725	02_AG.BF.2006.TR179.FJ577323	02_AG
102075	02_AG.CM.2002.CK1_21.GU207057	02_AG
88438	02_AG.NG.-.ZZQ799.FJ931253	02_AG
129405	02_AG.SN.2010.SNA3-345.JN193496	02_AG
126447	02_AG.ES.2007.691MHDO2007.JF929017	02_AG
74711	02_AG.CM.2003.396_26.EU618174	02_AG
62993	02_AG.ML.2006.BKO_980.EU330698	02_AG
146046	02_AG.SN.-.SN-2187HALD.JX187615	02_AG
77100	02_AG.BE.2005.AR05_569.EU882793	02_AG
61085	02_AG.GH.2002.GH_057.EU177927	02_AG
109348	02_AG.PT.2004.PTCBR_112.HM135503	02_AG
126467	02_AG.ES.2007.4723MHDO2007.JF929087	02_AG
41659	02_AG.CM.-.cm9bb.DQ166416	02_AG
94046	02_AG.ES.2007.PN60.GQ241004	02_AG
33870	02_AG.CM.2002.3217MN.AY847404	02_AG
114008	02_AG.RU.2010.10RU4500.HQ129985	02_AG
59408	02_AG.ES.2004.04SP633774.EF583299	02_AG
119184	02_AG.CM.2007.SK2043_PI.HQ864438	02_AG
63001	02_AG.ML.2006.BKO_992.EU330706	02_AG
112450	02_AG.NG.2007.HR48.HM854148	02_AG
143265	02_AG.CM.2009.CIRCB-10305.JQ796168	02_AG
84737	02_AG.BF.2006.TR212.FJ577335	02_AG
88554	02_AG.NG.-.ZZR28.FJ931370	02_AG
61676	02_AG.BE.2003.944812742249476.EU248518	02_AG
114797	02_AG.BJ.2008.C430S_J0.HQ267555	02_AG
33836	02_AG.CM.2002.3467NJ.AY847370	02_AG
134626	02_AG.SN.2009.SN-4117-HALD.JN673620	02_AG
41668	02_AG.CM.-.cm89bb.DQ166425	02_AG
122479	02_AG.CM.2007.CM98FT07.JF323592	02_AG
74915	02_AG.CM.2001.A1380.EU618379	02_AG
120379	02_AG.NG.2007.CP076303559.HQ994035	02_AG
51608	02_AG.ML.2005.1297.EF064523	02_AG
119168	02_AG.CM.2007.SK5017_PI.HQ864422	02_AG
12733	02_AG.GA.-.MKK115.AM903426	02_AG
89427	02_AG.SN.2005.1732hald.FN599792	02_AG
47331	02_AG.BE.2003.1182_48_1226_20030417.DQ877758	02_AG
12248	02_AG.SI.2002.SI378_02.AJ971094	02_AG
26191	02_AG.CM.2001.01CMNYU5855.AY391758	02_AG
119137	02_AG.CM.2007.SK2018_PI.HQ864391	02_AG
61055	02_AG.GH.2002.GH_020.EU177897	02_AG
21435	02_AG.CM.-.42.AY204314	02_AG
12568	02_AG.CM.2002.CK2_29.AM279440	02_AG
120454	02_AG.NG.2007.CP076305156.HQ994110	02_AG
94106	02_AG.ES.2006.PPT68.GQ241099	02_AG
33881	02_AG.CM.2002.0014BBY.AY847415	02_AG
99980	02_AG.GB.-.80766.GQ462253	02_AG
61574	02_AG.BE.2003.588527041666400.EU248415	02_AG
11241	02_AG.CM.1997.97CM_MP578.AJ286940	02_AG
97409	02_AG.AT.2004.vHpW13LstF1ElFF.GQ398984	02_AG
45584	02_AG.CM.2001.CM_01_135.DQ452649	02_AG
134665	02_AG.SN.2010.SN-5287-HALD.JN673659	02_AG
33798	02_AG.UZ.2002.02UZ731.AY845822	02_AG
63034	02_AG.ML.2006.BKO_1065.EU330740	02_AG
113523	02_AG.CZ.-.95005PL14.HQ025906	02_AG
88332	02_AG.NG.-.ZZP643.FJ931147	02_AG
88334	02_AG.NG.-.ZZP645.FJ931149	02_AG
61089	02_AG.GH.2002.GH_063.EU177931	02_AG
119138	02_AG.CM.2007.SK2019_PI.HQ864392	02_AG
88566	02_AG.NG.-.ZZR223.FJ931382	02_AG
42462	02_AG.NG.-.DDJ150.DQ273901	02_AG
58520	02_AG.CH.2002.697505.EF449819	02_AG
163804	02_AG.RU.2012.RU_KHB117.KC509870	02_AG
101895	02_AG.CM.2007.SRCDE007.GU191637	02_AG
61191	02_AG.GH.2002.GH_201.EU178033	02_AG
89052	02_AG.SN.2004.04SN_MS206.FM210695	02_AG
51593	02_AG.ML.2005.1269.EF064508	02_AG
104774	02_AG.CM.2005.CM05_105.GU366131	02_AG
104749	02_AG.CM.2003.CM03_040.GU366106	02_AG
89231	02_AG.TG.2006.06TG.HT083.FM955713	02_AG
63216	02_AG.ES.2004.04SP9_176565.EU342776	02_AG
161125	02_AG.ML.2009.4527367.KC340414	02_AG
89429	02_AG.SN.2005.1759_hald.FN599794	02_AG
149279	02_AG.SE.2007.EHR-46486.JX300313	02_AG
33882	02_AG.CM.2002.0015BBY.AY847416	02_AG
101886	02_AG.CM.2007.CDC0013.GU191628	02_AG
114006	02_AG.RU.2010.10RU3983.HQ129983	02_AG
61075	02_AG.GH.2002.GH_044.EU177917	02_AG
99503	02_AG.CM.2003.CMNYU6518_6_19.GQ432839	02_AG
119183	02_AG.CM.2007.SK8039_PI.HQ864437	02_AG
12553	02_AG.CM.1997.97CM_MP802.AM279382	02_AG
120356	02_AG.NG.2007.CP076303531.HQ994012	02_AG
61659	02_AG.BE.2003.889735345225044.EU248501	02_AG
153246	02_AG.CM.2009.HJ3191.JX983008	02_AG
60527	02_AG.AO.2001.01AOHSN102.EU068409	02_AG
89407	02_AG.SN.2003.962hald.FN599772	02_AG
126463	02_AG.ES.2006.4275MHDO2006.JF929083	02_AG
74910	02_AG.CM.2001.A1266.EU618374	02_AG
12425	02_AG.CM.2001.VP_CE_89.AM181798	02_AG
74892	02_AG.CM.2001.A1152.EU618356	02_AG
4382	02_AG.CM.1996.96CM25.AF212284	02_AG
98765	02_AG.SE.2005.oY2K7mDxxUyXAAw.GQ400805	02_AG
62964	02_AG.ML.2006.BKO_926.EU330669	02_AG
10419	02_AG.IT.-.patient_29.AF517339	02_AG
106501	02_AG.SN.2008.SNA3_158.HM002511	02_AG
25707	02_AG.IT.2000.Zng77.AY366538	02_AG
12212	02_AG.SN.2001.01SN_34HALD_25_01_01.AJ583745	02_AG
120399	02_AG.NG.2007.CP076303591.HQ994055	02_AG
99518	02_AG.CM.2002.CMNYU129_9_3.GQ432855	02_AG
33828	02_AG.CM.2002.3153MN.AY847362	02_AG
153236	02_AG.CM.2009.HJ3269.JX982998	02_AG
140730	02_AG.AO.2009.2010693466.JQ616910	02_AG
102074	02_AG.CM.2002.CK1_59.GU207056	02_AG
118464	02_AG.FR.2006.378odyssee.HQ718211	02_AG
118893	02_AG.NG.2007.07NG_SN211.HQ843658	02_AG
61615	02_AG.BE.2003.736588233716298.EU248456	02_AG
74816	02_AG.CM.2003.671_36.EU618279	02_AG
148689	02_AG.DE.2007.EHR-00407.JX299542	02_AG
74923	02_AG.CM.2001.A1396.EU618387	02_AG
89744	02_AG.CH.2003.PHI_20.GQ131615	02_AG
