reference	major subtype found	log_likelihood of the reference subtype
3831,Ref.F1.FI.93.FIN9363.AF075703,0.02-4	F1	-4866.905899379579
7921,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.05-8	F1	-5020.273027620652
8578,Ref.16_A2D.KR.97.97KR004.AF286239,0.05-2	B	-5060.761490982733
9350,Ref.02_AG.LR.x.POC44951.AB485636,0.05-7	02_AG	-4977.989813437689
11758,Ref.J.CM.04.04CMU11421.GU237072,0.03-8	J	-4812.241111288417
8526,Ref.49_cpx.GM.97.N28353.HQ385478,0.07-9	49_cpx	-4839.109958018236
13477,Ref.49_cpx.GM.02.N18380.HQ385477,0.06-1	49_cpx	-4851.114396631465
2084,Ref.33_01B.MY.05.05MYKL045_1.DQ366662,0.01-6	33_01B	-4904.536129169764
3788,Ref.44_BF.CL.00.CH80.FJ358521,0.02-5	F1	-4888.377581606507
3502,Ref.16_A2D.KE.91.KNH1271.AY945736,0.01-9	16_A2D	-4872.919568618269
8028,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.05-8	D	-5010.813892710578
1631,Ref.G.BE.96.DRCBL.AF084936,0.02-0	G	-4867.875101746869
13178,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.06-6	26_AU	-4990.830660231912
9947,Ref.31_BC.BR.04.04BR142.AY727527,0.1-1	C	-5184.804089777946
487,Ref.01_AE.CN.05.05GX001.GU564221,0.04-9	01_AE	-4901.87924116036
5765,Ref.03_AB.RU.97.KAL153_2.AF193276,0.08-1	B	-5061.366504506095
2719,Ref.25_cpx.SA.03.J11451.EU697908,0.01-2	25_cpx	-4845.813160609354
3253,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.01-1	40_BF	-4860.598126394446
6888,Ref.09_cpx.GH.96.96GH2911.AY093605,0.07-5	09_cpx	-5016.278715390755
1607,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.02-0	13_cpx	-4920.881296145325
11466,Ref.06_cpx.AU.96.BFP90.AF064699,0.04-4	06_cpx	-4964.115961802238
2052,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.02-2	28_BF	-4932.672646844344
1810,Ref.47_BF.ES.08.X2457_2.FJ670529,0.02-3	47_BF	-4940.8681035653835
6257,Ref.07_BC.CN.98.98CN009.AF286230,0.08-6	C	-5072.143082789876
9618,Ref.43_02G.SA.03.J11223.EU697904,0.05-4	43_02G	-4955.452265852442
10955,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.1-6	04_cpx	-5164.367099850683
5312,Ref.K.CM.96.96CM_MP535.AJ249239,0.06-3	F1	-5040.286100812986
7409,Ref.19_cpx.CU.99.CU7.AY894994,0.07-0	D	-4948.241766668056
5669,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.08-2	F1	-5079.044903890339
475,Ref.29_BF.BR.02.BREPM119.AY771590,0.04-9	29_BF	-4897.149130449558
13851,Ref.21_A2D.KE.91.KNH1254.AY945737,0.09-8	D	-5138.332667212362
10699,Ref.01_AE.AF.07.569M.GQ477441,0.1-4	01_AE	-5120.237047410734
2514,Ref.46_BF.BR.01.01BR087.DQ358801,0.01-4	F1	-4857.773140868336
9605,Ref.C.IN.95.95IN21068.AF067155,0.05-4	C	-4959.559209411345
14727,Ref.25_cpx.SA.03.J11451.EU697908,0.09-2	B	-5097.564998767408
764,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.04-8	14_BG	-4957.707670354743
6928,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.07-5	38_BF1	-5040.760151234796
2864,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.01-3	26_AU	-4903.483533918602
14923,Ref.39_BF.BR.03.03BRRJ103.EU735534,0.09-3	B	-5095.722704922338
8018,Ref.A1.UG.92.92UG037.AB253429,0.05-8	A1	-5009.2920554974935
1601,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.02-0	38_BF1	-4902.580344321335
7790,Ref.09_cpx.US.99.99DE4057.AY093607,0.07-3	09_cpx	-4901.875016483908
4119,Ref.H.GB.00.00GBAC4001.FJ711703,0.03-3	H	-4851.225476735043
3316,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.01-1	28_BF	-4883.535027919307
1687,Ref.20_BG.CU.99.Cu103.AY586545,0.02-0	20_BG	-4875.359274166844
15018,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.09-0	B	-5128.53663616623
14774,Ref.37_cpx.CM.00.00CMNYU926.EF116594,0.09-2	02_AG	-5020.689796834596
4017,Ref.A2.CY.94.94CY017_41.AF286237,0.04-5	A2	-5008.565681903725
645,Ref.01_AE.CN.05.05GX001.GU564221,0.04-8	01_AE	-4910.798850331189
2677,Ref.47_BF.ES.08.P1942.GQ372987,0.01-5	47_BF	-4865.106997725982
992,Ref.19_cpx.CU.99.CU38.AY588970,0.04-6	19_cpx	-4956.273627896414
4138,Ref.33_01B.MY.05.05MYKL045_1.DQ366662,0.03-3	33_01B	-4985.8695938834
7747,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.07-3	04_cpx	-5051.159464897937
5915,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.08-0	01_AE	-5086.060661357045
3004,Ref.D.TZ.01.A280.AY253311,0.01-0	D	-4831.825890892354
1326,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.02-6	09_cpx	-4927.972808459827
906,Ref.28_BF.BR.99.BREPM12817.DQ085874,0.04-7	B	-4943.257235816289
3674,Ref.33_01B.ID.07.JKT194_C.AB547464,0.02-5	33_01B	-4878.600214742593
10630,Ref.19_cpx.CU.99.CU38.AY588970,0.1-4	C	-5165.909873156964
1510,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.02-1	46_BF	-4863.4312211770775
1472,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.02-1	10_CD	-4927.12656479119
11121,Ref.D.CD.83.ELI.K03454,0.1-9	D	-5072.905780255584
2397,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.01-4	13_cpx	-4879.287695333133
10956,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.1-6	06_cpx	-5133.875393821968
2034,Ref.43_02G.SA.03.J11223.EU697904,0.02-2	43_02G	-4896.463591139093
13358,Ref.A1.RW.92.92RW008.AB253421,0.06-8	A1	-5015.222926384608
7113,Ref.H.BE.93.VI997.AF190128,0.07-7	H	-5056.88766742488
4503,Ref.12_BF.AR.97.A32989.AF408630,0.04-2	12_BF	-4943.979561346609
8724,Ref.07_BC.CN.05.XJDC6441.EF368370,0.05-3	07_BC	-4957.882366660445
4002,Ref.D.CM.01.01CM_4412HAL.AY371157,0.04-5	D	-4796.504657315862
4011,Ref.D.CD.83.ELI.K03454,0.04-5	D	-4902.416143933059
7077,Ref.C.IN.95.95IN21068.AF067155,0.07-6	C	-5022.808466494277
1307,Ref.23_BG.CU.03.CB118.AY900571,0.02-6	23_BG	-4904.644842821258
10227,Ref.J.SE.93.SE9280_7887.AF082394,0.1-3	D	-5146.183871434513
1474,Ref.D.CM.01.01CM_4412HAL.AY371157,0.02-1	D	-4751.261694633609
15001,Ref.47_BF.ES.08.P1942.GQ372987,0.09-3	D	-5119.555742771183
6276,Ref.39_BF.BR.03.03BRRJ327.EU735536,0.08-6	B	-5072.743216045746
1205,Ref.01_AE.TH.90.CM240.U54771,0.02-7	01_AE	-4856.077250672063
79,Ref.12_BF.AR.97.A32989.AF408630,0.06-9	12_BF	-4999.323681559053
1849,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.02-3	45_cpx	-4918.679234979358
14352,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.09-7	02_AG	-5124.045203835113
4029,Ref.12_BF.AR.97.A32989.AF408630,0.04-5	12_BF	-4943.656537286014
982,Ref.07_BC.CN.05.XJDC6441.EF368370,0.04-6	07_BC	-4928.750672683384
2763,Ref.03_AB.RU.97.KAL153_2.AF193276,0.01-2	03_AB	-4809.695391243719
1191,Ref.43_02G.SA.03.J11456.EU697909,0.02-7	43_02G	-4908.968943273718
3169,Ref.G.KE.93.HH8793_12_1.AF061641,0.01-1	G	-4858.682524248507
15798,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.06-7	B	-5036.545045774735
1345,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.02-6	40_BF	-4933.506834078185
12141,Ref.49_cpx.GM.03.N26677.HQ385479,0.03-0	49_cpx	-4743.379619960521
12681,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.06-5	45_cpx	-4976.164335125552
11198,Ref.43_02G.SA.03.J11223.EU697904,0.1-9	B	-5130.14095689857
13042,Ref.A1.RW.92.92RW008.AB253421,0.03-6	A1	-4936.0477805981145
9169,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.05-6	04_cpx	-4997.229708154992
9955,Ref.29_BF.BR.02.BREPM119.AY771590,0.1-0	B	-5048.47565303198
13296,Ref.08_BC.CN.06.nx2.HM067748,0.06-8	C	-5081.2537440000515
7893,Ref.31_BC.BR.04.04BR142.AY727527,0.07-3	C	-5065.838710254062
11669,Ref.39_BF.BR.04.04BRRJ179.EU735535,0.04-3	B	-4987.9200680110125
3162,Ref.D.TZ.01.A280.AY253311,0.01-1	D	-4855.698875636209
5138,Ref.06_cpx.EE.01.EE0359.AY535659,0.08-8	06_cpx	-5077.356379482399
12719,Ref.12_BF.AR.97.A32989.AF408630,0.06-5	12_BF	-4998.319438468813
9609,Ref.12_BF.AR.97.A32879.AF408629,0.05-4	12_BF	-4996.27103323354
1361,Ref.11_cpx.CM.97.MP818.AJ291718,0.02-6	11_cpx	-4862.501068253847
1385,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.02-6	B	-4866.837391289291
2464,Ref.09_cpx.GH.96.96GH2911.AY093605,0.01-4	09_cpx	-4834.442087804399
2940,Ref.25_cpx.SA.03.J11233.EU697906,0.01-3	25_cpx	-4838.639470324387
12743,Ref.F1.FR.96.96FR_MP411.AJ249238,0.06-5	F1	-4997.606847097093
1128,Ref.27_cpx.FR.04.04CD_FR_KZS.AM851091,0.02-7	A1	-4923.713957015473
7014,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.07-6	09_cpx	-5077.579814971921
3924,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.02-4	14_BG	-4880.575946568475
8863,Ref.C.ZA.04.04ZASK146.AY772699,0.05-0	C	-4948.424821732717
12426,Ref.28_BF.BR.99.BREPM12609.DQ085873,0.03-2	B	-4957.992086719246
7221,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.07-7	02_AG	-5065.014082809643
8400,Ref.16_A2D.KE.91.KNH1271.AY945736,0.07-9	D	-5106.908192306794
6865,Ref.39_BF.BR.03.03BRRJ103.EU735534,0.07-5	B	-5047.952008246718
12165,Ref.32_06A1.EE.01.EE0369.AY535660,0.03-0	06_cpx	-5029.861432616903
9817,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.1-1	F1	-5152.08892749306
9150,Ref.46_BF.BR.01.01BR087.DQ358801,0.05-1	F1	-5003.162228738563
10548,Ref.F2.CM.97.CM53657.AF377956,0.1-5	D	-5129.49756242232
11952,Ref.28_BF.BR.99.BREPM12609.DQ085873,0.03-9	B	-4978.493891340516
8604,Ref.47_BF.ES.08.X2457_2.FJ670529,0.05-2	B	-5061.220144711688
6881,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.07-5	B	-5025.98258972489
2386,Ref.31_BC.BR.02.110PA.EF091932,0.01-4	31_BC	-4844.05252944418
296,Ref.43_02G.SA.03.J11223.EU697904,0.02-9	43_02G	-4887.978420804043
9812,Ref.31_BC.BR.02.110PA.EF091932,0.1-1	C	-5152.443345802519
146,Ref.F1.BE.93.VI850.AF077336,0.06-9	F1	-4965.452989347389
4867,Ref.F1.BR.93.93BR020_1.AF005494,0.04-0	F1	-4963.80922395256
9938,Ref.24_BG.ES.08.X2456_2.FJ670526,0.1-1	02_AG	-5187.443509844437
9256,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.05-6	40_BF	-5029.249884567988
3137,Ref.39_BF.BR.04.04BRRJ179.EU735535,0.01-0	39_BF	-4878.167234429105
966,Ref.A2.CD.97.97CDKTB48.AF286238,0.04-6	A2	-4991.12892194207
5618,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.08-2	46_BF	-5030.681592830456
13514,Ref.31_BC.BR.04.04BR137.AY727526,0.06-1	C	-5060.689339946247
10990,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.1-6	F1	-5102.239351630305
5558,Ref.02_AG.LR.x.POC44951.AB485636,0.08-2	02_AG	-5023.286869823741
13920,Ref.31_BC.BR.02.110PA.EF091932,0.09-9	C	-5109.873856190381
7261,Ref.31_BC.BR.04.04BR142.AY727527,0.07-7	C	-5068.355644091011
12919,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.03-5	B	-4892.3645530090425
15355,Ref.14_BG.ES.00.X605.AF450096,0.03-7	14_BG	-4940.210990244846
7418,Ref.05_DF.BE.93.VI961.AF076998,0.07-0	D	-5084.674784682251
876,Ref.A1.RW.92.92RW008.AB253421,0.04-7	A1	-4947.894889886109
2944,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.01-3	04_cpx	-4933.938680801727
3121,Ref.H.CF.90.056.AF005496,0.01-0	H	-4847.810092461962
849,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.04-7	13_cpx	-5009.782892144816
7794,Ref.D.CM.01.01CM_4412HAL.AY371157,0.07-3	D	-4875.684986003786
5295,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.06-3	B	-5055.448117028466
9218,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.05-6	06_cpx	-5041.212635610599
8844,Ref.44_BF.CL.00.CH80.FJ358521,0.05-3	F1	-5035.695647438166
11346,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.1-8	D	-5161.743422130516
6562,Ref.31_BC.BR.04.04BR137.AY727526,0.08-4	C	-5134.309224084383
12056,Ref.09_cpx.US.99.99DE4057.AY093607,0.03-0	09_cpx	-4721.845388383893
2831,Ref.21_A2D.KE.99.KSM4001.AF457072,0.01-2	21_A2D	-4842.442544971044
4259,Ref.31_BC.BR.04.04BR142.AY727527,0.03-3	C	-4956.598869092671
7805,Ref.05_DF.BE.x.VI1310.AF193253,0.07-3	D	-5128.41042469965
14246,Ref.16_A2D.KE.91.KNH1271.AY945736,0.09-7	A1	-5175.318362698355
1224,Ref.A1.UG.92.92UG037.AB253429,0.02-7	A1	-4901.0398559907735
6970,Ref.A2.CD.97.97CDKTB48.AF286238,0.07-6	A2	-5080.680929762331
8508,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.07-9	38_BF1	-5052.258710138028
14466,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.09-4	F1	-5083.75407600246
9224,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.05-6	A1	-4970.380358674906
8664,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.05-2	14_BG	-4995.823572983527
15033,Ref.14_BG.ES.00.X623.AF450097,0.09-0	G	-5119.756820579667
4755,Ref.C.ZA.04.04ZASK146.AY772699,0.04-0	C	-4906.113266464576
1470,Ref.09_cpx.US.99.99DE4057.AY093607,0.02-1	09_cpx	-4723.791331723688
13098,Ref.24_BG.ES.08.X2456_2.FJ670526,0.03-6	24_BG	-4936.634256376848
11254,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.1-8	D	-5101.367457203359
4282,Ref.31_BC.BR.02.110PA.EF091932,0.03-4	31_BC	-4904.114510151712
2877,Ref.25_cpx.SA.03.J11451.EU697908,0.01-3	25_cpx	-4846.443662407532
9444,Ref.02_AG.CM.99.pBD6_15.AY271690,0.05-7	02_AG	-5036.763554469773
8373,Ref.32_06A1.EE.01.EE0369.AY535660,0.07-8	D	-5191.031840941233
2322,Ref.26_AU.CD.97.97CD_KTB119.FM877777,0.01-7	26_AU	-4905.091958971037
14629,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.09-5	B	-5110.023095996624
10462,Ref.07_BC.CN.05.XJDC6441.EF368370,0.1-5	C	-5129.150934181098
5280,Ref.J.CM.04.04CMU11421.GU237072,0.06-3	J	-4961.740906633965
13093,Ref.05_DF.ES.99.X492.AY227107,0.03-6	05_DF	-4912.945757602505
1202,Ref.25_cpx.SA.03.J11233.EU697906,0.02-7	25_cpx	-4890.525049103489
13960,Ref.F2.CM.02.02CM_0016BBY.AY371158,0.09-9	F2	-4939.420430240141
7166,Ref.F2.CM.02.02CM_0016BBY.AY371158,0.07-7	F2	-4936.427365800358
6090,Ref.A1.RW.92.92RW008.AB253421,0.08-7	A1	-5079.42495454021
4367,Ref.B.NL.00.671_00T36.AY423387,0.03-4	B	-4898.72366609182
12069,Ref.D.CD.83.ELI.K03454,0.03-0	D	-4887.914821357802
1256,Ref.05_DF.BE.93.VI961.AF076998,0.02-7	05_DF	-4913.909921761783
523,Ref.15_01B.TH.99.99TH_MU2079.AF516184,0.04-9	15_01B	-4925.841041829331
10235,Ref.B.US.98.1058_11.AY331295,0.1-3	B	-5064.253346354035
5627,Ref.11_cpx.CM.97.MP818.AJ291718,0.08-2	11_cpx	-5066.625338653566
5757,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.08-1	01_AE	-5093.858443185525
7024,Ref.47_BF.ES.08.X2457_2.FJ670529,0.07-6	B	-5104.540775007499
315,Ref.32_06A1.EE.01.EE0369.AY535660,0.02-9	06_cpx	-4997.89742613266
4921,Ref.14_BG.ES.00.X623.AF450097,0.08-9	B	-5091.691241106732
4239,Ref.G.NG.92.92NG083.U88826,0.03-3	G	-4918.308759013629
9698,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.05-5	A1	-4972.211582653161
12337,Ref.01_AE.CN.05.05GX001.GU564221,0.03-2	01_AE	-4890.830455984666
761,Ref.12_BF.AR.97.A32879.AF408629,0.04-8	12_BF	-4927.477188628723
12591,Ref.24_BG.CU.03.CB378.AY900574,0.06-2	24_BG	-5042.3403775519155
443,Ref.F1.BR.93.93BR020_1.AF005494,0.02-8	F1	-4879.34994248821
14750,Ref.F2.CM.02.02CM_0016BBY.AY371158,0.09-2	C	-4945.43807265269
13015,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.03-6	13_cpx	-4985.441006758331
2090,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.01-6	11_cpx	-4820.382255792876
13564,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.06-1	F1	-5059.639469821828
9855,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.1-1	D	-5226.157134653291
8178,Ref.F2.CM.97.CM53657.AF377956,0.05-9	F2	-4963.3374774400545
14887,Ref.07_BC.CN.05.XJDC6431_2.EF368372,0.09-3	C	-5142.333504957712
11599,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.04-3	29_BF	-5014.768110142337
5103,Ref.49_cpx.GM.02.N18380.HQ385477,0.08-8	49_cpx	-4872.256695003402
5137,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.08-8	40_BF	-5096.139185485664
3884,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.02-4	40_BF	-4916.443912220997
11720,Ref.02_AG.LR.x.POC44951.AB485636,0.03-8	02_AG	-4942.794618141468
11221,Ref.H.BE.93.VI997.AF190128,0.1-8	B	-5143.5837200333945
14215,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.09-6	D	-5163.407130282298
7517,Ref.G.PT.x.PT2695.AY612637,0.07-1	G	-5072.611990431242
45,Ref.F2.CM.95.95CM_MP257.AJ249237,0.06-9	F2	-4997.988852226552
15575,Ref.G.PT.x.PT2695.AY612637,0.06-4	G	-5033.7279312558885
6191,Ref.14_BG.ES.00.X605.AF450096,0.08-6	B	-5088.135202380901
11477,Ref.B.NL.00.671_00T36.AY423387,0.04-4	B	-4940.718448284577
11886,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.03-9	11_cpx	-4899.218275829297
8908,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.05-0	A1	-4982.931222704703
13566,Ref.15_01B.TH.99.99TH_R2399.AF530576,0.06-1	15_01B	-5037.715277331549
9371,Ref.15_01B.TH.99.99TH_MU2079.AF516184,0.05-7	01_AE	-4972.689219549783
484,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.04-9	J	-4954.3394580357435
3611,Ref.39_BF.BR.04.04BRRJ179.EU735535,0.01-9	39_BF	-4862.8212173651045
10651,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.1-4	B	-5160.331183647428
14040,Ref.15_01B.TH.99.99TH_R2399.AF530576,0.09-9	B	-5140.607572046893
6321,Ref.29_BF.BR.02.BREPM119.AY771590,0.08-5	B	-5016.550015220531
7465,Ref.F1.FI.93.FIN9363.AF075703,0.07-1	F1	-5019.885249058955
5402,Ref.33_01B.MY.05.05MYKL045_1.DQ366662,0.08-3	01_AE	-5119.181389482456
3132,Ref.18_cpx.CU.99.CU14.AY586541,0.01-0	18_cpx	-4842.924962699935
4924,Ref.16_A2D.KE.91.KNH1271.AY945736,0.08-9	B	-5088.899136049677
12489,Ref.35_AD.AF.05.05AF095.EF158041,0.06-2	A1	-5003.545185252987
15225,Ref.18_cpx.CU.99.CU68.AY894993,0.09-1	D	-5032.017270269474
3869,Ref.03_AB.RU.97.KAL153_2.AF193276,0.02-4	03_AB	-4817.901243242672
7501,Ref.45_cpx.CM.97.97CM_MP814.FN392876,0.07-1	02_AG	-5007.060532713362
4128,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.03-3	26_AU	-4975.694323269692
121,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.06-9	B	-4965.904141098949
15518,Ref.07_BC.CN.05.XJDC6441.EF368370,0.06-4	07_BC	-5024.997841457802
888,Ref.K.CM.96.96CM_MP535.AJ249239,0.04-7	B	-4993.2167843496845
8612,Ref.37_cpx.CM.00.00CMNYU926.EF116594,0.05-2	A1	-4907.098837113844
2459,Ref.F2.CM.95.95CM_MP255.AJ249236,0.01-4	F2	-4810.108234668222
14703,Ref.G.KE.93.HH8793_12_1.AF061641,0.09-2	B	-5092.152682988258
15386,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.03-7	A1	-4930.4779697978365
3549,Ref.17_BF.PE.02.PE02_PCR0155.EU581828,0.01-9	17_BF	-4861.418797260512
8584,Ref.D.CM.01.01CM_4412HAL.AY371157,0.05-2	D	-4831.338377702617
557,Ref.27_cpx.CD.97.97CDKTB49.AJ404325,0.04-9	B	-5008.004357454334
1081,Ref.49_cpx.GM.03.N26677.HQ385479,0.04-6	49_cpx	-4767.676524204549
9843,Ref.49_cpx.GM.02.N18380.HQ385477,0.1-1	C	-4940.520405177247
9987,Ref.25_cpx.SA.03.J11451.EU697908,0.1-0	D	-5149.257962002453
6345,Ref.D.UG.94.94UG114.U88824,0.08-5	D	-5017.9175133346125
3702,Ref.19_cpx.CU.99.CU29.AY588971,0.02-5	19_cpx	-4891.3953010127625
12580,Ref.K.CM.96.96CM_MP535.AJ249239,0.06-2	F1	-5051.83103437686
5609,Ref.12_BF.AR.97.A32989.AF408630,0.08-2	12_BF	-5068.229294136885
13995,Ref.G.PT.x.PT2695.AY612637,0.09-9	G	-5146.402856356198
1489,Ref.A2.CY.94.94CY017_41.AF286237,0.02-1	A2	-4946.100205646224
2439,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.01-4	33_01B	-4879.537461514479
11012,Ref.26_AU.CD.97.97CD_KTB119.FM877777,0.1-6	D	-5168.562521028078
15278,Ref.26_AU.CD.97.97CD_KTB119.FM877777,0.09-1	C	-5194.6542837616935
5355,Ref.19_cpx.CU.99.CU7.AY894994,0.06-3	A1	-4926.59172501742
13953,Ref.15_01B.TH.99.99TH_MU2079.AF516184,0.09-9	01_AE	-5048.734493172654
7996,Ref.25_cpx.SA.03.J11233.EU697906,0.05-8	25_cpx	-4966.03495405047
14752,Ref.24_BG.CU.03.CB471.AY900575,0.09-2	B	-5127.4455037729895
10325,Ref.C.BR.92.BR025_d.U52953,0.1-2	C	-5089.780204087999
6864,Ref.37_cpx.CM.97.CM53392.AF377957,0.07-5	02_AG	-5136.5432579462695
6312,Ref.05_DF.BE.93.VI961.AF076998,0.08-6	D	-5143.150895418948
552,Ref.35_AD.AF.05.05AF094.EF158040,0.04-9	35_AD	-4992.862366222057
11639,Ref.21_A2D.KE.91.KNH1254.AY945737,0.04-3	D	-4966.49233199637
7218,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.07-7	F1	-5044.068091820409
8145,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.05-9	B	-4936.940929416755
1431,Ref.G.KE.93.HH8793_12_1.AF061641,0.02-1	G	-4886.786632052798
13679,Ref.G.PT.x.PT2695.AY612637,0.06-0	G	-5073.4963181736875
11765,Ref.17_BF.PE.02.PE02_PCR0155.EU581828,0.03-8	17_BF	-4944.11251626071
7678,Ref.09_cpx.GH.96.96GH2911.AY093605,0.07-2	09_cpx	-5000.533782050662
5115,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.08-8	02_AG	-5133.845693082092
10076,Ref.02_AG.CM.99.pBD6_15.AY271690,0.1-0	02_AG	-5185.227174331973
10405,Ref.39_BF.BR.04.04BRRJ179.EU735535,0.1-2	B	-5150.3756222162965
9926,Ref.18_cpx.CU.99.CU14.AY586541,0.1-1	D	-5133.708028725944
12548,Ref.J.CM.04.04CMU11421.GU237072,0.06-2	D	-4942.489744078052
15282,Ref.39_BF.BR.03.03BRRJ327.EU735536,0.09-1	B	-5080.400369289628
13662,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.06-0	12_BF	-5002.873806642444
12597,Ref.J.SE.93.SE9280_7887.AF082394,0.06-2	J	-5028.594281523976
254,Ref.25_cpx.SA.03.J11233.EU697906,0.02-9	25_cpx	-4875.096412183247
3100,Ref.K.CM.96.96CM_MP535.AJ249239,0.01-0	K	-4870.607777848978
15584,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.06-4	04_cpx	-5088.375810285166
2306,Ref.09_cpx.GH.96.96GH2911.AY093605,0.01-7	09_cpx	-4838.609537237826
9324,Ref.D.TZ.01.A280.AY253311,0.05-7	D	-4948.64023320538
7038,Ref.A1.RW.92.92RW008.AB253421,0.07-6	A1	-5077.412610509975
14059,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.09-9	D	-5130.295739824595
11630,Ref.25_cpx.SA.03.J11233.EU697906,0.04-3	25_cpx	-4958.022571496884
319,Ref.H.BE.93.VI997.AF190128,0.02-8	H	-4890.143703370615
11170,Ref.26_AU.CD.97.97CD_KTB119.FM877777,0.1-9	D	-5166.633843537281
5991,Ref.21_A2D.KE.99.KSM4001.AF457072,0.08-0	D	-5071.4277982474505
2111,Ref.18_cpx.CU.99.CU68.AY894993,0.01-6	18_cpx	-4805.562199527998
12284,Ref.A1.UG.92.92UG037.AB253429,0.03-1	A1	-4951.497626943557
6099,Ref.07_BC.CN.98.98CN009.AF286230,0.08-7	C	-5015.784472837437
1581,Ref.29_BF.BR.02.BREPM119.AY771590,0.02-0	29_BF	-4834.176068439886
11575,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.04-3	45_cpx	-4936.988165658935
14376,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.09-7	B	-5148.941613438227
7697,Ref.01_AE.AF.07.569M.GQ477441,0.07-2	01_AE	-5003.533167558409
1803,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.02-3	29_BF	-4927.834522597978
15463,Ref.05_DF.ES.99.X492.AY227107,0.03-7	05_DF	-4913.732004760324
10692,Ref.46_BF.BR.01.01BR125.DQ358802,0.1-4	F1	-5158.174047885006
