reference	major subtype found	log_likelihood of the reference subtype
14204,Ref.24_BG.ES.08.X2456_2.FJ670526,0.09-6	01_AE	-5015.690832815749
10598,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.1-4	D	-5012.970380808238
9210,Ref.16_A2D.KR.97.97KR004.AF286239,0.05-6	D	-4996.278167647537
5971,Ref.C.IN.95.95IN21068.AF067155,0.08-0	C	-5001.410829651532
6142,Ref.43_02G.SA.03.J11223.EU697904,0.08-7	D	-4963.44684270661
1077,Ref.12_BF.AR.97.A32879.AF408629,0.04-6	F1	-4948.0161153702775
14811,Ref.35_AD.AF.05.05AF026.EF158043,0.09-2	D	-4997.193441612497
15085,Ref.45_cpx.CM.97.97CM_MP814.FN392876,0.09-0	D	-5016.831063853245
3363,Ref.F2.CM.95.95CM_MP257.AJ249237,0.01-8	F2	-4890.993795335482
8242,Ref.16_A2D.KE.91.KNH1271.AY945736,0.07-8	D	-5011.254526408006
5653,Ref.B.US.98.1058_11.AY331295,0.08-2	01_AE	-5009.20583401573
1445,Ref.14_BG.ES.00.X623.AF450097,0.02-1	B	-4919.829146017429
13543,Ref.01_AE.AF.07.569M.GQ477441,0.06-1	01_AE	-4995.605151028811
8883,Ref.07_BC.CN.05.XJDC6431_2.EF368372,0.05-0	07_BC	-4987.2377964347925
3842,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.02-4	D	-4927.282927962864
1320,Ref.F2.CM.02.02CM_0016BBY.AY371158,0.02-6	F2	-4765.80936408989
13802,Ref.F2.CM.02.02CM_0016BBY.AY371158,0.09-8	D	-4866.439023048193
12596,Ref.39_BF.BR.03.03BRRJ327.EU735536,0.06-2	D	-4981.785295693094
15523,Ref.F1.FI.93.FIN9363.AF075703,0.06-4	F1	-4964.79174563196
12860,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.03-5	C	-4957.6402005757045
12869,Ref.39_BF.BR.03.03BRRJ103.EU735534,0.03-5	A1	-4919.75749902118
2519,Ref.47_BF.ES.08.P1942.GQ372987,0.01-4	D	-4887.808612438248
3427,Ref.24_BG.CU.03.CB378.AY900574,0.01-8	24_BG	-4940.7479180123655
3430,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.01-8	A1	-4915.104500565363
2544,Ref.31_BC.BR.02.110PA.EF091932,0.01-5	31_BC	-4891.205087777403
3205,Ref.F2.CM.95.95CM_MP257.AJ249237,0.01-1	F2	-4894.586341939746
13440,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.06-1	D	-4953.109585236046
3847,Ref.C.BR.92.BR025_d.U52953,0.02-4	C	-4933.077414679892
15763,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.06-7	D	-4992.314628407157
2687,Ref.29_BF.BR.02.BREPM119.AY771590,0.01-2	29_BF	-4866.742461192121
3293,Ref.49_cpx.GM.03.N26677.HQ385479,0.01-1	49_cpx	-4720.729805642765
7958,Ref.24_BG.CU.03.CB471.AY900575,0.05-8	D	-4982.468353153621
14705,Ref.H.GB.00.00GBAC4001.FJ711703,0.09-2	C	-4973.315845240957
3866,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.02-4	D	-4897.208696406517
12319,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.03-1	D	-4969.204332112941
9760,Ref.02_AG.CM.99.pBD6_15.AY271690,0.05-5	02_AG	-5011.608060161413
12948,Ref.05_DF.BE.93.VI961.AF076998,0.03-5	D	-4949.117850005729
11633,Ref.01_AE.TH.90.CM240.U54771,0.04-3	01_AE	-4948.0880859197905
3749,Ref.J.SE.93.SE9280_7887.AF082394,0.02-5	C	-4913.985050285592
4790,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.04-0	D	-4952.980826173259
6388,Ref.19_cpx.CU.99.CU29.AY588971,0.08-5	D	-4996.265098853875
657,Ref.D.UG.94.94UG114.U88824,0.04-8	D	-4949.588105138628
14362,Ref.24_BG.ES.08.X2456_2.FJ670526,0.09-7	01_AE	-5038.8974690185
12748,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.06-5	D	-4990.046971020982
5920,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.08-0	D	-4980.796935140047
8945,Ref.11_cpx.CM.97.MP818.AJ291718,0.05-0	C	-4952.767184487616
10020,Ref.J.CM.04.04CMU11421.GU237072,0.1-0	01_AE	-4948.562019725908
393,Ref.03_AB.RU.97.KAL153_2.AF193276,0.02-8	03_AB	-4889.077117177061
61,Ref.D.CD.83.ELI.K03454,0.06-9	D	-4959.804325637499
4228,Ref.F2.CM.97.CM53657.AF377956,0.03-3	F2	-4911.177132832126
12115,Ref.20_BG.CU.99.Cu103.AY586545,0.03-0	G	-4930.574701262846
11870,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.03-9	D	-4955.197303832129
12117,Ref.24_BG.CU.03.CB378.AY900574,0.03-0	24_BG	-4971.6054704031885
7526,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.07-1	D	-5084.301101403808
3437,Ref.H.CF.90.056.AF005496,0.01-8	H	-4895.766331925092
13717,Ref.12_BF.AR.97.A32879.AF408629,0.06-0	12_BF	-4992.088122012675
6497,Ref.21_A2D.KE.99.KER2003.AF457051,0.08-4	D	-5008.093300086413
370,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.02-8	06_cpx	-4969.117198761053
10834,Ref.06_cpx.AU.96.BFP90.AF064699,0.1-7	01_AE	-5055.256916194437
15361,Ref.07_BC.CN.05.XJDC6431_2.EF368372,0.03-7	07_BC	-4965.598592309889
2100,Ref.16_A2D.KR.97.97KR004.AF286239,0.01-6	A1	-4951.789602892479
15221,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.09-1	D	-5053.654235517697
14508,Ref.18_cpx.CU.99.CU14.AY586541,0.09-4	01_AE	-5017.33484987477
257,Ref.01_AE.TH.90.CM240.U54771,0.02-9	01_AE	-4923.575917653563
12446,Ref.02_AG.CM.99.pBD6_15.AY271690,0.03-2	02_AG	-4981.880372253758
13272,Ref.23_BG.CU.03.CB347.AY900572,0.06-8	A1	-4990.291378618988
866,Ref.H.BE.93.VI991.AF190127,0.04-7	D	-4955.896989466832
2071,Ref.18_cpx.CM.97.CM53379.AF377959,0.01-6	18_cpx	-4923.155497970926
6802,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.07-5	D	-5034.80754102935
7303,Ref.07_BC.CN.05.XJDC6431_2.EF368372,0.07-0	C	-5031.992988570314
12547,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.06-2	01_AE	-5034.865453500889
8099,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.05-9	C	-4944.893921291286
13970,Ref.J.CM.04.04CMU11421.GU237072,0.09-9	C	-4920.145678214509
3492,Ref.31_BC.BR.02.110PA.EF091932,0.01-9	C	-4901.196786606644
3466,Ref.15_01B.TH.96.M169.DQ354120,0.01-8	15_01B	-4919.548141204022
8009,Ref.24_BG.CU.03.CB378.AY900574,0.05-8	D	-5007.229513778592
1443,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.02-1	F1	-4925.940175135219
10884,Ref.34_01B.TH.99.OUR2478P.EF165541,0.1-7	01_AE	-5003.872451352833
14224,Ref.09_cpx.SN.95.95SN1795.AY093603,0.09-7	01_AE	-5013.493950651714
3750,Ref.28_BF.BR.99.BREPM12817.DQ085874,0.02-5	28_BF	-4924.56107994698
10191,Ref.12_BF.AR.97.A32989.AF408630,0.1-3	A2	-5041.508368898668
5499,Ref.F1.BR.93.93BR020_1.AF005494,0.08-3	C	-5002.104519233146
4198,Ref.06_cpx.AU.96.BFP90.AF064699,0.03-3	06_cpx	-4941.661289926439
11163,Ref.F1.FR.96.96FR_MP411.AJ249238,0.1-9	01_AE	-5010.743358354683
14315,Ref.07_BC.CN.98.98CN009.AF286230,0.09-7	C	-4999.415982079139
2929,Ref.43_02G.SA.03.J11456.EU697909,0.01-3	43_02G	-4916.472612655447
305,Ref.A2.CM.01.01CM_1445MV.GU201516,0.02-9	A2	-4935.348676746557
12282,Ref.28_BF.BR.99.BREPM12817.DQ085874,0.03-1	28_BF	-4938.582435465545
5946,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.08-0	01_AE	-5065.747695801239
14831,Ref.05_DF.ES.99.X492.AY227107,0.09-2	D	-5021.7736916351305
2458,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.01-4	F1	-4888.183988105483
5164,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.08-8	A2	-4995.060700402188
1993,Ref.11_cpx.CM.97.MP818.AJ291718,0.02-2	11_cpx	-4908.258220818707
10901,Ref.32_06A1.EE.01.EE0369.AY535660,0.1-7	01_AE	-5017.929633164877
7602,Ref.A2.CD.97.97CDKTB48.AF286238,0.07-2	C	-4997.034422700606
151,Ref.31_BC.BR.04.04BR142.AY727527,0.06-9	D	-5020.0200709885985
6183,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.08-6	D	-5005.5823036561505
15025,Ref.C.ZA.04.04ZASK146.AY772699,0.09-0	C	-4995.0159789996205
3117,Ref.J.SE.93.SE9280_7887.AF082394,0.01-0	J	-4898.415055894643
5311,Ref.11_cpx.CM.97.MP818.AJ291718,0.06-3	D	-4979.327420668839
6024,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.08-7	01_AE	-5033.574715924245
4665,Ref.27_cpx.CD.97.97CDKTB49.AJ404325,0.04-1	C	-4947.840386473543
13274,Ref.D.TZ.01.A280.AY253311,0.06-8	D	-4954.015731937523
281,Ref.B.US.98.1058_11.AY331295,0.02-9	02_AG	-4929.478494685876
3393,Ref.45_cpx.CM.97.97CM_MP814.FN392876,0.01-8	02_AG	-4895.067612665586
205,Ref.49_cpx.GM.02.N18380.HQ385477,0.02-9	49_cpx	-4735.243912817387
10553,Ref.C.IN.95.95IN21068.AF067155,0.1-5	D	-5017.203892499754
13370,Ref.K.CM.96.96CM_MP535.AJ249239,0.06-8	D	-4939.136226091863
8256,Ref.33_01B.ID.07.JKT194_C.AB547464,0.07-8	01_AE	-4980.630367929664
1133,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.02-7	13_cpx	-4960.393448106547
8637,Ref.21_A2D.KE.91.KNH1254.AY945737,0.05-2	D	-4986.437186508922
8706,Ref.31_BC.BR.02.110PA.EF091932,0.05-3	C	-4960.7764062526585
14889,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.09-3	01_AE	-4896.505252982524
1641,Ref.D.CD.83.ELI.K03454,0.02-0	D	-4919.17384128589
9513,Ref.25_cpx.SA.03.J11451.EU697908,0.05-4	D	-4956.140667520577
6069,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.08-7	D	-5070.414206474737
11496,Ref.F2.CM.97.CM53657.AF377956,0.04-4	C	-4932.1491710872515
6542,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.08-4	01_AE	-5004.492535261416
4859,Ref.H.CF.90.056.AF005496,0.04-0	C	-4935.138282654796
14223,Ref.H.BE.93.VI997.AF190128,0.09-7	01_AE	-5017.60639368428
11528,Ref.49_cpx.GM.97.N28353.HQ385478,0.04-4	C	-4711.42173520431
3032,Ref.33_01B.MY.05.05MYKL045_1.DQ366662,0.01-0	01_AE	-4958.124683798531
9968,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.1-0	D	-5030.1585651202295
9985,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.1-0	C	-5004.921870159706
8326,Ref.26_AU.CD.97.97CD_KTB119.FM877777,0.07-8	A1	-5005.931393633771
12765,Ref.C.IN.95.95IN21068.AF067155,0.06-5	01_AE	-4992.169726201945
9388,Ref.J.CM.04.04CMU11421.GU237072,0.05-7	A2	-4894.103787768637
13355,Ref.27_cpx.CD.97.97CDKTB49.AJ404325,0.06-8	D	-4983.742921184783
13287,Ref.C.ZA.04.04ZASK146.AY772699,0.06-8	D	-4965.4641120428705
797,Ref.35_AD.AF.05.05AF095.EF158041,0.04-7	A1	-4951.858106757958
12101,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.03-0	40_BF	-4947.71484571534
9682,Ref.19_cpx.CU.99.CU38.AY588970,0.05-5	D	-4958.128393476
4826,Ref.A1.RW.92.92RW008.AB253421,0.04-0	A1	-4968.826913137942
7000,Ref.09_cpx.US.99.99DE4057.AY093607,0.07-6	D	-4841.932188046384
5052,Ref.44_BF.CL.00.CH80.FJ358521,0.08-9	46_BF	-5000.471984467076
7009,Ref.18_cpx.CU.99.CU68.AY894993,0.07-6	G	-4960.77501007439
4604,Ref.27_cpx.FR.04.04CD_FR_KZS.AM851091,0.04-1	D	-4953.30092982397
9754,Ref.28_BF.BR.99.BREPM12817.DQ085874,0.05-5	B	-4955.540420609382
66,Ref.J.CM.04.04CMU11421.GU237072,0.06-9	D	-4883.260205936492
2682,Ref.44_BF.CL.00.CH80.FJ358521,0.01-5	F1	-4900.573252810856
6408,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.08-5	D	-4975.8998428124005
8668,Ref.15_01B.TH.99.99TH_R2399.AF530576,0.05-2	01_AE	-4978.15050064983
13882,Ref.15_01B.TH.99.99TH_R2399.AF530576,0.09-8	01_AE	-5047.272754067498
633,Ref.29_BF.BR.02.BREPM119.AY771590,0.04-8	D	-4916.647856457969
228,Ref.37_cpx.CM.97.CM53392.AF377957,0.02-9	A1	-4950.970056137536
6181,Ref.21_A2D.KE.99.KER2003.AF457051,0.08-6	D	-5013.161359217863
7150,Ref.33_01B.ID.07.JKT194_C.AB547464,0.07-7	01_AE	-4982.362665285423
2568,Ref.33_01B.ID.07.JKT194_C.AB547464,0.01-5	01_AE	-4907.703520324482
10317,Ref.49_cpx.GM.02.N18380.HQ385477,0.1-2	01_AE	-4823.671301785441
13680,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.06-0	01_AE	-5011.145892380718
8795,Ref.21_A2D.KE.91.KNH1254.AY945737,0.05-3	D	-4974.04637477379
10538,Ref.26_AU.CD.97.97CD_KTB119.FM877777,0.1-5	01_AE	-5040.126312942156
9838,Ref.B.TH.90.BK132.AY173951,0.1-1	D	-5011.887150328203
7296,Ref.02_AG.LR.x.POC44951.AB485636,0.07-0	02_AG	-4993.018574829875
11305,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.1-8	01_AE	-4957.052179777491
8943,Ref.07_BC.CN.98.98CN009.AF286230,0.05-0	07_BC	-4948.864853534749
4109,Ref.29_BF.BR.02.BREPM119.AY771590,0.03-3	29_BF	-4900.387506724813
11347,Ref.12_BF.AR.97.A32879.AF408629,0.1-8	D	-5037.528005773701
6598,Ref.F2.CM.97.CM53657.AF377956,0.08-4	01_AE	-4987.214046588492
8282,Ref.J.CM.04.04CMU11421.GU237072,0.07-8	D	-4904.873591383877
2752,Ref.J.CM.04.04CMU11421.GU237072,0.01-2	J	-4808.984478276094
11679,Ref.21_A2D.KE.99.KSM4001.AF457072,0.04-3	01_AE	-4931.348443910893
6519,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.08-4	01_AE	-4973.884305131347
5553,Ref.14_BG.ES.00.X623.AF450097,0.08-2	D	-4986.747200608835
1668,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.02-0	46_BF	-4905.4574847802
11846,Ref.44_BF.CL.00.CH80.FJ358521,0.03-8	F1	-4923.582524734715
8684,Ref.49_cpx.GM.97.N28353.HQ385478,0.05-2	01_AE	-4736.01613728371
1578,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.02-1	B	-4962.479262628494
12193,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.03-1	13_cpx	-4977.118545164152
199,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.02-9	02_AG	-4890.704377875778
1649,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.02-0	01_AE	-4941.209978138777
11671,Ref.05_DF.ES.99.X492.AY227107,0.04-3	D	-4931.537893704982
2821,Ref.39_BF.BR.04.04BRRJ179.EU735535,0.01-2	39_BF	-4916.773178093008
13909,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.09-9	D	-5042.133054253124
1903,Ref.35_AD.AF.05.05AF095.EF158041,0.02-2	A1	-4923.552359577352
3376,Ref.24_BG.CU.03.CB471.AY900575,0.01-8	B	-4930.8722148180605
4583,Ref.29_BF.BR.02.BREPM119.AY771590,0.04-1	29_BF	-4910.4812673307115
3092,Ref.06_cpx.AU.96.BFP90.AF064699,0.01-0	06_cpx	-4909.291778694134
4861,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.04-0	B	-4957.950868326279
2444,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.01-4	B	-4888.267258683623
10018,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.1-0	01_AE	-5030.267217442789
3346,Ref.02_AG.LR.x.POC44951.AB485636,0.01-8	02_AG	-4913.334316460998
933,Ref.C.ET.86.ETH2220.U46016,0.04-7	C	-4971.372046063121
14461,Ref.27_cpx.CD.97.97CDKTB49.AJ404325,0.09-4	D	-5011.228067502488
12391,Ref.A2.CY.94.94CY017_41.AF286237,0.03-2	D	-4978.336790699585
12138,Ref.18_cpx.CU.99.CU14.AY586541,0.03-0	C	-4931.1963952502565
10119,Ref.35_AD.AF.05.05AF095.EF158041,0.1-3	A1	-5018.732876379993
2996,Ref.49_cpx.GM.97.N28353.HQ385478,0.01-3	49_cpx	-4673.44465191894
2848,Ref.09_cpx.SN.95.95SN1795.AY093603,0.01-3	09_cpx	-4892.464847559047
24,Ref.08_BC.CN.06.nx2.HM067748,0.06-9	08_BC	-4998.661479169339
8931,Ref.27_cpx.CD.97.97CDKTB49.AJ404325,0.05-0	D	-4961.616285140158
1871,Ref.49_cpx.GM.03.N26677.HQ385479,0.02-3	C	-4727.331120640433
13876,Ref.18_cpx.CU.99.CU14.AY586541,0.09-8	D	-5031.073997321172
4552,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.04-2	D	-4980.1696899561475
7796,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.07-3	01_AE	-5051.252204070371
8471,Ref.11_cpx.CM.97.MP818.AJ291718,0.07-9	C	-4970.387303255024
6000,Ref.44_BF.CL.00.CH80.FJ358521,0.08-0	46_BF	-5003.451903479162
9956,Ref.D.TZ.01.A280.AY253311,0.1-0	D	-5017.657994903779
8344,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.07-8	01_AE	-5011.766443159024
6790,Ref.44_BF.CL.00.CH80.FJ358521,0.07-4	12_BF	-4984.106742834078
10212,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.1-3	D	-5112.326356149527
3380,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.01-8	09_cpx	-4922.588075943737
12594,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.06-2	01_AE	-4994.945321598026
200,Ref.B.TH.90.BK132.AY173951,0.02-9	B	-4914.224872406866
15707,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.06-7	B	-5030.690880387203
12647,Ref.35_AD.AF.05.05AF095.EF158041,0.06-5	01_AE	-4991.887242335294
3711,Ref.03_AB.RU.97.KAL153_2.AF193276,0.02-5	03_AB	-4888.617365052394
8907,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.05-0	B	-5019.092957144717
3859,Ref.A2.CY.94.94CY017_41.AF286237,0.02-4	A2	-4972.773719925343
12294,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.03-1	10_CD	-4960.865862164137
238,Ref.37_cpx.CM.00.00CMNYU926.EF116594,0.02-9	A1	-4795.434063136698
9827,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.1-1	01_AE	-5018.5370557412325
7649,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.07-2	40_BF	-5035.38279379362
12838,Ref.33_01B.ID.07.JKT194_C.AB547464,0.03-5	01_AE	-4939.821541746218
11244,Ref.16_A2D.KE.91.KNH1271.AY945736,0.1-8	08_BC	-5069.688515321867
11490,Ref.39_BF.BR.03.03BRRJ327.EU735536,0.04-4	01_AE	-4954.015504328109
474,Ref.23_BG.CU.03.CB347.AY900572,0.04-9	D	-4964.335390794042
2199,Ref.21_A2D.KE.99.KSM4001.AF457072,0.01-6	21_A2D	-4899.557138894764
15175,Ref.35_AD.AF.05.05AF095.EF158041,0.09-1	D	-5025.966728386083
13186,Ref.47_BF.ES.08.X2457_2.FJ670529,0.06-6	D	-5001.986507137576
2396,Ref.16_A2D.KE.91.KNH1271.AY945736,0.01-4	A1	-4926.808883011943
12897,Ref.01_AE.TH.90.CM240.U54771,0.03-5	01_AE	-4925.023787750988
15372,Ref.16_A2D.KR.97.97KR004.AF286239,0.03-7	D	-4979.871728129358
4751,Ref.H.GB.00.00GBAC4001.FJ711703,0.04-0	H	-4912.951822644862
1334,Ref.37_cpx.CM.97.CM53392.AF377957,0.02-6	A1	-4959.411517238053
6379,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.08-5	01_AE	-5062.094928294632
2979,Ref.39_BF.BR.04.04BRRJ179.EU735535,0.01-3	39_BF	-4919.890648717379
4606,Ref.08_BC.CN.06.nx2.HM067748,0.04-1	C	-5004.999881752654
7851,Ref.24_BG.CU.03.CB378.AY900574,0.07-3	D	-5003.698964940325
9795,Ref.32_06A1.EE.01.EE0369.AY535660,0.05-5	D	-4968.7653170349795
10095,Ref.19_cpx.CU.99.CU7.AY894994,0.1-0	01_AE	-4953.436094643779
2230,Ref.A2.CD.97.97CDKTB48.AF286238,0.01-7	A2	-4931.484420701335
13931,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.09-9	01_AE	-5049.502057559172
13518,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.06-1	D	-4943.935104603686
1758,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.02-3	02_AG	-4940.637349290002
3156,Ref.44_BF.CL.00.CH80.FJ358521,0.01-0	F1	-4897.42100291622
4663,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.04-1	40_BF	-4973.897768780682
5601,Ref.39_BF.BR.03.03BRRJ103.EU735534,0.08-2	D	-4982.389508782427
15216,Ref.09_cpx.US.99.99DE4057.AY093607,0.09-1	01_AE	-4869.290275408234
12470,Ref.F1.BE.93.VI850.AF077336,0.03-2	F1	-4919.226869657529
1802,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.02-3	02_AG	-4912.207979607409
11149,Ref.F2.CM.95.95CM_MP255.AJ249236,0.1-9	01_AE	-4983.6588104645225
13525,Ref.07_BC.CN.98.98CN009.AF286230,0.06-1	D	-4988.031984340645
7099,Ref.A2.CM.01.01CM_1445MV.GU201516,0.07-6	D	-4991.402513144252
8290,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.07-8	B	-4948.670621784713
9924,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.1-1	01_AE	-5051.484086288146
6983,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.07-6	D	-4992.096504587739
3046,Ref.19_cpx.CU.99.CU38.AY588970,0.01-0	19_cpx	-4909.94689728989
13838,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.09-8	01_AE	-5029.0964714063875
9056,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.05-1	D	-4951.015006169197
8587,Ref.C.BR.92.BR025_d.U52953,0.05-2	C	-4979.568346079131
14216,Ref.44_BF.CL.00.CH80.FJ358521,0.09-6	01_AE	-5028.851570279183
14056,Ref.49_cpx.GM.97.N28353.HQ385478,0.09-9	01_AE	-4777.938133612005
9962,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.1-0	D	-5052.09715618461
14640,Ref.02_AG.NG.x.IBNG.L39106,0.09-5	01_AE	-5004.218032100959
9548,Ref.19_cpx.CU.99.CU29.AY588971,0.05-4	01_AE	-4968.118643040571
9433,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.05-7	G	-4974.448941978156
7525,Ref.01_AE.TH.90.CM240.U54771,0.07-1	01_AE	-4990.0389681586075
5000,Ref.28_BF.BR.99.BREPM12609.DQ085873,0.08-9	D	-5042.522780431975
13701,Ref.01_AE.AF.07.569M.GQ477441,0.06-0	01_AE	-4994.383681569363
4129,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.03-3	F1	-4941.863016258218
438,Ref.02_AG.CM.99.pBD6_15.AY271690,0.02-8	02_AG	-4959.635866811668
5288,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.06-3	01_AE	-4954.089997151164
15440,Ref.39_BF.BR.03.03BRRJ327.EU735536,0.03-7	39_BF	-4936.762402316159
1348,Ref.31_BC.BR.04.04BR137.AY727526,0.02-6	C	-4942.810524701896
9422,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.05-7	D	-5035.16910015136
9321,Ref.32_06A1.EE.01.EE0369.AY535660,0.05-6	B	-4955.380885357613
15137,Ref.F1.BR.93.93BR020_1.AF005494,0.09-0	46_BF	-5016.05644066638
7420,Ref.49_cpx.GM.97.N28353.HQ385478,0.07-0	C	-4754.857950655486
1910,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.02-2	C	-4932.210254394787
2408,Ref.25_cpx.CM.06.06CM_BA_040.EU693240,0.01-4	09_cpx	-4889.525249820395
2398,Ref.02_AG.LR.x.POC44951.AB485636,0.01-4	02_AG	-4915.118904584484
8683,Ref.31_BC.BR.04.04BR142.AY727527,0.05-2	D	-4999.637564250884
13059,Ref.F1.FR.96.96FR_MP411.AJ249238,0.03-6	A1	-4923.996122249886
8184,Ref.43_02G.SA.03.J11243.EU697907,0.05-9	D	-4949.259434685731
9877,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.1-1	D	-5050.682272564717
285,Ref.F1.BR.93.93BR020_1.AF005494,0.02-9	F1	-4916.201637216676
8215,Ref.32_06A1.EE.01.EE0369.AY535660,0.05-9	D	-4975.725784989906
3846,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.02-4	06_cpx	-4979.354014999416
2059,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.01-6	D	-4953.693930478217
873,Ref.27_cpx.CD.97.97CDKTB49.AJ404325,0.04-7	C	-4966.348510580465
14763,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.09-2	01_AE	-5018.728487372145
4101,Ref.31_BC.BR.04.04BR142.AY727527,0.04-5	C	-4973.442540618282
8318,Ref.28_BF.BR.99.BREPM12609.DQ085873,0.07-8	01_AE	-5019.637816775801
2794,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.01-2	F1	-4920.1641811605705
1948,Ref.D.CM.01.01CM_4412HAL.AY371157,0.02-2	D	-4777.747303839866
4699,Ref.35_AD.AF.05.05AF026.EF158043,0.04-1	A1	-4944.992352344473
4571,Ref.A2.CM.01.01CM_1445MV.GU201516,0.04-2	A2	-4963.522712367529
10438,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.1-5	C	-5020.979018796502
13405,Ref.49_cpx.GM.03.N26677.HQ385479,0.06-8	D	-4787.793318225001
13910,Ref.12_BF.AR.99.ARMA159.AF385936,0.09-9	D	-5006.020362278793
13471,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.06-1	D	-4945.5939171703185
13428,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.06-8	D	-5023.124928617609
373,Ref.18_cpx.CU.99.CU68.AY894993,0.02-8	09_cpx	-4871.7417544273585
10292,Ref.27_cpx.FR.04.04CD_FR_KZS.AM851091,0.1-2	C	-5023.145608463241
1579,Ref.32_06A1.EE.01.EE0369.AY535660,0.02-1	B	-4915.159711983673
13369,Ref.11_cpx.CM.97.MP818.AJ291718,0.06-8	C	-4963.14154539849
3575,Ref.01_AE.TH.90.CM240.U54771,0.01-9	01_AE	-4910.58748657759
