reference	major subtype found	log_likelihood of the reference subtype
4192,Ref.31_BC.BR.04.04BR137.AY727526,0.03-3	C	-4958.3283234499295
3874,Ref.06_cpx.EE.01.EE0359.AY535659,0.02-4	06_cpx	-4912.519608278341
12509,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.06-2	02_AG	-5015.711373053589
4543,Ref.H.CF.90.056.AF005496,0.04-2	H	-4935.428264742928
10224,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.1-3	A1	-5065.451677564401
7696,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.07-2	01_AE	-5029.3123902923335
3188,Ref.02_AG.LR.x.POC44951.AB485636,0.01-1	02_AG	-4898.754702480078
3204,Ref.19_cpx.CU.99.CU38.AY588970,0.01-1	19_cpx	-4884.560907096396
12050,Ref.B.TH.90.BK132.AY173951,0.03-0	B	-4923.366110080059
15615,Ref.G.NG.92.92NG083.U88826,0.06-4	D	-4978.153657889463
6278,Ref.28_BF.BR.99.BREPM12817.DQ085874,0.08-6	D	-5008.572524947651
4469,Ref.F2.CM.95.95CM_MP257.AJ249237,0.04-2	A1	-4926.7410947248
14747,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.09-2	D	-5066.306711758976
10691,Ref.21_A2D.KE.91.KNH1254.AY945737,0.1-4	D	-5058.37813230416
10706,Ref.F2.CM.97.CM53657.AF377956,0.1-4	D	-4995.048251477748
11052,Ref.05_DF.BE.93.VI961.AF076998,0.1-6	D	-5088.076834878292
2129,Ref.45_cpx.CM.97.97CM_MP814.FN392876,0.01-6	45_cpx	-4879.539095049181
2099,Ref.F2.CM.95.95CM_MP257.AJ249237,0.01-6	F2	-4869.823099612759
10435,Ref.35_AD.AF.05.05AF095.EF158041,0.1-5	A1	-5030.291015964113
9647,Ref.G.KE.93.HH8793_12_1.AF061641,0.05-5	D	-4950.499377004498
11845,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.03-8	02_AG	-4964.422678975379
3873,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.02-4	40_BF	-4939.698629393185
2857,Ref.01_AE.CN.05.05GX001.GU564221,0.01-3	01_AE	-4864.0064271806
5246,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.06-3	A1	-4860.546213112524
12566,Ref.31_BC.BR.04.04BR137.AY727526,0.06-2	C	-5010.135159971697
6887,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.07-5	B	-4991.903109708674
5178,Ref.02_AG.CM.99.pBD6_15.AY271690,0.08-8	02_AG	-5060.535757060979
2935,Ref.G.PT.x.PT2695.AY612637,0.01-3	G	-4946.620466322526
2407,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.01-4	02_AG	-4799.1634775194525
15528,Ref.19_cpx.CU.99.CU38.AY588970,0.06-4	D	-4974.576206309695
11450,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.04-4	D	-4931.315460278999
4737,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.04-1	D	-4968.024483710315
3275,Ref.J.SE.93.SE9280_7887.AF082394,0.01-1	J	-4878.455946642979
13361,Ref.F2.CM.95.95CM_MP255.AJ249236,0.06-8	F2	-4930.782914692026
1530,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.02-1	F1	-4914.9606726296215
14242,Ref.27_cpx.FR.04.04CD_FR_KZS.AM851091,0.09-7	A1	-5024.108181797889
2321,Ref.24_BG.CU.03.CB378.AY900574,0.01-7	24_BG	-4929.915978320329
9850,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.1-1	A1	-5120.061305411995
9519,Ref.F1.FI.93.FIN9363.AF075703,0.05-4	F1	-4947.723476919348
15315,Ref.A2.CM.01.01CM_1445MV.GU201516,0.09-1	A1	-5014.108347973932
579,Ref.21_A2D.KE.91.KNH1254.AY945737,0.04-9	D	-4964.852527232406
14693,Ref.32_06A1.EE.01.EE0369.AY535660,0.09-5	D	-5038.001201820303
7840,Ref.K.CM.96.96CM_MP535.AJ249239,0.07-3	C	-4988.557287197152
6819,Ref.D.UG.94.94UG114.U88824,0.07-5	D	-4971.736879583284
1531,Ref.24_BG.CU.03.CB378.AY900574,0.02-1	24_BG	-4937.58886302917
7737,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.07-2	D	-5037.142739412048
8420,Ref.16_A2D.KR.97.97KR004.AF286239,0.07-9	C	-5048.662677424898
10406,Ref.15_01B.TH.99.99TH_R2399.AF530576,0.1-2	01_AE	-5065.533823635216
14701,Ref.35_AD.AF.05.05AF095.EF158041,0.09-2	01_AE	-5003.676650739681
12683,Ref.23_BG.CU.03.CB118.AY900571,0.06-5	A1	-4989.8821220410755
5152,Ref.25_cpx.SA.03.J11233.EU697906,0.08-8	02_AG	-4990.282179753338
5675,Ref.21_A2D.KE.99.KSM4001.AF457072,0.08-2	D	-5023.821869414091
2553,Ref.D.UG.94.94UG114.U88824,0.01-5	D	-4878.676059493665
13095,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.03-6	F1	-4918.135326629688
435,Ref.H.CF.90.056.AF005496,0.02-8	H	-4894.73287567989
11855,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.03-9	04_cpx	-4979.010216403993
13076,Ref.F2.CM.97.CM53657.AF377956,0.03-6	F2	-4899.93098345916
4743,Ref.H.BE.93.VI997.AF190128,0.04-0	D	-4953.8593580765255
11114,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.1-9	D	-5103.357522890172
1049,Ref.B.NL.00.671_00T36.AY423387,0.04-6	B	-4958.841636873438
2598,Ref.37_cpx.CM.97.CM53392.AF377957,0.01-5	02_AG	-4930.809721887609
811,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.04-7	F1	-4957.861760883312
6064,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.08-7	A1	-5026.689545573452
9215,Ref.G.BE.96.DRCBL.AF084936,0.05-6	D	-4939.168545484981
3089,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.01-0	B	-4814.087179676129
9943,Ref.A2.CM.01.01CM_1445MV.GU201516,0.1-1	A1	-5066.025293458074
2989,Ref.21_A2D.KE.99.KSM4001.AF457072,0.01-3	21_A2D	-4886.187090976557
14122,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.09-6	A1	-5021.915107419497
277,Ref.H.CF.90.056.AF005496,0.02-9	H	-4896.032571732514
751,Ref.H.CF.90.056.AF005496,0.04-8	H	-4956.280830994355
8897,Ref.15_01B.TH.99.99TH_MU2079.AF516184,0.05-0	01_AE	-4962.873938435578
4653,Ref.39_BF.BR.03.03BRRJ103.EU735534,0.04-1	B	-4936.42889848646
11207,Ref.A2.CM.01.01CM_1445MV.GU201516,0.1-9	A1	-5067.419185995627
12008,Ref.23_BG.CU.03.CB347.AY900572,0.03-0	20_BG	-4937.3596111736015
12754,Ref.39_BF.BR.03.03BRRJ327.EU735536,0.06-5	B	-4981.120695619182
7527,Ref.B.NL.00.671_00T36.AY423387,0.07-1	B	-4988.063111701508
2293,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.01-7	40_BF	-4926.35014045772
4483,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.04-2	13_cpx	-4979.014683502148
5294,Ref.37_cpx.CM.00.00CMNYU926.EF116594,0.06-3	02_AG	-4853.967720625441
4413,Ref.A2.CM.01.01CM_1445MV.GU201516,0.03-4	A1	-4967.090024404063
5924,Ref.35_AD.AF.05.05AF094.EF158040,0.08-0	A1	-5044.556469184208
6352,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.08-5	D	-4907.010227111966
14547,Ref.H.GB.00.00GBAC4001.FJ711703,0.09-5	D	-4975.277553069675
204,Ref.16_A2D.KR.97.97KR004.AF286239,0.02-9	C	-4955.971096964797
10328,Ref.24_BG.CU.03.CB471.AY900575,0.1-2	01_AE	-5090.125144740349
14385,Ref.35_AD.AF.05.05AF095.EF158041,0.09-4	A1	-5038.818022971691
11268,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.1-8	01_AE	-5032.632875624002
3453,Ref.39_BF.BR.04.04BRRJ179.EU735535,0.01-8	B	-4908.983468436983
14771,Ref.03_AB.RU.97.KAL153_2.AF193276,0.09-2	D	-4966.593363625642
13475,Ref.F2.CM.95.95CM_MP257.AJ249237,0.06-1	C	-4967.3331056449315
13391,Ref.H.CF.90.056.AF005496,0.06-8	H	-4972.838857286173
4365,Ref.01_AE.TH.90.CM240.U54771,0.03-4	01_AE	-4914.0195222339335
13395,Ref.B.US.98.1058_11.AY331295,0.06-8	B	-5008.266548678842
4647,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.04-1	B	-4990.0333106090475
8962,Ref.39_BF.BR.03.03BRRJ327.EU735536,0.05-0	D	-4973.532262665362
15356,Ref.33_01B.MY.05.05MYKL045_1.DQ366662,0.03-7	33_01B	-4975.460991154608
4536,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.04-2	A1	-4960.0455005899585
14656,Ref.F2.CM.97.CM53657.AF377956,0.09-5	C	-5003.943155329972
10577,Ref.47_BF.ES.08.P1942.GQ372987,0.1-5	B	-5031.650318343797
4412,Ref.F1.BE.93.VI850.AF077336,0.03-4	F1	-4906.541932088502
5997,Ref.31_BC.BR.04.04BR142.AY727527,0.08-0	C	-5054.300895459356
3742,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.02-5	F1	-4909.868699675771
11813,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.03-8	B	-4918.793220180287
14212,Ref.05_DF.BE.93.VI961.AF076998,0.09-6	D	-5054.753573444784
15728,Ref.A1.RW.92.92RW008.AB253421,0.06-7	A1	-4997.363048314124
5969,Ref.B.US.98.1058_11.AY331295,0.08-0	B	-4999.426037673892
607,Ref.49_cpx.GM.03.N26677.HQ385479,0.04-9	C	-4751.239070369123
14676,Ref.34_01B.TH.99.OUR2478P.EF165541,0.09-5	01_AE	-4966.868644820559
1916,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.02-2	A1	-4937.436573816338
10175,Ref.05_DF.BE.x.VI1310.AF193253,0.1-3	D	-5083.503592540544
6006,Ref.D.TZ.01.A280.AY253311,0.08-7	D	-4996.2186930595635
1043,Ref.07_BC.CN.98.98CN009.AF286230,0.04-6	07_BC	-4932.120336823474
12023,Ref.C.ZA.04.04ZASK146.AY772699,0.03-0	C	-4907.547108696254
9826,Ref.33_01B.MY.05.05MYKL045_1.DQ366662,0.1-1	01_AE	-5085.134174891041
9383,Ref.D.CD.83.ELI.K03454,0.05-7	D	-4941.911778767924
9768,Ref.18_cpx.CU.99.CU14.AY586541,0.05-5	D	-4954.125265902517
12408,Ref.31_BC.BR.04.04BR137.AY727526,0.03-2	C	-4958.022869189802
3056,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.01-0	06_cpx	-4958.868356115382
11430,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.04-4	06_cpx	-5018.722036270517
5182,Ref.43_02G.SA.03.J11243.EU697907,0.08-8	02_AG	-4995.657241554576
7807,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.07-3	B	-5054.616108529188
9723,Ref.43_02G.SA.03.J11456.EU697909,0.05-5	02_AG	-4979.495995191916
9502,Ref.27_cpx.FR.04.04CD_FR_KZS.AM851091,0.05-4	A1	-4993.267380374193
5456,Ref.31_BC.BR.04.04BR137.AY727526,0.08-3	C	-5047.721977841786
13407,Ref.39_BF.BR.04.04BRRJ179.EU735535,0.06-8	B	-5019.2737054595755
4224,Ref.28_BF.BR.99.BREPM12817.DQ085874,0.03-3	D	-4939.50368222204
8507,Ref.49_cpx.GM.03.N26677.HQ385479,0.07-9	C	-4793.353966848618
3960,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.04-5	B	-4911.063027432657
5187,Ref.G.NG.92.92NG083.U88826,0.08-8	G	-4973.851707739291
4460,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.04-2	11_cpx	-4935.03386043501
2381,Ref.H.GB.00.00GBAC4001.FJ711703,0.01-4	H	-4858.401001265205
640,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.04-8	29_BF	-4968.033749974831
2385,Ref.C.ZA.04.04ZASK146.AY772699,0.01-4	C	-4871.81645934003
5142,Ref.A1.RW.92.92RW008.AB253421,0.08-8	A1	-5032.225023336134
1045,Ref.11_cpx.CM.97.MP818.AJ291718,0.04-6	11_cpx	-4918.468154448804
5267,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.06-3	D	-5025.891517946612
6243,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.08-6	D	-5033.344681162893
12834,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.03-5	11_cpx	-4906.7488380170025
6840,Ref.16_A2D.KR.97.97KR004.AF286239,0.07-5	A1	-5054.510924732891
14733,Ref.F1.FI.93.FIN9363.AF075703,0.09-2	F1	-5010.317919970982
9268,Ref.02_AG.NG.x.IBNG.L39106,0.05-6	02_AG	-4961.959821814951
8709,Ref.21_A2D.KE.99.KER2003.AF457051,0.05-3	D	-4968.510119218349
2341,Ref.12_BF.AR.97.A32879.AF408629,0.01-7	12_BF	-4893.588675498645
8868,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.05-0	A1	-4984.534828592891
3433,Ref.J.SE.93.SE9280_7887.AF082394,0.01-8	J	-4880.4273628573
12635,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.06-2	02_AG	-5019.271961410661
13761,Ref.C.ZA.04.04ZASK146.AY772699,0.09-8	C	-4992.295381879404
1679,Ref.01_AE.TH.90.CM240.U54771,0.02-0	01_AE	-4912.857586592967
13448,Ref.A2.CD.97.97CDKTB48.AF286238,0.06-1	A1	-4999.223239165833
8316,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.07-8	D	-5082.604048240865
12790,Ref.05_DF.BE.93.VI961.AF076998,0.06-5	D	-5019.835825600576
2927,Ref.27_cpx.CD.97.97CDKTB49.AJ404325,0.01-3	A1	-4917.770465103205
7588,Ref.09_cpx.SN.95.95SN1795.AY093603,0.07-2	09_cpx	-4959.9866303990275
2232,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.01-7	A1	-4923.134864802429
15633,Ref.47_BF.ES.08.P1942.GQ372987,0.06-4	B	-4990.479128444155
1656,Ref.H.BE.93.VI991.AF190127,0.02-0	H	-4912.468436016325
6110,Ref.46_BF.BR.01.01BR125.DQ358802,0.08-7	F1	-5036.239292836622
2744,Ref.24_BG.CU.03.CB471.AY900575,0.01-2	24_BG	-4907.614288435327
12183,Ref.18_cpx.CM.97.CM53379.AF377959,0.03-1	A1	-4948.997941163625
1633,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.02-0	04_cpx	-4944.843807649551
9765,Ref.F1.BR.93.93BR020_1.AF005494,0.05-5	F1	-4953.719089824274
14451,Ref.17_BF.PE.02.PE02_PCR0155.EU581828,0.09-4	D	-5070.949238123753
9959,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.1-0	A1	-5088.457284448918
1220,Ref.39_BF.BR.03.03BRRJ327.EU735536,0.02-7	F1	-4911.835412005098
5746,Ref.24_BG.CU.03.CB471.AY900575,0.08-1	01_AE	-5037.908734690381
11519,Ref.C.ET.86.ETH2220.U46016,0.04-4	C	-4950.1888458453495
11697,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.03-8	04_cpx	-4973.059207168054
746,Ref.39_BF.BR.03.03BRRJ327.EU735536,0.04-8	B	-4935.982255115254
12648,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.06-5	D	-5001.629019344836
15591,Ref.20_BG.CU.99.Cu103.AY586545,0.06-4	A1	-4981.793059841264
10862,Ref.A1.UG.92.92UG037.AB253429,0.1-7	A1	-5058.079377111978
15775,Ref.49_cpx.GM.03.N26677.HQ385479,0.06-7	C	-4803.175970738542
6831,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.07-5	02_AG	-4902.02832216739
5523,Ref.31_BC.BR.04.04BR142.AY727527,0.08-3	C	-5061.43702879895
2237,Ref.D.UG.94.94UG114.U88824,0.01-7	D	-4880.883556199828
3799,Ref.35_AD.AF.05.05AF095.EF158041,0.02-4	A1	-4928.1010834068275
648,Ref.31_BC.BR.02.110PA.EF091932,0.04-8	C	-4955.046236329036
12150,Ref.24_BG.ES.08.X2456_2.FJ670526,0.03-0	A1	-4957.069493462481
5381,Ref.G.KE.93.HH8793_12_1.AF061641,0.08-3	D	-5019.0168880847095
689,Ref.18_cpx.CU.99.CU68.AY894993,0.04-8	A1	-4928.42873873287
783,Ref.31_BC.BR.04.04BR142.AY727527,0.04-8	C	-4992.835648522309
5525,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.08-3	D	-5052.0287053659795
1718,Ref.43_02G.SA.03.J11223.EU697904,0.02-0	02_AG	-4881.406360177761
15277,Ref.24_BG.CU.03.CB378.AY900574,0.09-1	D	-5075.372353745531
12529,Ref.49_cpx.GM.02.N18380.HQ385477,0.06-2	49_cpx	-4798.720293518094
8302,Ref.A1.RW.92.92RW008.AB253421,0.07-8	A1	-4990.669310757164
2193,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.01-6	F1	-4868.18292155342
8678,Ref.F1.BE.93.VI850.AF077336,0.05-2	F1	-4943.492525563605
14107,Ref.F2.CM.95.95CM_MP257.AJ249237,0.09-6	01_AE	-5013.824431123003
9964,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.1-0	A1	-5024.311286912548
26,Ref.16_A2D.KE.91.KNH1271.AY945736,0.06-9	A1	-4983.546134318133
4911,Ref.01_AE.CN.05.05GX001.GU564221,0.08-9	01_AE	-4979.189165438722
15360,Ref.07_BC.CN.05.XJDC6441.EF368370,0.03-7	07_BC	-4909.005617135619
7122,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.07-7	C	-4999.557389528721
6716,Ref.37_cpx.CM.00.00CMNYU926.EF116594,0.07-4	02_AG	-4878.421508959479
6767,Ref.G.NG.92.92NG083.U88826,0.07-4	D	-4973.717000683229
11860,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.03-9	J	-4903.3562973296675
5460,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.08-3	F1	-4971.24979092985
7789,Ref.49_cpx.GM.02.N18380.HQ385477,0.07-3	49_cpx	-4816.969309900743
2323,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.01-7	45_cpx	-4898.6481050850225
11928,Ref.35_AD.AF.05.05AF094.EF158040,0.03-9	A1	-4948.272681709437
9367,Ref.F2.CM.95.95CM_MP257.AJ249237,0.05-7	B	-4936.970019107804
11987,Ref.05_DF.ES.99.X492.AY227107,0.03-9	05_DF	-4888.055364087602
11600,Ref.J.CM.04.04CMU11421.GU237072,0.04-3	D	-4849.721037952034
13687,Ref.01_AE.TH.90.CM240.U54771,0.06-0	01_AE	-4970.662021978534
6511,Ref.25_cpx.SA.03.J11451.EU697908,0.08-4	A1	-4983.019720232943
2109,Ref.C.BR.92.BR025_d.U52953,0.01-6	C	-4896.235028441399
14734,Ref.33_01B.ID.07.JKT194_C.AB547464,0.09-2	01_AE	-4999.229041023351
4828,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.04-0	F1	-4923.504205415045
5056,Ref.23_BG.CU.03.CB347.AY900572,0.08-8	A1	-5047.895546211902
11791,Ref.01_AE.TH.90.CM240.U54771,0.03-8	01_AE	-4929.802996896353
6206,Ref.19_cpx.CU.99.CU38.AY588970,0.08-6	A1	-5007.30921658507
10101,Ref.A2.CM.01.01CM_1445MV.GU201516,0.1-0	A1	-5039.493471590267
15194,Ref.16_A2D.KE.91.KNH1271.AY945736,0.09-1	A1	-5052.128166629726
3684,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.02-5	D	-4909.053414971766
3016,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.01-0	11_cpx	-4904.945249016555
4390,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.03-4	02_AG	-4824.551620698497
510,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.04-9	11_cpx	-4906.404711375373
6100,Ref.25_cpx.SA.03.J11233.EU697906,0.08-7	01_AE	-5007.749615009487
2767,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.01-2	40_BF	-4930.798813551848
6338,Ref.A2.CD.97.97CDKTB48.AF286238,0.08-5	A1	-5018.515533162151
3819,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.02-4	13_cpx	-4948.105357902378
4548,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.04-2	02_AG	-4841.204336575585
14307,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.09-7	D	-4999.745228335769
7478,Ref.D.CM.01.01CM_4412HAL.AY371157,0.07-1	D	-4842.625495017088
1742,Ref.09_cpx.SN.95.95SN1795.AY093603,0.02-3	09_cpx	-4880.3311087784605
9333,Ref.H.GB.00.00GBAC4001.FJ711703,0.05-7	H	-4926.818574657719
7844,Ref.28_BF.BR.99.BREPM12609.DQ085873,0.07-3	B	-5026.723825942845
1512,Ref.06_cpx.AU.96.BFP90.AF064699,0.02-1	06_cpx	-4907.798082863076
11935,Ref.43_02G.SA.03.J11456.EU697909,0.03-9	02_AG	-4937.788959051022
4611,Ref.14_BG.ES.00.X605.AF450096,0.04-1	D	-4946.615578648523
10278,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.1-2	D	-5091.4758119124
3410,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.01-8	40_BF	-4913.545437223796
2933,Ref.F2.CM.95.95CM_MP255.AJ249236,0.01-3	F2	-4852.196511318759
12422,Ref.K.CM.96.96CM_MP535.AJ249239,0.03-2	D	-4914.833967397337
12215,Ref.15_01B.TH.99.99TH_MU2079.AF516184,0.03-1	01_AE	-4913.152507357963
6637,Ref.29_BF.BR.02.BREPM119.AY771590,0.07-4	D	-4956.976452406802
1618,Ref.25_cpx.CM.06.06CM_BA_040.EU693240,0.02-0	25_cpx	-4895.232826588618
3653,Ref.21_A2D.KE.99.KER2003.AF457051,0.02-5	D	-4910.735185033204
843,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.04-7	D	-4991.893562269908
11000,Ref.K.CM.96.96CM_MP535.AJ249239,0.1-6	D	-5063.162118502359
8293,Ref.03_AB.RU.97.KAL153_2.AF193276,0.07-8	A1	-4958.375999220158
1303,Ref.F1.FI.93.FIN9363.AF075703,0.02-6	F1	-4888.443271836855
1832,Ref.09_cpx.GH.96.96GH2911.AY093605,0.02-3	09_cpx	-4888.039155162529
270,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.02-9	A1	-4928.498576935526
14143,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.09-6	D	-5059.474545313958
11711,Ref.21_A2D.KE.99.KER2003.AF457051,0.03-8	21_A2D	-4927.123820153899
8918,Ref.37_cpx.CM.97.CM53392.AF377957,0.05-0	A1	-4991.667045046733
8151,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.05-9	B	-4956.676166319073
2898,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.01-3	06_cpx	-4952.516485952494
10071,Ref.35_AD.AF.05.05AF026.EF158043,0.1-0	A1	-5044.9973953559
11875,Ref.D.UG.94.94UG114.U88824,0.03-9	D	-4908.539901590876
7900,Ref.23_BG.CU.03.CB347.AY900572,0.05-8	A1	-4976.520091026241
12420,Ref.25_cpx.SA.03.J11233.EU697906,0.03-2	25_cpx	-4923.189664315426
7176,Ref.J.CM.04.04CMU11421.GU237072,0.07-7	C	-4903.972446441883
12080,Ref.47_BF.ES.08.X2457_2.FJ670529,0.03-0	B	-4943.313190181847
2571,Ref.23_BG.CU.03.CB118.AY900571,0.01-5	G	-4905.018103859967
6421,Ref.B.NL.00.671_00T36.AY423387,0.08-5	B	-5024.117527453551
6285,Ref.B.US.98.1058_11.AY331295,0.08-6	B	-5017.239818603001
14753,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.09-2	A1	-5059.888960734406
8468,Ref.09_cpx.GH.96.96GH2911.AY093605,0.07-9	A1	-4988.910602858596
4650,Ref.19_cpx.CU.99.CU29.AY588971,0.04-1	D	-4937.902925813992
4451,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.04-2	13_cpx	-4991.441253901479
2837,Ref.31_BC.BR.04.04BR142.AY727527,0.01-2	C	-4917.70118397344
4213,Ref.21_A2D.KE.91.KNH1254.AY945737,0.03-3	D	-4941.800588431629
593,Ref.H.CF.90.056.AF005496,0.04-9	H	-4949.127942762419
1981,Ref.43_02G.SA.03.J11456.EU697909,0.02-2	02_AG	-4916.507901037856
14231,Ref.H.GB.00.00GBAC4001.FJ711703,0.09-7	H	-4995.3158367235865
11229,Ref.H.GB.00.00GBAC4001.FJ711703,0.1-8	D	-4988.651935014246
15449,Ref.B.US.98.1058_11.AY331295,0.03-7	B	-4914.794894402316
1494,Ref.47_BF.ES.08.X2457_2.FJ670529,0.02-1	B	-4935.35058158012
55,Ref.C.BR.92.BR025_d.U52953,0.06-9	C	-4990.192258034322
6087,Ref.27_cpx.CD.97.97CDKTB49.AJ404325,0.08-7	01_AE	-5068.207289925
9278,Ref.39_BF.BR.03.03BRRJ327.EU735536,0.05-6	F1	-4946.2407525644685
9564,Ref.31_BC.BR.04.04BR137.AY727526,0.05-4	C	-4980.661628379346
11601,Ref.A2.CY.94.94CY017_41.AF286237,0.04-3	A1	-4984.863947373306
989,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.04-6	02_AG	-4923.902382152643
2339,Ref.F1.BR.93.93BR020_1.AF005494,0.01-7	F1	-4878.341135938069
1127,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.02-7	F1	-4936.561590933149
5036,Ref.43_02G.SA.03.J11223.EU697904,0.08-9	A1	-4985.687311459842
1397,Ref.49_cpx.GM.03.N26677.HQ385479,0.02-6	49_cpx	-4722.479432535855
10636,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.1-4	D	-5010.693230241701
7745,Ref.H.BE.93.VI997.AF190128,0.07-3	H	-4990.873277776196
9393,Ref.39_BF.BR.03.03BRRJ103.EU735534,0.05-7	B	-4959.4919481668085
7875,Ref.49_cpx.GM.03.N26677.HQ385479,0.07-3	A1	-4794.955863854092
6902,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.07-5	D	-4994.4857943731595
13664,Ref.H.BE.93.VI991.AF190127,0.06-0	C	-4968.78798607157
13914,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.09-9	D	-5038.154199527031
218,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.02-9	A1	-4908.286961370992
12830,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.03-5	A1	-4779.764355176439
9483,Ref.H.BE.93.VI997.AF190128,0.05-4	H	-4969.0245562223145
9382,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.05-7	A1	-4974.643063235311
8137,Ref.12_BF.AR.97.A32989.AF408630,0.05-9	F1	-4950.0336675083845
8103,Ref.F2.CM.95.95CM_MP257.AJ249237,0.05-9	A1	-4950.638401351946
11891,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.03-9	A1	-4893.090189246651
15237,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.09-1	01_AE	-5044.621073829822
13234,Ref.F2.CM.97.CM53657.AF377956,0.06-6	F1	-4953.303627866922
1773,Ref.07_BC.CN.05.XJDC6431_2.EF368372,0.02-3	07_BC	-4939.407032555147
11494,Ref.A1.UG.92.92UG037.AB253429,0.04-4	A1	-4960.6872987377465
13280,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.06-8	D	-5002.590353376401
5188,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.08-8	D	-5059.520413575165
