reference	major subtype found	log_likelihood of the reference subtype
4536,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.04-2	22_01A1	-5478.9909784786805
10045,Ref.G.PT.x.PT2695.AY612637,0.1-0	G	-8227.126601903874
11195,Ref.39_BF.BR.04.04BRRJ179.EU735535,0.1-9	39_BF	-8375.546449817486
14747,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.09-2	04_cpx	-7951.772900778159
11691,Ref.32_06A1.EE.01.EE0369.AY535660,0.04-3	32_06A1	-5742.008278281901
10981,Ref.12_BF.AR.97.A32989.AF408630,0.1-6	12_BF	-8324.836715441832
11052,Ref.05_DF.BE.93.VI961.AF076998,0.1-6	05_DF	-8685.707787746449
11042,Ref.34_01B.TH.99.OUR2478P.EF165541,0.1-6	34_01B	-8433.88774799662
10828,Ref.31_BC.BR.04.04BR137.AY727526,0.1-7	31_BC	-8594.097535826668
6511,Ref.25_cpx.SA.03.J11451.EU697908,0.08-4	25_cpx	-7286.720533141806
607,Ref.49_cpx.GM.03.N26677.HQ385479,0.04-9	49_cpx	-4878.213005253153
2321,Ref.24_BG.CU.03.CB378.AY900574,0.01-7	24_BG	-2412.1597140153985
7247,Ref.05_DF.ES.99.X492.AY227107,0.07-7	05_DF	-6900.717894985864
6439,Ref.H.CF.90.056.AF005496,0.08-5	H	-7413.645496074742
4506,Ref.06_cpx.EE.01.EE0359.AY535659,0.04-2	06_cpx	-5029.293286027526
3937,Ref.21_A2D.KE.99.KSM4001.AF457072,0.02-4	21_A2D	-3505.501855207334
10112,Ref.23_BG.CU.03.CB347.AY900572,0.1-3	23_BG	-8869.75914852263
10086,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.1-0	14_BG	-8486.163994209819
12118,Ref.26_AU.CD.97.97CD_KTB119.FM877777,0.03-0	26_AU	-4478.671861127777
2598,Ref.37_cpx.CM.97.CM53392.AF377957,0.01-5	37_cpx	-2968.1674129725316
9083,Ref.03_AB.RU.97.KAL153_2.AF193276,0.05-1	03_AB	-5825.399841795389
10706,Ref.F2.CM.97.CM53657.AF377956,0.1-4	F2	-8052.540848616752
12050,Ref.B.TH.90.BK132.AY173951,0.03-0	B	-3919.694200002749
6819,Ref.D.UG.94.94UG114.U88824,0.07-5	D	-6521.0922504950895
5620,Ref.06_cpx.AU.96.BFP90.AF064699,0.08-2	06_cpx	-7122.685714375404
7800,Ref.24_BG.CU.03.CB471.AY900575,0.07-3	24_BG	-6900.39274276281
13407,Ref.39_BF.BR.04.04BRRJ179.EU735535,0.06-8	39_BF	-6588.648229498534
11600,Ref.J.CM.04.04CMU11421.GU237072,0.04-3	J	-5144.972002908391
4460,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.04-2	11_cpx	-5028.007636699345
2857,Ref.01_AE.CN.05.05GX001.GU564221,0.01-3	01_AE	-2237.889867915254
682,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.04-8	10_CD	-5115.88402821011
14022,Ref.A1.UG.92.92UG037.AB253429,0.09-9	A1	-7493.339380309119
4543,Ref.H.CF.90.056.AF005496,0.04-2	H	-4986.2519584801685
3089,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.01-0	42_BF	-2533.575606685998
9783,Ref.21_A2D.KE.99.KSM4001.AF457072,0.05-5	21_A2D	-5659.528602427732
15528,Ref.19_cpx.CU.99.CU38.AY588970,0.06-4	19_cpx	-6402.986709216245
12875,Ref.03_AB.RU.97.KAL153_2.AF193276,0.03-5	03_AB	-4142.130199062676
9594,Ref.39_BF.BR.03.03BRRJ327.EU735536,0.05-4	39_BF	-5707.238278979027
6460,Ref.34_01B.TH.99.OUR2478P.EF165541,0.08-5	34_01B	-7733.814386546205
7840,Ref.K.CM.96.96CM_MP535.AJ249239,0.07-3	K	-7320.762478708468
11152,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.1-9	40_BF	-8459.55537217661
15615,Ref.G.NG.92.92NG083.U88826,0.06-4	G	-6130.053672862187
1889,Ref.31_BC.BR.04.04BR142.AY727527,0.02-3	31_BC	-3351.2222305116798
6064,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.08-7	A1	-7208.279783266796
14734,Ref.33_01B.ID.07.JKT194_C.AB547464,0.09-2	33_01B	-7970.153644630796
12333,Ref.G.KE.93.HH8793_12_1.AF061641,0.03-2	G	-4115.761945581766
4908,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.08-9	J	-7527.506700638304
14379,Ref.29_BF.BR.02.BREPM119.AY771590,0.09-4	29_BF	-7605.352795439963
4192,Ref.31_BC.BR.04.04BR137.AY727526,0.03-3	31_BC	-4357.0731004654735
8437,Ref.05_DF.BE.x.VI1310.AF193253,0.07-9	05_DF	-7008.397647476117
15771,Ref.12_BF.AR.97.A32879.AF408629,0.06-7	12_BF	-5977.512460455774
10923,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.1-6	38_BF1	-8404.683551008056
13866,Ref.F2.CM.97.CM53657.AF377956,0.09-8	F2	-7874.164670316064
7205,Ref.07_BC.CN.98.98CN009.AF286230,0.07-7	07_BC	-6971.114307176323
13845,Ref.01_AE.TH.90.CM240.U54771,0.09-8	01_AE	-7392.246908901172
3819,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.02-4	13_cpx	-3597.080220889252
11855,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.03-9	04_cpx	-4113.266123237054
5949,Ref.F1.FR.96.96FR_MP411.AJ249238,0.08-0	F1	-7010.323733583298
11795,Ref.F1.FR.96.96FR_MP411.AJ249238,0.03-8	F1	-4138.492199852391
8365,Ref.47_BF.ES.08.P1942.GQ372987,0.07-8	47_BF	-7245.213308758884
1155,Ref.15_01B.TH.99.99TH_MU2079.AF516184,0.02-7	15_01B	-3333.7056920228756
9122,Ref.28_BF.BR.99.BREPM12817.DQ085874,0.05-1	28_BF	-5823.968072705295
9029,Ref.14_BG.ES.00.X623.AF450097,0.05-1	14_BG	-5601.501234852542
3874,Ref.06_cpx.EE.01.EE0359.AY535659,0.02-4	06_cpx	-3428.6369726341163
13455,Ref.D.UG.94.94UG114.U88824,0.06-1	D	-5896.103597539461
887,Ref.11_cpx.CM.97.MP818.AJ291718,0.04-7	11_cpx	-4813.717572679324
580,Ref.46_BF.BR.01.01BR125.DQ358802,0.04-9	46_BF	-5114.093305189275
9215,Ref.G.BE.96.DRCBL.AF084936,0.05-6	G	-5487.444930869122
7698,Ref.39_BF.BR.03.03BRRJ327.EU735536,0.07-2	39_BF	-6935.868081791095
10787,Ref.23_BG.CU.03.CB118.AY900571,0.1-7	23_BG	-8788.274777893334
14463,Ref.43_02G.SA.03.J11456.EU697909,0.09-4	43_02G	-7768.646548953112
13919,Ref.C.ZA.04.04ZASK146.AY772699,0.09-9	C	-7477.762853205225
12509,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.06-2	13_cpx	-6478.943119069306
1440,Ref.A2.CD.97.97CDKTB48.AF286238,0.02-1	A2	-3542.0225006106443
5774,Ref.A1.RW.92.92RW008.AB253421,0.08-1	A1	-7178.190345163479
435,Ref.H.CF.90.056.AF005496,0.02-8	H	-3440.174798894272
9976,Ref.27_cpx.FR.04.04CD_FR_KZS.AM851091,0.1-0	27_cpx	-8857.169934786523
9159,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.05-1	13_cpx	-5714.484490212779
8995,Ref.A2.CM.01.01CM_1445MV.GU201516,0.05-0	A2	-5701.827139018711
14693,Ref.32_06A1.EE.01.EE0369.AY535660,0.09-5	06_cpx	-8523.61498808641
510,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.04-9	11_cpx	-4980.908809126999
964,Ref.31_BC.BR.02.110PA.EF091932,0.04-6	31_BC	-5175.552127619891
14701,Ref.35_AD.AF.05.05AF095.EF158041,0.09-2	35_AD	-8073.886795546845
1049,Ref.B.NL.00.671_00T36.AY423387,0.04-6	B	-4849.937734614181
5681,Ref.31_BC.BR.04.04BR142.AY727527,0.08-2	31_BC	-7612.68343266581
15356,Ref.33_01B.MY.05.05MYKL045_1.DQ366662,0.03-7	33_01B	-4419.566773051813
7807,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.07-3	29_BF	-6889.930996617008
3024,Ref.27_cpx.FR.04.04CD_FR_KZS.AM851091,0.01-0	27_cpx	-3001.5651156892645
14676,Ref.34_01B.TH.99.OUR2478P.EF165541,0.09-5	34_01B	-8143.188605694468
643,Ref.H.GB.00.00GBAC4001.FJ711703,0.04-8	H	-4537.590670404005
6006,Ref.D.TZ.01.A280.AY253311,0.08-7	D	-7252.061557516432
533,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.04-9	13_cpx	-5112.046323588946
4415,Ref.47_BF.ES.08.P1942.GQ372987,0.03-4	47_BF	-4493.0480501605525
2129,Ref.45_cpx.CM.97.97CM_MP814.FN392876,0.01-6	45_cpx	-2847.8081656445356
3630,Ref.44_BF.CL.00.CH80.FJ358521,0.01-9	44_BF	-2909.222360246611
11860,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.03-9	J	-4495.08002148615
4741,Ref.29_BF.BR.02.BREPM119.AY771590,0.04-0	29_BF	-5030.480445447246
7140,Ref.33_01B.MY.05.05MYKL045_1.DQ366662,0.07-7	33_01B	-7146.595076498923
3469,Ref.31_BC.BR.04.04BR142.AY727527,0.01-8	31_BC	-2521.6944316337945
12008,Ref.23_BG.CU.03.CB347.AY900572,0.03-0	23_BG	-4501.18850346787
4677,Ref.07_BC.CN.98.98CN009.AF286230,0.04-1	07_BC	-4765.772502305243
1386,Ref.02_AG.CM.99.pBD6_15.AY271690,0.02-6	02_AG	-3214.762872894457
12553,Ref.39_BF.BR.03.03BRRJ103.EU735534,0.06-2	39_BF	-6392.249080377976
329,Ref.01_AE.CN.05.05GX001.GU564221,0.02-8	01_AE	-3103.7326792869985
13361,Ref.F2.CM.95.95CM_MP255.AJ249236,0.06-8	F2	-6302.825905246882
2553,Ref.D.UG.94.94UG114.U88824,0.01-5	D	-2508.495989198578
4483,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.04-2	13_cpx	-4953.83929629013
14042,Ref.43_02G.SA.03.J11223.EU697904,0.09-9	43_02G	-8045.309602465737
799,Ref.G.KE.93.HH8793_12_1.AF061641,0.04-7	G	-4933.043664835699
8078,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.05-9	26_AU	-5866.433516709444
3014,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.01-0	08_BC	-2055.52476157874
14122,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.09-6	A1	-7633.340265951863
4243,Ref.39_BF.BR.04.04BRRJ179.EU735535,0.03-3	39_BF	-4477.168959235406
5675,Ref.21_A2D.KE.99.KSM4001.AF457072,0.08-2	21_A2D	-7783.41207530962
10691,Ref.21_A2D.KE.91.KNH1254.AY945737,0.1-4	21_A2D	-8488.618475283414
5430,Ref.24_BG.CU.03.CB471.AY900575,0.08-3	24_BG	-7531.539156937985
2989,Ref.21_A2D.KE.99.KSM4001.AF457072,0.01-3	21_A2D	-2569.8215967096135
7765,Ref.14_BG.ES.00.X623.AF450097,0.07-3	14_BG	-6895.913672876563
6407,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.08-5	42_BF	-7540.637501778253
7349,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.07-0	40_BF	-7105.555877780223
6629,Ref.31_BC.BR.04.04BR142.AY727527,0.08-4	31_BC	-7483.339402466546
12683,Ref.23_BG.CU.03.CB118.AY900571,0.06-5	23_BG	-6783.701800241288
3188,Ref.02_AG.LR.x.POC44951.AB485636,0.01-1	02_AG	-2338.9943244467577
9585,Ref.21_A2D.KE.91.KNH1254.AY945737,0.05-4	21_A2D	-5806.090903218677
4737,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.04-1	K	-5519.994143221991
11969,Ref.H.CF.90.056.AF005496,0.03-9	H	-4145.1260996463325
10189,Ref.03_AB.RU.97.KAL153_2.AF193276,0.1-3	03_AB	-8735.742576429824
13448,Ref.A2.CD.97.97CDKTB48.AF286238,0.06-1	A2	-6559.280039911978
3016,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.01-0	11_cpx	-2615.3525855530356
3285,Ref.C.IN.95.95IN21068.AF067155,0.01-1	C	-2484.8043066601626
6221,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.08-6	13_cpx	-7635.806298700956
8936,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.05-0	46_BF	-5751.019523645735
10224,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.1-3	22_01A1	-8776.910807093225
13395,Ref.B.US.98.1058_11.AY331295,0.06-8	B	-6061.052227543373
13475,Ref.F2.CM.95.95CM_MP257.AJ249237,0.06-1	F2	-6227.508139973776
1916,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.02-2	26_AU	-3564.5265563535772
11025,Ref.B.US.98.1058_11.AY331295,0.1-6	B	-7999.740120660822
10577,Ref.47_BF.ES.08.P1942.GQ372987,0.1-5	47_BF	-8720.799487720724
12523,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.06-2	45_cpx	-6447.443663971625
10435,Ref.35_AD.AF.05.05AF095.EF158041,0.1-5	35_AD	-8499.45213493159
8897,Ref.15_01B.TH.99.99TH_MU2079.AF516184,0.05-0	15_01B	-5760.754435227509
2318,Ref.46_BF.BR.01.01BR125.DQ358802,0.01-7	46_BF	-2510.8392086634653
2440,Ref.37_cpx.CM.97.CM53392.AF377957,0.01-4	37_cpx	-3035.8114827596573
270,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.02-9	22_01A1	-3872.089427226389
11207,Ref.A2.CM.01.01CM_1445MV.GU201516,0.1-9	A2	-8404.24182891579
4277,Ref.H.GB.00.00GBAC4001.FJ711703,0.03-4	H	-3799.5963975447094
12150,Ref.24_BG.ES.08.X2456_2.FJ670526,0.03-0	24_BG	-4418.387410146554
9519,Ref.F1.FI.93.FIN9363.AF075703,0.05-4	F1	-5375.15696981711
5913,Ref.A2.CY.94.94CY017_41.AF286237,0.08-0	A2	-7690.549534893746
2293,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.01-7	40_BF	-2666.728357509396
4812,Ref.47_BF.ES.08.X2457_2.FJ670529,0.04-0	47_BF	-5158.978719586031
4413,Ref.A2.CM.01.01CM_1445MV.GU201516,0.03-4	A2	-4464.675812090607
579,Ref.21_A2D.KE.91.KNH1254.AY945737,0.04-9	21_A2D	-5160.860427821439
5578,Ref.09_cpx.US.99.99DE4057.AY093607,0.08-2	09_cpx	-7168.191113341551
8653,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.05-2	B	-5243.770649229751
12202,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.03-1	11_cpx	-4207.40691669699
11605,Ref.39_BF.BR.03.03BRRJ103.EU735534,0.04-3	39_BF	-5111.925504717075
12023,Ref.C.ZA.04.04ZASK146.AY772699,0.03-0	C	-4071.117951984113
57,Ref.18_cpx.CU.99.CU68.AY894993,0.06-9	18_cpx	-6140.656686366873
14107,Ref.F2.CM.95.95CM_MP257.AJ249237,0.09-6	F2	-7778.378664668538
13211,Ref.11_cpx.CM.97.MP818.AJ291718,0.06-6	11_cpx	-6246.801340184311
6018,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.08-7	11_cpx	-7392.06554663093
2099,Ref.F2.CM.95.95CM_MP257.AJ249237,0.01-6	F2	-2459.864003171582
8678,Ref.F1.BE.93.VI850.AF077336,0.05-2	F1	-5569.733294775162
5927,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.08-0	40_BF	-7638.434947975392
13095,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.03-6	17_BF	-4363.216737063155
6727,Ref.G.PT.x.PT2695.AY612637,0.07-4	G	-6789.091048162748
5178,Ref.02_AG.CM.99.pBD6_15.AY271690,0.08-8	02_AG	-7206.495925992408
3433,Ref.J.SE.93.SE9280_7887.AF082394,0.01-8	J	-2842.703016459034
14385,Ref.35_AD.AF.05.05AF095.EF158041,0.09-4	35_AD	-7978.499731959482
5294,Ref.37_cpx.CM.00.00CMNYU926.EF116594,0.06-3	37_cpx	-6538.237657731387
12834,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.03-5	11_cpx	-4324.504675253499
10328,Ref.24_BG.CU.03.CB471.AY900575,0.1-2	24_BG	-8668.095297985463
15194,Ref.16_A2D.KE.91.KNH1271.AY945736,0.09-1	16_A2D	-8397.49284453458
14547,Ref.H.GB.00.00GBAC4001.FJ711703,0.09-5	H	-7502.011911258092
14771,Ref.03_AB.RU.97.KAL153_2.AF193276,0.09-2	03_AB	-8047.173446026473
1981,Ref.43_02G.SA.03.J11456.EU697909,0.02-2	43_02G	-3499.08245038324
3056,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.01-0	06_cpx	-2441.9079788494623
2339,Ref.F1.BR.93.93BR020_1.AF005494,0.01-7	F1	-2296.735597761085
12566,Ref.31_BC.BR.04.04BR137.AY727526,0.06-2	31_BC	-6374.947953395211
11987,Ref.05_DF.ES.99.X492.AY227107,0.03-9	05_DF	-4201.50154689968
13311,Ref.F1.FI.93.FIN9363.AF075703,0.06-8	F1	-6242.264042796933
14656,Ref.F2.CM.97.CM53657.AF377956,0.09-5	F2	-7898.56108292583
13587,Ref.32_06A1.EE.01.EE0369.AY535660,0.06-1	32_06A1	-7175.446621084289
277,Ref.H.CF.90.056.AF005496,0.02-9	H	-3458.135749744052
9390,Ref.19_cpx.CU.99.CU29.AY588971,0.05-7	19_cpx	-5790.770824777657
12754,Ref.39_BF.BR.03.03BRRJ327.EU735536,0.06-5	39_BF	-6509.118374190274
14740,Ref.16_A2D.KR.97.97KR004.AF286239,0.09-2	16_A2D	-8290.189640913823
3139,Ref.05_DF.ES.99.X492.AY227107,0.01-0	05_DF	-2589.5833760530963
15585,Ref.B.NL.00.671_00T36.AY423387,0.06-4	B	-5815.02506169239
5187,Ref.G.NG.92.92NG083.U88826,0.08-8	G	-7152.788478901752
11889,Ref.F1.FI.93.FIN9363.AF075703,0.03-9	F1	-4080.2253740758006
5924,Ref.35_AD.AF.05.05AF094.EF158040,0.08-0	35_AD	-7693.525914871264
12077,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.03-0	33_01B	-4419.136699375747
1656,Ref.H.BE.93.VI991.AF190127,0.02-0	H	-3568.2468193144196
12529,Ref.49_cpx.GM.02.N18380.HQ385477,0.06-2	49_cpx	-6447.390058498585
4469,Ref.F2.CM.95.95CM_MP257.AJ249237,0.04-2	F2	-4947.88138128104
6352,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.08-5	22_01A1	-7650.098023415858
2935,Ref.G.PT.x.PT2695.AY612637,0.01-3	G	-2505.467093658155
11813,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.03-8	B	-3862.410758839175
6421,Ref.B.NL.00.671_00T36.AY423387,0.08-5	B	-7098.559214636345
5997,Ref.31_BC.BR.04.04BR142.AY727527,0.08-0	31_BC	-7618.57567319284
6110,Ref.46_BF.BR.01.01BR125.DQ358802,0.08-7	46_BF	-7580.359731888312
5267,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.06-3	04_cpx	-6417.351871311826
6338,Ref.A2.CD.97.97CDKTB48.AF286238,0.08-5	A2	-7601.679268583829
9333,Ref.H.GB.00.00GBAC4001.FJ711703,0.05-7	H	-5280.800332354869
9850,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.1-1	06_cpx	-8319.344166366342
2898,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.01-3	06_cpx	-2475.026385819509
5911,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.08-0	29_BF	-7515.771777144982
204,Ref.16_A2D.KR.97.97KR004.AF286239,0.02-9	16_A2D	-3943.5104316251327
5456,Ref.31_BC.BR.04.04BR137.AY727526,0.08-3	31_BC	-7596.016518657368
3684,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.02-5	10_CD	-3557.979292180416
4611,Ref.14_BG.ES.00.X605.AF450096,0.04-1	14_BG	-4890.24249477022
5969,Ref.B.US.98.1058_11.AY331295,0.08-0	B	-7055.562409205421
1303,Ref.F1.FI.93.FIN9363.AF075703,0.02-6	F1	-3242.3099374641565
2744,Ref.24_BG.CU.03.CB471.AY900575,0.01-2	24_BG	-2474.411659923795
6840,Ref.16_A2D.KR.97.97KR004.AF286239,0.07-5	16_A2D	-7393.41023102907
7478,Ref.D.CM.01.01CM_4412HAL.AY371157,0.07-1	D	-6572.448535946458
10502,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.1-5	17_BF	-8267.793544679147
9367,Ref.F2.CM.95.95CM_MP257.AJ249237,0.05-7	F2	-5646.997113196833
2381,Ref.H.GB.00.00GBAC4001.FJ711703,0.01-4	H	-2056.1177561676395
13076,Ref.F2.CM.97.CM53657.AF377956,0.03-6	F2	-4151.102441079125
8316,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.07-8	04_cpx	-6983.500355824407
6206,Ref.19_cpx.CU.99.CU38.AY588970,0.08-6	19_cpx	-7440.771171165965
13664,Ref.H.BE.93.VI991.AF190127,0.06-0	H	-6304.195110994063
5381,Ref.G.KE.93.HH8793_12_1.AF061641,0.08-3	G	-7204.695583865135
8962,Ref.39_BF.BR.03.03BRRJ327.EU735536,0.05-0	39_BF	-5769.884773792171
9502,Ref.27_cpx.FR.04.04CD_FR_KZS.AM851091,0.05-4	27_cpx	-6068.938919316592
783,Ref.31_BC.BR.04.04BR142.AY727527,0.04-8	31_BC	-5021.470493239819
751,Ref.H.CF.90.056.AF005496,0.04-8	H	-4775.1117277435105
4653,Ref.39_BF.BR.03.03BRRJ103.EU735534,0.04-1	39_BF	-4964.489903831687
1512,Ref.06_cpx.AU.96.BFP90.AF064699,0.02-1	06_cpx	-3263.877943980791
5246,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.06-3	22_01A1	-6411.162868873073
8293,Ref.03_AB.RU.97.KAL153_2.AF193276,0.07-8	03_AB	-6862.049962588156
4220,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.03-3	22_01A1	-4663.45690889809
4412,Ref.F1.BE.93.VI850.AF077336,0.03-4	F1	-3938.905740288304
689,Ref.18_cpx.CU.99.CU68.AY894993,0.04-8	18_cpx	-5081.801240802158
13102,Ref.F1.BE.93.VI850.AF077336,0.03-6	F1	-4013.066334588285
15591,Ref.20_BG.CU.99.Cu103.AY586545,0.06-4	20_BG	-6409.250229747274
14845,Ref.31_BC.BR.04.04BR142.AY727527,0.09-2	31_BC	-7905.077146929484
6767,Ref.G.NG.92.92NG083.U88826,0.07-4	G	-6626.824674631791
7745,Ref.H.BE.93.VI997.AF190128,0.07-3	H	-6925.782285201165
811,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.04-7	38_BF1	-5243.612968803434
9447,Ref.C.IN.95.95IN21068.AF067155,0.05-7	C	-5452.914758222498
3410,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.01-8	40_BF	-2655.878380274032
9383,Ref.D.CD.83.ELI.K03454,0.05-7	D	-5609.183112552063
11114,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.1-9	06_cpx	-8201.105198960156
6100,Ref.25_cpx.SA.03.J11233.EU697906,0.08-7	25_cpx	-7348.984360018803
2232,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.01-7	26_AU	-2764.7211818652386
3653,Ref.21_A2D.KE.99.KER2003.AF457051,0.02-5	21_A2D	-3550.3561911588213
11875,Ref.D.UG.94.94UG114.U88824,0.03-9	D	-4084.0892227653894
9393,Ref.39_BF.BR.03.03BRRJ103.EU735534,0.05-7	39_BF	-5884.708060250504
2933,Ref.F2.CM.95.95CM_MP255.AJ249236,0.01-3	F2	-2611.684957509341
1718,Ref.43_02G.SA.03.J11223.EU697904,0.02-0	43_02G	-3583.0221277011824
12420,Ref.25_cpx.SA.03.J11233.EU697906,0.03-2	25_cpx	-4352.148611900222
8420,Ref.16_A2D.KR.97.97KR004.AF286239,0.07-9	16_A2D	-7460.353702696623
4911,Ref.01_AE.CN.05.05GX001.GU564221,0.08-9	01_AE	-7179.232294070271
2323,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.01-7	45_cpx	-2761.0129107705734
746,Ref.39_BF.BR.03.03BRRJ327.EU735536,0.04-8	39_BF	-5122.9094991907195
6637,Ref.29_BF.BR.02.BREPM119.AY771590,0.07-4	29_BF	-6899.836536159861
12215,Ref.15_01B.TH.99.99TH_MU2079.AF516184,0.03-1	15_01B	-4316.199508397596
15613,Ref.12_BF.AR.97.A32879.AF408629,0.06-4	12_BF	-6113.251455560625
1043,Ref.07_BC.CN.98.98CN009.AF286230,0.04-6	07_BC	-4817.8487091879415
10862,Ref.A1.UG.92.92UG037.AB253429,0.1-7	A1	-8192.442392932178
11845,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.03-8	13_cpx	-4428.769066254608
13391,Ref.H.CF.90.056.AF005496,0.06-8	H	-6397.443141219853
2385,Ref.C.ZA.04.04ZASK146.AY772699,0.01-4	C	-2498.3342147974586
5525,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.08-3	13_cpx	-7690.769628040934
4743,Ref.H.BE.93.VI997.AF190128,0.04-0	H	-4925.486453762428
6902,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.07-5	38_BF1	-6961.06699628248
1045,Ref.11_cpx.CM.97.MP818.AJ291718,0.04-6	11_cpx	-5189.620204065753
5523,Ref.31_BC.BR.04.04BR142.AY727527,0.08-3	31_BC	-7436.1785840782795
12635,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.06-2	13_cpx	-6416.893180297739
10071,Ref.35_AD.AF.05.05AF026.EF158043,0.1-0	35_AD	-8629.386745994287
3742,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.02-5	38_BF1	-3435.4737221797836
1618,Ref.25_cpx.CM.06.06CM_BA_040.EU693240,0.02-0	25_cpx	-3635.819354498233
1633,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.02-0	04_cpx	-3490.286677763196
5142,Ref.A1.RW.92.92RW008.AB253421,0.08-8	A1	-7265.799990858506
11935,Ref.43_02G.SA.03.J11456.EU697909,0.03-9	43_02G	-4338.068212698451
11519,Ref.C.ET.86.ETH2220.U46016,0.04-4	C	-4956.039845454875
7789,Ref.49_cpx.GM.02.N18380.HQ385477,0.07-3	49_cpx	-6740.900404760472
4647,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.04-1	29_BF	-5035.593663221091
4365,Ref.01_AE.TH.90.CM240.U54771,0.03-4	01_AE	-3839.881452972863
11450,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.04-4	17_BF	-5240.703396440895
9765,Ref.F1.BR.93.93BR020_1.AF005494,0.05-5	F1	-5410.708612477055
14753,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.09-2	13_cpx	-7982.041967643944
10406,Ref.15_01B.TH.99.99TH_R2399.AF530576,0.1-2	15_01B	-8386.163334009365
11430,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.04-4	06_cpx	-4908.620012460334
10278,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.1-2	29_BF	-8408.173861800136
10175,Ref.05_DF.BE.x.VI1310.AF193253,0.1-3	05_DF	-8449.87277780777
9943,Ref.A2.CM.01.01CM_1445MV.GU201516,0.1-1	A2	-8445.527786562958
55,Ref.C.BR.92.BR025_d.U52953,0.06-9	C	-6129.202919197255
640,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.04-8	29_BF	-5143.942388406631
15315,Ref.A2.CM.01.01CM_1445MV.GU201516,0.09-1	A2	-7838.44454343967
