reference	major subtype found	log_likelihood of the reference subtype
281,Ref.B.US.98.1058_11.AY331295,0.02-9	B	-3792.135168429018
12948,Ref.05_DF.BE.93.VI961.AF076998,0.03-5	05_DF	-4058.4541148920885
3749,Ref.J.SE.93.SE9280_7887.AF082394,0.02-5	J	-3944.6602939441377
15523,Ref.F1.FI.93.FIN9363.AF075703,0.06-4	F1	-4985.547000363574
7526,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.07-1	04_cpx	-5476.645349076917
14428,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.09-4	10_CD	-5661.666186546481
8706,Ref.31_BC.BR.02.110PA.EF091932,0.05-3	31_BC	-4786.310837679852
4665,Ref.27_cpx.CD.97.97CDKTB49.AJ404325,0.04-1	27_cpx	-4607.962857360265
14223,Ref.H.BE.93.VI997.AF190128,0.09-7	H	-5707.512654582921
7000,Ref.09_cpx.US.99.99DE4057.AY093607,0.07-6	09_cpx	-4989.956002505834
3466,Ref.15_01B.TH.96.M169.DQ354120,0.01-8	15_01B	-3156.034690803105
14831,Ref.05_DF.ES.99.X492.AY227107,0.09-2	05_DF	-5765.33459046786
5971,Ref.C.IN.95.95IN21068.AF067155,0.08-0	C	-5432.92432022053
8326,Ref.26_AU.CD.97.97CD_KTB119.FM877777,0.07-8	26_AU	-5348.235019569406
8795,Ref.21_A2D.KE.91.KNH1254.AY945737,0.05-3	21_A2D	-4828.525346338904
1641,Ref.D.CD.83.ELI.K03454,0.02-0	D	-3717.903814015022
2795,Ref.24_BG.CU.03.CB378.AY900574,0.01-2	24_BG	-3201.5346725252525
10020,Ref.J.CM.04.04CMU11421.GU237072,0.1-0	J	-5829.068479186894
9388,Ref.J.CM.04.04CMU11421.GU237072,0.05-7	J	-4799.839994441755
11671,Ref.05_DF.ES.99.X492.AY227107,0.04-3	05_DF	-4433.130448953875
11305,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.1-8	42_BF	-5936.8253300484275
7958,Ref.24_BG.CU.03.CB471.AY900575,0.05-8	24_BG	-4784.6813834347795
4604,Ref.27_cpx.FR.04.04CD_FR_KZS.AM851091,0.04-1	27_cpx	-4675.34223917665
13882,Ref.15_01B.TH.99.99TH_R2399.AF530576,0.09-8	15_01B	-5756.651344336304
12101,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.03-0	40_BF	-4052.479280844742
6408,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.08-5	46_BF	-5491.3320151476055
1578,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.02-1	28_BF	-3877.0627073791056
11633,Ref.01_AE.TH.90.CM240.U54771,0.04-3	01_AE	-4110.1112292640555
6069,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.08-7	29_BF	-5485.02558923643
6802,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.07-5	29_BF	-5311.040174010233
4109,Ref.29_BF.BR.02.BREPM119.AY771590,0.03-3	29_BF	-4188.337440210902
3492,Ref.31_BC.BR.02.110PA.EF091932,0.01-9	31_BC	-3289.8590473942563
2059,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.01-6	04_cpx	-3172.462332598582
12765,Ref.C.IN.95.95IN21068.AF067155,0.06-5	C	-5059.885450325685
15361,Ref.07_BC.CN.05.XJDC6431_2.EF368372,0.03-7	07_BC	-4044.902085116611
5052,Ref.44_BF.CL.00.CH80.FJ358521,0.08-9	44_BF	-5650.128381554546
13355,Ref.27_cpx.CD.97.97CDKTB49.AJ404325,0.06-8	27_cpx	-5210.292638161203
13876,Ref.18_cpx.CU.99.CU14.AY586541,0.09-8	18_cpx	-5749.65174357787
3750,Ref.28_BF.BR.99.BREPM12817.DQ085874,0.02-5	28_BF	-3749.98554483304
7150,Ref.33_01B.ID.07.JKT194_C.AB547464,0.07-7	33_01B	-5300.828921063651
2458,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.01-4	46_BF	-3334.2043670328403
6183,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.08-6	38_BF1	-5471.037949896918
10317,Ref.49_cpx.GM.02.N18380.HQ385477,0.1-2	49_cpx	-5794.361138436063
4751,Ref.H.GB.00.00GBAC4001.FJ711703,0.04-0	H	-4187.004781014511
1903,Ref.35_AD.AF.05.05AF095.EF158041,0.02-2	35_AD	-3588.792942752053
199,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.02-9	45_cpx	-3840.716951570618
12594,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.06-2	22_01A1	-5097.987247480555
7796,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.07-3	06_cpx	-5429.725958274441
14889,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.09-3	36_cpx	-5697.44848142837
10884,Ref.34_01B.TH.99.OUR2478P.EF165541,0.1-7	34_01B	-6044.783983215047
9838,Ref.B.TH.90.BK132.AY173951,0.1-1	B	-5829.039524480731
797,Ref.35_AD.AF.05.05AF095.EF158041,0.04-7	35_AD	-4312.017081404181
8943,Ref.07_BC.CN.98.98CN009.AF286230,0.05-0	07_BC	-4476.287960724215
795,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.04-7	04_cpx	-4265.3962334297275
474,Ref.23_BG.CU.03.CB347.AY900572,0.04-9	23_BG	-4462.292213077036
9754,Ref.28_BF.BR.99.BREPM12817.DQ085874,0.05-5	28_BF	-4771.067660832119
12547,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.06-2	29_BF	-5107.005841217971
8668,Ref.15_01B.TH.99.99TH_R2399.AF530576,0.05-2	15_01B	-4800.638907966459
438,Ref.02_AG.CM.99.pBD6_15.AY271690,0.02-8	02_AG	-3897.2813344392544
12838,Ref.33_01B.ID.07.JKT194_C.AB547464,0.03-5	33_01B	-4095.066561833165
12647,Ref.35_AD.AF.05.05AF095.EF158041,0.06-5	35_AD	-4989.321818791768
2568,Ref.33_01B.ID.07.JKT194_C.AB547464,0.01-5	33_01B	-3318.908315719851
13909,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.09-9	04_cpx	-5636.854174935194
66,Ref.J.CM.04.04CMU11421.GU237072,0.06-9	J	-4936.683616826122
9433,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.05-7	45_cpx	-4699.519223216391
9513,Ref.25_cpx.SA.03.J11451.EU697908,0.05-4	25_cpx	-4778.7865633363435
13518,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.06-1	46_BF	-4959.57322687126
11347,Ref.12_BF.AR.97.A32879.AF408629,0.1-8	12_BF	-5936.145600986862
9760,Ref.02_AG.CM.99.pBD6_15.AY271690,0.05-5	02_AG	-4814.885302084076
151,Ref.31_BC.BR.04.04BR142.AY727527,0.06-9	31_BC	-5081.369359139679
6181,Ref.21_A2D.KE.99.KER2003.AF457051,0.08-6	21_A2D	-5541.214164073214
1910,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.02-2	11_cpx	-3806.910311058523
15707,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.06-7	29_BF	-5084.959901080976
6598,Ref.F2.CM.97.CM53657.AF377956,0.08-4	F2	-5537.984138628758
13931,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.09-9	13_cpx	-5836.718661440683
9548,Ref.19_cpx.CU.99.CU29.AY588971,0.05-4	19_cpx	-4771.857601843003
8282,Ref.J.CM.04.04CMU11421.GU237072,0.07-8	J	-5141.3781363831395
2821,Ref.39_BF.BR.04.04BRRJ179.EU735535,0.01-2	39_BF	-3436.7790176865865
12391,Ref.A2.CY.94.94CY017_41.AF286237,0.03-2	A2	-4208.415745892976
4583,Ref.29_BF.BR.02.BREPM119.AY771590,0.04-1	29_BF	-4577.423614321099
2408,Ref.25_cpx.CM.06.06CM_BA_040.EU693240,0.01-4	25_cpx	-3503.6093315301373
2752,Ref.J.CM.04.04CMU11421.GU237072,0.01-2	J	-3606.1482130827503
12470,Ref.F1.BE.93.VI850.AF077336,0.03-2	F1	-4073.061855838017
373,Ref.18_cpx.CU.99.CU68.AY894993,0.02-8	18_cpx	-3703.5263797176412
2794,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.01-2	38_BF1	-3395.552355649885
8931,Ref.27_cpx.CD.97.97CDKTB49.AJ404325,0.05-0	27_cpx	-4904.592865362736
7602,Ref.A2.CD.97.97CDKTB48.AF286238,0.07-2	A2	-5229.473423485169
1334,Ref.37_cpx.CM.97.CM53392.AF377957,0.02-6	37_cpx	-4011.1365255877745
8684,Ref.49_cpx.GM.97.N28353.HQ385478,0.05-2	49_cpx	-4607.811156881633
15025,Ref.C.ZA.04.04ZASK146.AY772699,0.09-0	C	-5622.368714230994
3092,Ref.06_cpx.AU.96.BFP90.AF064699,0.01-0	06_cpx	-3317.2021797355137
3046,Ref.19_cpx.CU.99.CU38.AY588970,0.01-0	19_cpx	-3290.0462737633407
7296,Ref.02_AG.LR.x.POC44951.AB485636,0.07-0	02_AG	-5218.9328983467085
10095,Ref.19_cpx.CU.99.CU7.AY894994,0.1-0	19_cpx	-6005.596916970884
3346,Ref.02_AG.LR.x.POC44951.AB485636,0.01-8	02_AG	-3334.0081862463644
5311,Ref.11_cpx.CM.97.MP818.AJ291718,0.06-3	11_cpx	-4994.062710359046
15372,Ref.16_A2D.KR.97.97KR004.AF286239,0.03-7	16_A2D	-4306.002904239547
6024,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.08-7	26_AU	-5613.234298738668
12138,Ref.18_cpx.CU.99.CU14.AY586541,0.03-0	18_cpx	-4059.596292469298
7099,Ref.A2.CM.01.01CM_1445MV.GU201516,0.07-6	A2	-5364.9646307964895
15216,Ref.09_cpx.US.99.99DE4057.AY093607,0.09-1	09_cpx	-5517.486594932744
15440,Ref.39_BF.BR.03.03BRRJ327.EU735536,0.03-7	39_BF	-4040.475588592779
11244,Ref.16_A2D.KE.91.KNH1271.AY945736,0.1-8	16_A2D	-6127.505650220522
7851,Ref.24_BG.CU.03.CB378.AY900574,0.07-3	24_BG	-5189.74848807495
1348,Ref.31_BC.BR.04.04BR137.AY727526,0.02-6	31_BC	-3675.657912972203
13525,Ref.07_BC.CN.98.98CN009.AF286230,0.06-1	07_BC	-4932.608002816158
6519,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.08-4	45_cpx	-5534.645707607777
200,Ref.B.TH.90.BK132.AY173951,0.02-9	B	-3657.2133423826576
8907,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.05-0	13_cpx	-4843.651960451737
11849,Ref.32_06A1.EE.01.EE0369.AY535660,0.03-8	06_cpx	-4706.741940884838
2848,Ref.09_cpx.SN.95.95SN1795.AY093603,0.01-3	09_cpx	-2883.7064056921276
2979,Ref.39_BF.BR.04.04BRRJ179.EU735535,0.01-3	39_BF	-3432.9491158345395
2398,Ref.02_AG.LR.x.POC44951.AB485636,0.01-4	02_AG	-3371.3764719903747
10018,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.1-0	26_AU	-6030.008823807412
1871,Ref.49_cpx.GM.03.N26677.HQ385479,0.02-3	49_cpx	-3566.700969455577
3575,Ref.01_AE.TH.90.CM240.U54771,0.01-9	01_AE	-3032.324988156559
12193,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.03-1	13_cpx	-4214.680550027789
8318,Ref.28_BF.BR.99.BREPM12609.DQ085873,0.07-8	28_BF	-5389.228106264615
13405,Ref.49_cpx.GM.03.N26677.HQ385479,0.06-8	49_cpx	-4814.890913983917
2444,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.01-4	17_BF	-3318.6813037239767
2396,Ref.16_A2D.KE.91.KNH1271.AY945736,0.01-4	16_A2D	-3673.1867472376566
3376,Ref.24_BG.CU.03.CB471.AY900575,0.01-8	24_BG	-3233.059159639945
2230,Ref.A2.CD.97.97CDKTB48.AF286238,0.01-7	A2	-3490.5478525269436
9056,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.05-1	10_CD	-4693.519574847694
2199,Ref.21_A2D.KE.99.KSM4001.AF457072,0.01-6	21_A2D	-3295.1585321427865
15137,Ref.F1.BR.93.93BR020_1.AF005494,0.09-0	F1	-5664.80093107943
12897,Ref.01_AE.TH.90.CM240.U54771,0.03-5	01_AE	-3808.7743828187777
13059,Ref.F1.FR.96.96FR_MP411.AJ249238,0.03-6	F1	-4126.800944461374
15175,Ref.35_AD.AF.05.05AF095.EF158041,0.09-1	35_AD	-5804.626718704915
1668,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.02-0	46_BF	-3692.0210653668873
13701,Ref.01_AE.AF.07.569M.GQ477441,0.06-0	01_AE	-4991.785738132189
8290,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.07-8	17_BF	-5240.476120224444
13274,Ref.D.TZ.01.A280.AY253311,0.06-8	D	-5025.4630305899245
4101,Ref.31_BC.BR.04.04BR142.AY727527,0.04-5	31_BC	-4300.385442609703
8215,Ref.32_06A1.EE.01.EE0369.AY535660,0.05-9	32_06A1	-5214.52513009147
6983,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.07-6	10_CD	-5359.780136292396
9924,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.1-1	10_CD	-6020.093369491423
7525,Ref.01_AE.TH.90.CM240.U54771,0.07-1	01_AE	-5103.480016146408
11490,Ref.39_BF.BR.03.03BRRJ327.EU735536,0.04-4	39_BF	-4484.192971809317
13473,Ref.23_BG.CU.03.CB118.AY900571,0.06-1	23_BG	-5100.129650861449
24,Ref.08_BC.CN.06.nx2.HM067748,0.06-9	08_BC	-5147.0336515846275
6000,Ref.44_BF.CL.00.CH80.FJ358521,0.08-0	44_BF	-5611.083564631915
2996,Ref.49_cpx.GM.97.N28353.HQ385478,0.01-3	49_cpx	-3153.73704742972
13186,Ref.47_BF.ES.08.X2457_2.FJ670529,0.06-6	47_BF	-4952.329742605728
9877,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.1-1	40_BF	-6013.49202019256
14461,Ref.27_cpx.CD.97.97CDKTB49.AJ404325,0.09-4	27_cpx	-5814.639335444437
1649,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.02-0	33_01B	-3703.1759765129245
14062,Ref.23_BG.CU.03.CB347.AY900572,0.09-6	23_BG	-5901.255564245211
6379,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.08-5	13_cpx	-5759.599366989248
14763,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.09-2	33_01B	-5817.76470472724
5601,Ref.39_BF.BR.03.03BRRJ103.EU735534,0.08-2	39_BF	-5568.086694307633
9321,Ref.32_06A1.EE.01.EE0369.AY535660,0.05-6	32_06A1	-5239.170615771044
4552,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.04-2	10_CD	-4524.217206471849
228,Ref.37_cpx.CM.97.CM53392.AF377957,0.02-9	37_cpx	-3938.0464718661574
12294,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.03-1	10_CD	-4140.635121826403
4861,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.04-0	B	-4280.555930422889
9795,Ref.32_06A1.EE.01.EE0369.AY535660,0.05-5	06_cpx	-5225.124192871381
13838,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.09-8	40_BF	-5794.3577295036175
1758,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.02-3	26_AU	-3829.42870393023
5288,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.06-3	17_BF	-5038.6074829665295
9422,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.05-7	04_cpx	-4758.65651596856
6790,Ref.44_BF.CL.00.CH80.FJ358521,0.07-4	44_BF	-5317.068819247643
14865,Ref.01_AE.CN.05.05GX001.GU564221,0.09-3	01_AE	-5590.752465333673
8606,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.05-2	17_BF	-4714.610887328301
873,Ref.27_cpx.CD.97.97CDKTB49.AJ404325,0.04-7	27_cpx	-4668.633917364534
3846,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.02-4	06_cpx	-3913.8386234994086
11766,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.03-8	17_BF	-4089.2301516927027
5087,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.08-8	10_CD	-5579.2062965679115
7649,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.07-2	29_BF	-5304.18021624006
9245,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.05-6	40_BF	-4676.77098479351
13075,Ref.H.CF.90.056.AF005496,0.03-6	H	-4224.304287052561
3156,Ref.44_BF.CL.00.CH80.FJ358521,0.01-0	44_BF	-3446.346756415828
8683,Ref.31_BC.BR.04.04BR142.AY727527,0.05-2	31_BC	-4693.337681561496
10292,Ref.27_cpx.FR.04.04CD_FR_KZS.AM851091,0.1-2	27_cpx	-5960.446380251507
238,Ref.37_cpx.CM.00.00CMNYU926.EF116594,0.02-9	37_cpx	-3844.4240191957165
13764,Ref.A2.CD.97.97CDKTB48.AF286238,0.09-8	A2	-5704.9528824867275
10212,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.1-3	04_cpx	-6193.479999086646
4663,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.04-1	40_BF	-4418.135116242761
14056,Ref.49_cpx.GM.97.N28353.HQ385478,0.09-9	49_cpx	-5523.442389571656
3859,Ref.A2.CY.94.94CY017_41.AF286237,0.02-4	A2	-3874.8689215701183
8344,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.07-8	10_CD	-5353.938947781251
9962,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.1-0	29_BF	-6053.784724178605
12621,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.06-2	17_BF	-5013.1799783133565
14640,Ref.02_AG.NG.x.IBNG.L39106,0.09-5	02_AG	-5735.345149821204
5553,Ref.14_BG.ES.00.X623.AF450097,0.08-2	14_BG	-5452.326689922837
13428,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.06-8	28_BF	-5142.07582137431
285,Ref.F1.BR.93.93BR020_1.AF005494,0.02-9	F1	-3573.9463000487335
10119,Ref.35_AD.AF.05.05AF095.EF158041,0.1-3	35_AD	-5960.844803285759
3027,Ref.D.UG.94.94UG114.U88824,0.01-0	D	-3519.376428115829
933,Ref.C.ET.86.ETH2220.U46016,0.04-7	C	-4525.096896131662
4606,Ref.08_BC.CN.06.nx2.HM067748,0.04-1	08_BC	-4446.647011888955
8184,Ref.43_02G.SA.03.J11243.EU697907,0.05-9	43_02G	-4686.682156237769
12123,Ref.J.SE.93.SE9280_7887.AF082394,0.03-0	J	-4204.052092219581
1948,Ref.D.CM.01.01CM_4412HAL.AY371157,0.02-2	D	-3775.916042915236
8587,Ref.C.BR.92.BR025_d.U52953,0.05-2	C	-4738.457935371095
2500,Ref.18_cpx.CU.99.CU14.AY586541,0.01-4	18_cpx	-3238.095950555141
9735,Ref.11_cpx.CM.97.MP818.AJ291718,0.05-5	11_cpx	-4710.624996981466
9493,Ref.01_AE.CN.05.05GX001.GU564221,0.05-4	01_AE	-4569.988465196529
4571,Ref.A2.CM.01.01CM_1445MV.GU201516,0.04-2	A2	-4465.495556162803
14216,Ref.44_BF.CL.00.CH80.FJ358521,0.09-6	44_BF	-5978.201357499499
4129,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.03-3	38_BF1	-4181.300330869549
10901,Ref.32_06A1.EE.01.EE0369.AY535660,0.1-7	06_cpx	-6254.845963080693
3380,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.01-8	09_cpx	-3576.6933614894306
1579,Ref.32_06A1.EE.01.EE0369.AY535660,0.02-1	06_cpx	-4376.552217960527
9827,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.1-1	10_CD	-6051.684880820619
5070,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.08-8	11_cpx	-5724.284415233897
13680,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.06-0	40_BF	-5056.560001491067
13369,Ref.11_cpx.CM.97.MP818.AJ291718,0.06-8	11_cpx	-5016.6372187475845
13471,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.06-1	45_cpx	-5085.448132396683
1778,Ref.33_01B.ID.07.JKT194_C.AB547464,0.02-3	33_01B	-3710.0862038147966
4699,Ref.35_AD.AF.05.05AF026.EF158043,0.04-1	35_AD	-4364.50467438547
7104,Ref.49_cpx.GM.97.N28353.HQ385478,0.07-6	49_cpx	-5038.672600831569
7420,Ref.49_cpx.GM.97.N28353.HQ385478,0.07-0	49_cpx	-5036.845589768307
11149,Ref.F2.CM.95.95CM_MP255.AJ249236,0.1-9	F2	-5969.390890987896
3941,Ref.47_BF.ES.08.P1942.GQ372987,0.02-4	47_BF	-3693.220407231036
10463,Ref.07_BC.CN.05.XJDC6431_2.EF368372,0.1-5	07_BC	-6040.443996979058
9956,Ref.D.TZ.01.A280.AY253311,0.1-0	D	-5814.414095069979
4802,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.04-0	09_cpx	-4686.622841425425
2251,Ref.F1.FI.93.FIN9363.AF075703,0.01-7	F1	-3323.1205467624977
14574,Ref.25_cpx.CM.06.06CM_BA_040.EU693240,0.09-5	25_cpx	-5865.324504129502
1949,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.02-2	04_cpx	-3860.355733549843
14585,Ref.15_01B.TH.99.99TH_MU2079.AF516184,0.09-5	15_01B	-5767.719159445219
13843,Ref.11_cpx.CM.97.MP818.AJ291718,0.09-8	11_cpx	-5739.6010989365295
1802,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.02-3	26_AU	-3886.095034129437
11618,Ref.31_BC.BR.04.04BR137.AY727526,0.04-3	31_BC	-4394.687064230361
8486,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.07-9	22_01A1	-5406.767022869639
725,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.04-8	40_BF	-4389.447824517458
9881,Ref.43_02G.SA.03.J11456.EU697909,0.1-1	43_02G	-6021.9943882185225
12778,Ref.43_02G.SA.03.J11223.EU697904,0.06-5	43_02G	-4967.2571501460925
9441,Ref.H.CF.90.056.AF005496,0.05-7	H	-4838.253559221106
4357,Ref.G.PT.x.PT2695.AY612637,0.03-4	G	-4101.854043124472
4656,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.04-1	17_BF	-4390.0939306729415
756,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.04-8	36_cpx	-4319.981084058194
12659,Ref.21_A2D.KE.99.KER2003.AF457051,0.06-5	21_A2D	-4959.11839363802
7110,Ref.23_BG.CU.03.CB347.AY900572,0.07-7	23_BG	-5384.697983775438
8308,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.07-8	40_BF	-5329.294708180969
582,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.04-9	38_BF1	-4387.58282888893
214,Ref.F2.CM.02.02CM_0016BBY.AY371158,0.02-9	F2	-3519.500975659989
10988,Ref.A1.RW.92.92RW008.AB253421,0.1-6	A1	-5920.869353238107
4896,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.04-0	28_BF	-4523.175170515813
14305,Ref.43_02G.SA.03.J11456.EU697909,0.09-7	43_02G	-5856.856651057943
12858,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.03-5	A1	-4300.097475583171
3531,Ref.C.BR.92.BR025_d.U52953,0.01-9	C	-3492.2484564865836
3388,Ref.37_cpx.CM.97.CM53392.AF377957,0.01-8	37_cpx	-3659.0765220826547
381,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.02-8	29_BF	-3811.2873554109383
10438,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.1-5	J	-6014.378461708825
12870,Ref.47_BF.ES.08.X2457_2.FJ670529,0.03-5	47_BF	-4077.8413409093296
361,Ref.F2.CM.95.95CM_MP257.AJ249237,0.02-8	F2	-3692.4174607975183
11413,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.04-4	36_cpx	-4397.280924971726
6885,Ref.G.PT.x.PT2695.AY612637,0.07-5	G	-5352.949783741414
4482,Ref.24_BG.CU.03.CB471.AY900575,0.04-2	24_BG	-4349.711458706469
6267,Ref.21_A2D.KE.91.KNH1254.AY945737,0.08-6	21_A2D	-5547.526949928672
12201,Ref.07_BC.CN.05.XJDC6431_2.EF368372,0.03-1	07_BC	-4023.1547373944704
10310,Ref.33_01B.ID.07.JKT194_C.AB547464,0.1-2	33_01B	-5958.5929917371295
3476,Ref.23_BG.CU.03.CB347.AY900572,0.01-9	23_BG	-3388.401786795007
9946,Ref.05_DF.BE.93.VI961.AF076998,0.1-1	05_DF	-6001.359534065123
13999,Ref.07_BC.CN.98.98CN009.AF286230,0.09-9	07_BC	-5709.359411299582
14045,Ref.19_cpx.CU.99.CU7.AY894994,0.09-9	19_cpx	-5667.283646720402
4634,Ref.D.CM.01.01CM_4412HAL.AY371157,0.04-1	D	-4488.803504881948
1292,Ref.02_AG.LR.x.POC44951.AB485636,0.02-6	02_AG	-3770.870032504393
2479,Ref.24_BG.CU.03.CB378.AY900574,0.01-4	24_BG	-3192.3936304395147
1274,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.02-6	J	-4008.6783213736476
7365,Ref.11_cpx.CM.97.MP818.AJ291718,0.07-0	11_cpx	-5217.646968043388
5371,Ref.32_06A1.EE.01.EE0369.AY535660,0.06-3	06_cpx	-5532.62250046901
11216,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.1-9	28_BF	-6034.377609017355
9791,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.05-5	13_cpx	-4652.829759567471
1157,Ref.G.BE.96.DRCBL.AF084936,0.02-7	G	-3948.315926119122
12881,Ref.27_cpx.CD.97.97CDKTB49.AJ404325,0.03-5	27_cpx	-4373.200875902063
1592,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.02-0	08_BC	-3321.3123560171275
7673,Ref.F2.CM.95.95CM_MP255.AJ249236,0.07-2	F2	-5260.652496607278
12049,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.03-0	45_cpx	-4258.5433538087145
5783,Ref.07_BC.CN.98.98CN009.AF286230,0.08-1	07_BC	-5332.215229491577
4858,Ref.A1.UG.92.92UG037.AB253429,0.04-0	A1	-4466.853332308343
3428,Ref.26_AU.CD.97.97CD_KTB119.FM877777,0.01-8	26_AU	-3516.894045761412
3228,Ref.19_cpx.CU.99.CU29.AY588971,0.01-1	19_cpx	-3368.1834341217977
8504,Ref.18_cpx.CU.99.CU14.AY586541,0.07-9	18_cpx	-5224.344495922097
14092,Ref.33_01B.MY.05.05MYKL045_1.DQ366662,0.09-6	33_01B	-5786.22645715559
5704,Ref.31_BC.BR.02.110PA.EF091932,0.08-1	31_BC	-5525.900270886291
5419,Ref.49_cpx.GM.02.N18380.HQ385477,0.08-3	49_cpx	-5300.885788549584
9845,Ref.15_01B.TH.99.99TH_MU2079.AF516184,0.1-1	15_01B	-5927.927599654873
8950,Ref.28_BF.BR.99.BREPM12609.DQ085873,0.05-0	28_BF	-4884.876855437232
13682,Ref.09_cpx.GH.96.96GH2911.AY093605,0.06-0	09_cpx	-5086.0930875182075
1279,Ref.C.ZA.04.04ZASK146.AY772699,0.02-6	C	-3899.4288669628245
5151,Ref.07_BC.CN.98.98CN009.AF286230,0.08-8	07_BC	-5361.413734305638
12611,Ref.12_BF.AR.97.A32879.AF408629,0.06-2	12_BF	-5055.34734981356
15024,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.09-0	11_cpx	-5718.9231718881465
2074,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.01-6	26_AU	-3555.801155016572
