reference	major subtype found	log_likelihood of the reference subtype
8690,Ref.23_BG.CU.03.CB347.AY900572,0.05-3	23_BG	-5347.750664825721
9743,Ref.21_A2D.KE.91.KNH1254.AY945737,0.05-5	21_A2D	-5229.415514044254
11776,Ref.31_BC.BR.04.04BR137.AY727526,0.03-8	31_BC	-3891.237174129644
4018,Ref.19_cpx.CU.99.CU29.AY588971,0.04-5	19_cpx	-4637.077755343884
8492,Ref.A1.UG.92.92UG037.AB253429,0.07-9	A1	-5874.629890814283
5819,Ref.G.NG.92.92NG083.U88826,0.08-1	G	-6296.010015397233
2633,Ref.21_A2D.KE.91.KNH1254.AY945737,0.01-5	21_A2D	-2553.7135870975394
15533,Ref.15_01B.TH.99.99TH_MU2079.AF516184,0.06-4	15_01B	-5663.53159632186
298,Ref.34_01B.TH.99.OUR2478P.EF165541,0.02-9	34_01B	-2908.272903687256
5870,Ref.08_BC.CN.06.nx2.HM067748,0.08-0	08_BC	-6605.669117452803
2194,Ref.34_01B.TH.99.OUR2478P.EF165541,0.01-6	34_01B	-2047.9395349630386
3108,Ref.46_BF.BR.01.01BR125.DQ358802,0.01-0	46_BF	-2509.790800871379
724,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.04-8	40_BF	-4485.807986659756
3865,Ref.17_BF.PE.02.PE02_PCR0155.EU581828,0.02-4	17_BF	-3213.021872666704
5225,Ref.H.GB.00.00GBAC4001.FJ711703,0.06-3	H	-5339.017877983473
11822,Ref.18_cpx.CU.99.CU14.AY586541,0.03-8	18_cpx	-3882.1999083067803
9181,Ref.18_cpx.CM.97.CM53379.AF377959,0.05-6	18_cpx	-4994.058427769855
12750,Ref.26_AU.CD.97.97CD_KTB119.FM877777,0.06-5	26_AU	-5751.978536289137
14391,Ref.01_AE.CN.05.05GX001.GU564221,0.09-4	01_AE	-6581.419867242329
7573,Ref.A2.CM.01.01CM_1445MV.GU201516,0.07-1	A2	-6279.717373156627
6566,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.08-4	46_BF	-6525.79912459818
6196,Ref.07_BC.CN.05.XJDC6441.EF368370,0.08-6	07_BC	-6610.090296002065
3573,Ref.11_cpx.CM.97.MP818.AJ291718,0.01-9	11_cpx	-2485.12080355804
5577,Ref.49_cpx.GM.02.N18380.HQ385477,0.08-2	49_cpx	-6435.952810945363
1630,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.02-0	10_CD	-3269.390192297023
12599,Ref.35_AD.AF.05.05AF026.EF158043,0.06-2	35_AD	-5610.1678661031665
6800,Ref.12_BF.AR.99.ARMA159.AF385936,0.07-5	12_BF	-5874.348024577867
14209,Ref.A2.CM.01.01CM_1445MV.GU201516,0.09-6	A2	-7058.540311477064
14429,Ref.G.BE.96.DRCBL.AF084936,0.09-4	G	-6731.461066693963
12582,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.06-2	04_cpx	-5676.51665099066
5906,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.08-0	A1	-6225.524924286422
14650,Ref.39_BF.BR.03.03BRRJ327.EU735536,0.09-5	39_BF	-7017.526040494396
3910,Ref.A1.UG.92.92UG037.AB253429,0.02-4	A1	-3164.5971855007383
2275,Ref.05_DF.BE.x.VI1310.AF193253,0.01-7	05_DF	-2705.482262557161
12839,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.03-5	45_cpx	-4165.529691821757
11385,Ref.G.KE.93.HH8793_12_1.AF061641,0.04-4	G	-4501.889054747504
10299,Ref.14_BG.ES.00.X605.AF450096,0.1-2	14_BG	-7477.9413943212085
3983,Ref.25_cpx.SA.03.J11451.EU697908,0.04-5	25_cpx	-4580.163217183936
5019,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.08-9	B	-6173.866448592052
9071,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.05-1	29_BF	-5036.77292680533
322,Ref.12_BF.AR.99.ARMA159.AF385936,0.02-8	12_BF	-2910.198347504784
9353,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.05-7	10_CD	-5140.662920663874
5041,Ref.C.ET.86.ETH2220.U46016,0.08-9	C	-6267.88491642133
3935,Ref.C.ET.86.ETH2220.U46016,0.02-4	C	-3181.593429651801
4273,Ref.35_AD.AF.05.05AF095.EF158041,0.03-4	35_AD	-3941.8828441992173
13821,Ref.45_cpx.CM.97.97CM_MP814.FN392876,0.09-8	45_cpx	-6928.418623237316
345,Ref.14_BG.ES.00.X605.AF450096,0.02-8	14_BG	-3126.5739315487685
2169,Ref.J.SE.93.SE9280_7887.AF082394,0.01-6	J	-2707.3533773148424
1955,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.02-2	13_cpx	-3362.7857036769415
3522,Ref.16_A2D.KR.97.97KR004.AF286239,0.01-9	16_A2D	-2957.1229193525637
11103,Ref.23_BG.CU.03.CB118.AY900571,0.1-9	23_BG	-7785.045979195152
8311,Ref.07_BC.CN.98.98CN009.AF286230,0.07-8	07_BC	-5907.0788468634555
1402,Ref.43_02G.SA.03.J11223.EU697904,0.02-6	43_02G	-3387.509905134644
3619,Ref.C.ET.86.ETH2220.U46016,0.01-9	C	-2550.096258012924
2885,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.01-3	45_cpx	-2773.1855580894817
11654,Ref.F2.CM.97.CM53657.AF377956,0.04-3	F2	-4457.950463914236
5421,Ref.15_01B.TH.99.99TH_MU2079.AF516184,0.08-3	15_01B	-6572.91994749175
14557,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.09-5	38_BF1	-7073.7296265841915
9782,Ref.46_BF.BR.01.01BR087.DQ358801,0.05-5	46_BF	-5082.086535341642
12245,Ref.12_BF.AR.97.A32989.AF408630,0.03-1	12_BF	-3713.06439073391
6856,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.07-5	09_cpx	-6210.123130379643
3897,Ref.21_A2D.KE.91.KNH1254.AY945737,0.02-4	21_A2D	-3321.6488237517906
8026,Ref.43_02G.SA.03.J11243.EU697907,0.05-8	43_02G	-5225.745735980224
7681,Ref.11_cpx.CM.97.MP818.AJ291718,0.07-2	11_cpx	-5957.536211247903
14803,Ref.24_BG.CU.03.CB378.AY900574,0.09-2	24_BG	-7103.378786082705
11794,Ref.28_BF.BR.99.BREPM12609.DQ085873,0.03-8	28_BF	-3989.2221367363927
5910,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.08-0	26_AU	-6475.714721618418
8022,Ref.02_AG.CM.99.pBD6_15.AY271690,0.05-8	02_AG	-5041.711702236583
7675,Ref.G.PT.x.PT2695.AY612637,0.07-2	G	-6101.2982379367295
9470,Ref.15_01B.TH.96.M169.DQ354120,0.05-7	15_01B	-5025.118500140951
2651,Ref.B.US.98.1058_11.AY331295,0.01-5	B	-2449.0162154510563
10619,Ref.25_cpx.SA.03.J11451.EU697908,0.1-4	25_cpx	-7369.559550902665
6298,Ref.15_01B.TH.99.99TH_R2399.AF530576,0.08-6	15_01B	-6701.047131184307
5061,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.08-8	04_cpx	-6523.093143579677
9291,Ref.F1.BR.93.93BR020_1.AF005494,0.05-6	F1	-4964.0340440488335
3650,Ref.31_BC.BR.02.110PA.EF091932,0.02-5	31_BC	-3299.342170251714
2303,Ref.G.PT.x.PT2695.AY612637,0.01-7	G	-2527.7075338175387
6529,Ref.G.BE.96.DRCBL.AF084936,0.08-4	G	-6346.6425282221435
12962,Ref.12_BF.AR.99.ARMA159.AF385936,0.03-6	12_BF	-3764.5982973935447
13212,Ref.K.CM.96.96CM_MP535.AJ249239,0.06-6	K	-5974.076307083904
5350,Ref.15_01B.TH.99.99TH_R2399.AF530576,0.06-3	15_01B	-5667.526402384536
7372,Ref.02_AG.NG.x.IBNG.L39106,0.07-0	02_AG	-5746.099323858162
9065,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.05-1	13_cpx	-5392.021227655193
13640,Ref.D.CM.01.01CM_4412HAL.AY371157,0.06-0	D	-5311.135077328966
8277,Ref.D.CD.83.ELI.K03454,0.07-8	D	-5850.7753567950995
1784,Ref.16_A2D.KR.97.97KR004.AF286239,0.02-3	16_A2D	-3575.362462948523
9182,Ref.A2.CD.97.97CDKTB48.AF286238,0.05-6	A2	-5279.16427693031
5406,Ref.07_BC.CN.05.XJDC6441.EF368370,0.08-3	07_BC	-6875.808515382915
8665,Ref.49_cpx.GM.03.N26677.HQ385479,0.05-2	49_cpx	-4974.661623763633
6956,Ref.09_cpx.SN.95.95SN1795.AY093603,0.07-6	09_cpx	-5910.787293327166
9705,Ref.A2.CY.94.94CY017_41.AF286237,0.05-5	A2	-5297.525663644244
11634,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.04-3	04_cpx	-4548.927735435785
9074,Ref.19_cpx.CU.99.CU29.AY588971,0.05-1	19_cpx	-5102.812738701047
9183,Ref.21_A2D.KE.99.KER2003.AF457051,0.05-6	21_A2D	-5147.666652582197
9364,Ref.B.TH.90.BK132.AY173951,0.05-7	B	-4593.153637662947
8044,Ref.46_BF.BR.01.01BR087.DQ358801,0.05-8	46_BF	-5109.802320294578
14174,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.09-6	22_01A1	-7240.841760856673
2264,Ref.D.CM.01.01CM_4412HAL.AY371157,0.01-7	D	-2512.955379428388
4266,Ref.23_BG.CU.03.CB347.AY900572,0.03-4	23_BG	-4205.426919484433
15564,Ref.37_cpx.CM.00.00CMNYU926.EF116594,0.06-4	37_cpx	-5761.593798850899
12099,Ref.G.PT.x.PT2695.AY612637,0.03-0	G	-3841.3647859285466
13130,Ref.31_BC.BR.02.110PA.EF091932,0.06-6	31_BC	-5652.86350672614
7020,Ref.19_cpx.CU.99.CU29.AY588971,0.07-6	19_cpx	-6197.75299169233
6781,Ref.21_A2D.KE.99.KSM4001.AF457072,0.07-4	21_A2D	-6218.810621004146
3974,Ref.08_BC.CN.06.nx2.HM067748,0.04-5	08_BC	-4625.069956470946
2159,Ref.21_A2D.KE.91.KNH1254.AY945737,0.01-6	21_A2D	-2540.417688362219
11055,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.1-6	13_cpx	-7429.810725072883
14141,Ref.12_BF.AR.97.A32989.AF408630,0.09-6	12_BF	-6818.7582477874585
120,Ref.F2.CM.97.CM53657.AF377956,0.06-9	F2	-5580.2125627559735
9463,Ref.19_cpx.CU.99.CU7.AY894994,0.05-7	19_cpx	-5114.362673885498
12808,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.03-5	J	-4206.699237279447
11332,Ref.39_BF.BR.03.03BRRJ327.EU735536,0.1-8	39_BF	-7629.776787738175
9591,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.05-4	45_cpx	-5230.183773830558
14783,Ref.F2.CM.95.95CM_MP255.AJ249236,0.09-2	F2	-6964.706440613664
1366,Ref.28_BF.BR.99.BREPM12609.DQ085873,0.02-6	28_BF	-3292.5182666675137
450,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.02-8	38_BF1	-3380.620190943212
11133,Ref.17_BF.PE.02.PE02_PCR0155.EU581828,0.1-9	17_BF	-7454.810341464473
10431,Ref.H.BE.93.VI997.AF190128,0.1-5	H	-7302.569681937072
12569,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.06-2	42_BF	-5871.898598533553
4806,Ref.J.CM.04.04CMU11421.GU237072,0.04-0	J	-4593.472600330809
11493,Ref.35_AD.AF.05.05AF026.EF158043,0.04-4	35_AD	-4579.681076957382
2653,Ref.C.IN.95.95IN21068.AF067155,0.01-5	C	-2404.6767312975703
9800,Ref.09_cpx.SN.95.95SN1795.AY093603,0.1-1	09_cpx	-7374.361963893873
9553,Ref.17_BF.PE.02.PE02_PCR0155.EU581828,0.05-4	17_BF	-5215.9461059398855
11176,Ref.28_BF.BR.99.BREPM12817.DQ085874,0.1-9	28_BF	-7582.662243154792
15581,Ref.11_cpx.CM.97.MP818.AJ291718,0.06-4	11_cpx	-5409.659509165136
419,Ref.F1.FR.96.96FR_MP411.AJ249238,0.02-8	F1	-3169.416455766575
2952,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.01-3	38_BF1	-2559.9368590565814
5786,Ref.K.CM.96.96CM_MP535.AJ249239,0.08-1	K	-6833.174522822695
8346,Ref.18_cpx.CU.99.CU14.AY586541,0.07-8	18_cpx	-6052.809915267428
8702,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.05-3	08_BC	-4820.767064034733
13214,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.06-6	04_cpx	-5788.578071021666
4893,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.04-0	13_cpx	-4615.496847170076
1211,Ref.21_A2D.KE.91.KNH1254.AY945737,0.02-7	21_A2D	-3312.18510861071
5513,Ref.19_cpx.CU.99.CU7.AY894994,0.08-3	19_cpx	-6566.777345681656
3464,Ref.F1.BE.93.VI850.AF077336,0.01-8	F1	-2298.8879181196453
12081,Ref.17_BF.PE.02.PE02_PCR0155.EU581828,0.03-0	17_BF	-3996.0067455540143
7984,Ref.31_BC.BR.04.04BR137.AY727526,0.05-8	31_BC	-5171.25116469605
8890,Ref.B.TH.90.BK132.AY173951,0.05-0	B	-4710.207981406136
2769,Ref.27_cpx.CD.97.97CDKTB49.AJ404325,0.01-2	27_cpx	-2923.1744832911427
10596,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.1-4	J	-7469.613488011085
9368,Ref.16_A2D.KR.97.97KR004.AF286239,0.05-7	16_A2D	-5476.732736354844
1958,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.02-2	09_cpx	-3317.4545912291887
4481,Ref.18_cpx.CU.99.CU68.AY894993,0.04-2	18_cpx	-4389.972801866939
9193,Ref.14_BG.ES.00.X605.AF450096,0.05-6	14_BG	-5134.525016501474
5240,Ref.16_A2D.KE.91.KNH1271.AY945736,0.06-3	16_A2D	-5997.764722929203
12618,Ref.15_01B.TH.99.99TH_R2399.AF530576,0.06-2	15_01B	-5664.739850917561
4794,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.04-0	06_cpx	-4513.631817139944
14628,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.09-5	40_BF	-7160.631262010536
12707,Ref.A2.CY.94.94CY017_41.AF286237,0.06-5	A2	-5708.750251195535
11515,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.04-4	17_BF	-4506.440589588666
1870,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.02-3	14_BG	-3130.339284408875
10144,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.1-3	22_01A1	-7408.930213617377
190,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.02-9	22_01A1	-3447.925396399395
5198,Ref.24_BG.ES.08.X2456_2.FJ670526,0.08-8	24_BG	-6803.223126843575
4431,Ref.35_AD.AF.05.05AF095.EF158041,0.04-2	35_AD	-4650.800227507106
511,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.04-9	36_cpx	-4642.484287937428
13673,Ref.43_02G.SA.03.J11456.EU697909,0.06-0	43_02G	-5677.193764215762
5441,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.08-3	33_01B	-6539.221682383127
15040,Ref.33_01B.MY.05.05MYKL045_1.DQ366662,0.09-0	33_01B	-7037.749357979475
14249,Ref.14_BG.ES.00.X605.AF450096,0.09-7	14_BG	-6956.010159525803
2006,Ref.26_AU.CD.97.97CD_KTB119.FM877777,0.02-2	26_AU	-3317.174885803428
12731,Ref.G.PT.x.PT2695.AY612637,0.06-5	G	-5683.334675251021
4377,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.03-4	45_cpx	-4046.031154849437
8439,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.07-9	29_BF	-6114.362374732173
15158,Ref.15_01B.TH.96.M169.DQ354120,0.09-0	15_01B	-6994.101087610906
9053,Ref.49_cpx.GM.02.N18380.HQ385477,0.05-1	49_cpx	-4929.3045073674775
1287,Ref.14_BG.ES.00.X623.AF450097,0.02-6	14_BG	-3158.7866340473624
10522,Ref.09_cpx.GH.96.96GH2911.AY093605,0.1-5	09_cpx	-7416.307776240855
1979,Ref.27_cpx.CD.97.97CDKTB49.AJ404325,0.02-2	27_cpx	-3703.815458114949
445,Ref.12_BF.AR.97.A32879.AF408629,0.02-8	12_BF	-2999.9240704637277
2153,Ref.01_AE.TH.90.CM240.U54771,0.01-6	01_AE	-2045.290526276894
15092,Ref.06_cpx.EE.01.EE0359.AY535659,0.09-0	06_cpx	-6780.4388500215255
12602,Ref.F2.CM.97.CM53657.AF377956,0.06-2	F2	-5599.241417288053
2703,Ref.18_cpx.CM.97.CM53379.AF377959,0.01-2	18_cpx	-2563.5157960003635
15084,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.09-0	17_BF	-6944.679850579926
10950,Ref.09_cpx.US.99.99DE4057.AY093607,0.1-6	09_cpx	-6995.773209067976
7808,Ref.J.CM.04.04CMU11421.GU237072,0.07-3	J	-5927.726470921998
3202,Ref.B.TH.90.BK132.AY173951,0.01-1	B	-2329.6714380255926
7288,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.07-0	26_AU	-6145.91014301003
8563,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.05-2	10_CD	-5159.113117459392
12705,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.06-5	29_BF	-5610.10077684257
7983,Ref.27_cpx.CD.97.97CDKTB49.AJ404325,0.05-8	27_cpx	-5448.165401494014
15642,Ref.23_BG.CU.03.CB347.AY900572,0.06-7	23_BG	-5945.68881824476
12188,Ref.27_cpx.FR.04.04CD_FR_KZS.AM851091,0.03-1	27_cpx	-4234.363502205559
14465,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.09-4	42_BF	-7197.754957570033
15569,Ref.43_02G.SA.03.J11456.EU697909,0.06-4	43_02G	-5758.612392256635
6347,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.08-5	13_cpx	-6784.58247411243
9319,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.05-6	K	-5287.778390375899
14558,Ref.27_cpx.FR.04.04CD_FR_KZS.AM851091,0.09-5	27_cpx	-7389.966858454151
2131,Ref.03_AB.RU.97.KAL153_2.AF193276,0.01-6	03_AB	-2112.638440809286
1183,Ref.03_AB.RU.97.KAL153_2.AF193276,0.02-7	03_AB	-2978.2072251613777
11814,Ref.02_AG.CM.99.pBD6_15.AY271690,0.03-8	02_AG	-3749.086116494546
9831,Ref.07_BC.CN.05.XJDC6431_2.EF368372,0.1-1	07_BC	-7458.083096987278
8107,Ref.15_01B.TH.99.99TH_MU2079.AF516184,0.05-9	15_01B	-4981.308941985084
6732,Ref.25_cpx.SA.03.J11233.EU697906,0.07-4	25_cpx	-5954.615306233325
5510,Ref.43_02G.SA.03.J11223.EU697904,0.08-3	43_02G	-6547.032373990461
5169,Ref.01_AE.AF.07.569M.GQ477441,0.08-8	01_AE	-6354.637965771861
9010,Ref.09_cpx.SN.95.95SN1795.AY093603,0.05-1	09_cpx	-4772.53857121065
14663,Ref.F1.BR.93.93BR020_1.AF005494,0.09-5	F1	-6750.780905180902
6350,Ref.33_01B.MY.05.05MYKL045_1.DQ366662,0.08-5	33_01B	-6728.65294156492
1882,Ref.46_BF.BR.01.01BR087.DQ358801,0.02-3	46_BF	-3290.4096280751005
13429,Ref.32_06A1.EE.01.EE0369.AY535660,0.06-8	06_cpx	-6399.057650155627
12052,Ref.19_cpx.CU.99.CU38.AY588970,0.03-0	19_cpx	-4012.283695751801
11319,Ref.B.NL.00.671_00T36.AY423387,0.1-8	B	-7219.110087192898
5322,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.06-3	38_BF1	-5682.616555821231
10427,Ref.32_06A1.EE.01.EE0369.AY535660,0.1-2	06_cpx	-8070.036220733901
6145,Ref.19_cpx.CU.99.CU7.AY894994,0.08-7	19_cpx	-6524.263487481151
13382,Ref.26_AU.CD.97.97CD_KTB119.FM877777,0.06-8	26_AU	-5632.084335493403
3313,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.01-1	13_cpx	-2517.646605002205
11302,Ref.31_BC.BR.04.04BR137.AY727526,0.1-8	31_BC	-7436.49606971681
12288,Ref.02_AG.CM.99.pBD6_15.AY271690,0.03-1	02_AG	-3726.68046947652
787,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.04-8	K	-4846.23651470513
12827,Ref.14_BG.ES.00.X605.AF450096,0.03-5	14_BG	-3832.6467155195382
11275,Ref.18_cpx.CU.99.CU68.AY894993,0.1-8	18_cpx	-7027.86707592689
9990,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.1-0	11_cpx	-7225.297373785324
10678,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.1-4	40_BF	-7396.205721216702
1774,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.02-3	11_cpx	-3374.5060457000154
8522,Ref.15_01B.TH.96.M169.DQ354120,0.07-9	15_01B	-6121.993617958442
8148,Ref.06_cpx.AU.96.BFP90.AF064699,0.05-9	06_cpx	-5074.717217713156
2522,Ref.49_cpx.GM.97.N28353.HQ385478,0.01-4	49_cpx	-2433.096113601279
9258,Ref.09_cpx.GH.96.96GH2911.AY093605,0.05-6	09_cpx	-5070.054510261998
355,Ref.F1.FI.93.FIN9363.AF075703,0.02-8	F1	-2944.2776057502765
8701,Ref.H.GB.00.00GBAC4001.FJ711703,0.05-3	H	-4742.976916059171
9757,Ref.H.CF.90.056.AF005496,0.05-5	H	-5100.3917095937595
11580,Ref.16_A2D.KR.97.97KR004.AF286239,0.04-3	16_A2D	-4826.076630441544
4546,Ref.02_AG.CM.99.pBD6_15.AY271690,0.04-2	02_AG	-4341.8491628520305
7947,Ref.49_cpx.GM.02.N18380.HQ385477,0.05-8	49_cpx	-4991.371598100074
4019,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.04-5	33_01B	-4577.237998368883
1989,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.02-2	40_BF	-3225.799967400307
2543,Ref.C.ZA.04.04ZASK146.AY772699,0.01-5	C	-2514.139642586175
3945,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.02-4	13_cpx	-3286.786070117722
7601,Ref.18_cpx.CM.97.CM53379.AF377959,0.07-2	18_cpx	-6300.188507311538
10821,Ref.03_AB.RU.97.KAL153_2.AF193276,0.1-7	03_AB	-7373.643748818645
15129,Ref.H.CF.90.056.AF005496,0.09-0	H	-7036.872805537583
15176,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.09-1	29_BF	-6895.149177939896
11382,Ref.12_BF.AR.99.ARMA159.AF385936,0.04-4	12_BF	-4279.355965762482
2755,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.01-2	33_01B	-2429.0756087633563
727,Ref.07_BC.CN.98.98CN009.AF286230,0.04-8	07_BC	-4248.531648801546
13990,Ref.A1.RW.92.92RW008.AB253421,0.09-9	A1	-6733.246484364056
12832,Ref.07_BC.CN.05.XJDC6441.EF368370,0.03-5	07_BC	-3633.044145247981
15312,Ref.46_BF.BR.01.01BR087.DQ358801,0.09-1	46_BF	-6980.206890906957
15261,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.09-1	40_BF	-6948.1437552346015
6339,Ref.21_A2D.KE.99.KER2003.AF457051,0.08-5	21_A2D	-6605.81842331544
9928,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.1-1	14_BG	-7601.819885240305
7766,Ref.08_BC.CN.06.nx2.HM067748,0.07-3	08_BC	-6221.948098393385
13045,Ref.F2.CM.95.95CM_MP255.AJ249236,0.03-6	F2	-3864.184785944143
2573,Ref.F2.CM.95.95CM_MP257.AJ249237,0.01-5	F2	-2441.542045226804
5666,Ref.15_01B.TH.99.99TH_R2399.AF530576,0.08-2	15_01B	-6577.799555725123
11316,Ref.K.CM.96.96CM_MP535.AJ249239,0.1-8	K	-7635.637455039511
14426,Ref.09_cpx.US.99.99DE4057.AY093607,0.09-4	09_cpx	-6639.200258921181
11798,Ref.46_BF.BR.01.01BR125.DQ358802,0.03-8	46_BF	-3988.6832654944924
6789,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.07-4	13_cpx	-6253.24538029988
14483,Ref.21_A2D.KE.91.KNH1254.AY945737,0.09-4	21_A2D	-7133.860963033761
12009,Ref.29_BF.BR.02.BREPM119.AY771590,0.03-0	29_BF	-3993.196805753155
3422,Ref.02_AG.NG.x.IBNG.L39106,0.01-8	02_AG	-2196.9342608272195
2905,Ref.D.CD.83.ELI.K03454,0.01-3	D	-2393.53216136648
7566,Ref.34_01B.TH.99.OUR2478P.EF165541,0.07-1	34_01B	-6183.554642426246
7488,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.07-1	09_cpx	-5992.089004351934
8535,Ref.H.BE.93.VI997.AF190128,0.05-2	H	-5110.643326405813
934,Ref.46_BF.BR.01.01BR087.DQ358801,0.04-7	46_BF	-4594.395553700869
2530,Ref.D.TZ.01.A280.AY253311,0.01-5	D	-2507.2916650229636
10373,Ref.F1.FR.96.96FR_MP411.AJ249238,0.1-2	F1	-7165.4708662409275
6031,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.08-7	13_cpx	-6604.886758189022
12555,Ref.17_BF.PE.02.PE02_PCR0155.EU581828,0.06-2	17_BF	-5873.859040687492
15397,Ref.39_BF.BR.03.03BRRJ103.EU735534,0.03-7	39_BF	-4048.8301623097627
13841,Ref.07_BC.CN.98.98CN009.AF286230,0.09-8	07_BC	-6926.770974776294
12510,Ref.02_AG.LR.x.POC44951.AB485636,0.06-2	02_AG	-5365.084052795404
10606,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.1-4	26_AU	-7402.2560508238275
14927,Ref.45_cpx.CM.97.97CM_MP814.FN392876,0.09-3	45_cpx	-7207.800390461857
13583,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.06-1	13_cpx	-5803.061279992621
532,Ref.24_BG.CU.03.CB471.AY900575,0.04-9	24_BG	-4357.0146282973465
8196,Ref.43_02G.SA.03.J11223.EU697904,0.05-9	43_02G	-5226.58824858623
7949,Ref.15_01B.TH.99.99TH_MU2079.AF516184,0.05-8	15_01B	-5171.0370106521605
9716,Ref.35_AD.AF.05.05AF094.EF158040,0.05-5	35_AD	-5076.6002675800555
8826,Ref.15_01B.TH.99.99TH_R2399.AF530576,0.05-3	15_01B	-4992.166003768821
13782,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.09-8	11_cpx	-6936.7798804513695
12629,Ref.A2.CM.01.01CM_1445MV.GU201516,0.06-2	A2	-5789.560286547392
6374,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.08-5	06_cpx	-6537.706877047581
5829,Ref.19_cpx.CU.99.CU7.AY894994,0.08-1	19_cpx	-6392.681955802088
10560,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.1-5	14_BG	-7404.155501983063
6710,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.07-4	17_BF	-6181.583037589813
11438,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.04-4	09_cpx	-4596.744942167234
5828,Ref.34_01B.TH.99.OUR2478P.EF165541,0.08-1	34_01B	-6593.994987208419
349,Ref.25_cpx.SA.03.J11451.EU697908,0.02-8	25_cpx	-3295.0681637848697
3930,Ref.43_02G.SA.03.J11223.EU697904,0.02-4	43_02G	-3327.874857776943
13507,Ref.03_AB.RU.97.KAL153_2.AF193276,0.06-1	03_AB	-5634.621953097632
5710,Ref.27_cpx.FR.04.04CD_FR_KZS.AM851091,0.08-1	27_cpx	-6777.131575589859
12452,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.03-2	10_CD	-3985.4577553163617
