reference	major subtype found	log_likelihood of the reference subtype
6781,Ref.21_A2D.KE.99.KSM4001.AF457072,0.07-4	21_A2D	-5173.727011901956
13482,Ref.D.CM.01.01CM_4412HAL.AY371157,0.06-1	D	-4931.348366159321
14350,Ref.18_cpx.CU.99.CU14.AY586541,0.09-7	18_cpx	-5295.593598060056
3455,Ref.05_DF.ES.99.X492.AY227107,0.01-8	05_DF	-4723.984117677806
11256,Ref.25_cpx.CM.06.06CM_BA_040.EU693240,0.1-8	25_cpx	-5407.306046062753
5577,Ref.49_cpx.GM.02.N18380.HQ385477,0.08-2	49_cpx	-5094.157002696234
13297,Ref.D.UG.94.94UG114.U88824,0.06-8	D	-5044.785786074323
8488,Ref.39_BF.BR.03.03BRRJ327.EU735536,0.07-9	39_BF	-5208.3150500694255
11750,Ref.24_BG.CU.03.CB471.AY900575,0.03-8	24_BG	-4906.387971520573
14192,Ref.18_cpx.CU.99.CU14.AY586541,0.09-6	18_cpx	-5247.070237536128
15626,Ref.24_BG.ES.08.X2456_2.FJ670526,0.06-4	24_BG	-5103.736017212417
13848,Ref.28_BF.BR.99.BREPM12609.DQ085873,0.09-8	B	-5317.637318930621
3454,Ref.15_01B.TH.99.99TH_R2399.AF530576,0.01-8	15_01B	-4716.043851560328
2155,Ref.B.NL.00.671_00T36.AY423387,0.01-6	B	-4708.816946626856
5935,Ref.F2.CM.95.95CM_MP255.AJ249236,0.08-0	F2	-5223.346795181958
962,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.04-6	11_cpx	-5005.396680687729
8975,Ref.F1.BR.93.93BR020_1.AF005494,0.05-0	F1	-4935.962837395622
10117,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.1-3	04_cpx	-5375.234560929105
4440,Ref.31_BC.BR.02.110PA.EF091932,0.04-2	31_BC	-4939.8769725656775
1403,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.02-6	17_BF	-4805.282438147316
9463,Ref.19_cpx.CU.99.CU7.AY894994,0.05-7	19_cpx	-4926.822603476797
15392,Ref.J.CM.04.04CMU11421.GU237072,0.03-7	J	-4829.2049454767375
11774,Ref.06_cpx.EE.01.EE0359.AY535659,0.03-8	06_cpx	-4914.24899751738
6972,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.07-6	26_AU	-5202.780560880739
7269,Ref.29_BF.BR.02.BREPM119.AY771590,0.07-0	29_BF	-5131.774657590011
2633,Ref.21_A2D.KE.91.KNH1254.AY945737,0.01-5	21_A2D	-4722.355413395738
13018,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.03-6	09_cpx	-4949.631636176993
13577,Ref.A2.CM.01.01CM_1445MV.GU201516,0.06-1	A2	-5111.864827682616
13101,Ref.21_A2D.KE.99.KSM4001.AF457072,0.03-6	21_A2D	-4858.602711426963
11593,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.04-3	13_cpx	-5031.55303361888
9071,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.05-1	29_BF	-5035.835274527397
3525,Ref.15_01B.TH.99.99TH_MU2079.AF516184,0.01-9	15_01B	-4674.463631659895
1366,Ref.28_BF.BR.99.BREPM12609.DQ085873,0.02-6	28_BF	-4830.671683138449
1646,Ref.J.CM.04.04CMU11421.GU237072,0.02-0	J	-4725.253583780508
6521,Ref.23_BG.CU.03.CB118.AY900571,0.08-4	23_BG	-5284.191870979184
10362,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.1-2	40_BF	-5426.479496258804
2222,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.01-7	J	-4750.050333009975
290,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.02-9	14_BG	-4748.718421452114
15620,Ref.15_01B.TH.99.99TH_R2399.AF530576,0.06-4	15_01B	-5095.461373149222
8029,Ref.12_BF.AR.97.A32879.AF408629,0.05-8	12_BF	-5010.783025137369
10863,Ref.H.CF.90.056.AF005496,0.1-7	H	-5314.525276130637
10979,Ref.03_AB.RU.97.KAL153_2.AF193276,0.1-6	B	-5351.78182132757
13368,Ref.25_cpx.SA.03.J11233.EU697906,0.06-8	25_cpx	-5060.311317654253
10299,Ref.14_BG.ES.00.X605.AF450096,0.1-2	14_BG	-5364.190303350679
13796,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.09-8	D	-5337.830474493094
13992,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.09-9	F1	-5280.25746499031
10367,Ref.11_cpx.CM.97.MP818.AJ291718,0.1-2	11_cpx	-5374.677433984904
7681,Ref.11_cpx.CM.97.MP818.AJ291718,0.07-2	11_cpx	-5146.7744248719755
1315,Ref.G.BE.96.DRCBL.AF084936,0.02-6	G	-4801.586509955004
9104,Ref.K.CM.96.96CM_MP535.AJ249239,0.05-1	K	-5123.675276536072
10096,Ref.24_BG.ES.08.X2456_2.FJ670526,0.1-0	24_BG	-5444.057946874763
15294,Ref.43_02G.SA.03.J11243.EU697907,0.09-1	43_02G	-5316.93373974199
11384,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.04-4	29_BF	-4939.747312790935
6659,Ref.14_BG.ES.00.X623.AF450097,0.07-4	14_BG	-5165.601259706284
11444,Ref.19_cpx.CU.99.CU29.AY588971,0.04-4	19_cpx	-4991.408516773925
10724,Ref.43_02G.SA.03.J11223.EU697904,0.1-4	43_02G	-5375.618589133185
8085,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.05-9	13_cpx	-5111.172591299557
12964,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.03-6	29_BF	-4902.4545620185145
11051,Ref.47_BF.ES.08.P1942.GQ372987,0.1-6	B	-5361.18106735735
10998,Ref.25_cpx.SA.03.J11233.EU697906,0.1-6	25_cpx	-5287.986221843234
6768,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.07-4	14_BG	-5163.099141077943
14803,Ref.24_BG.CU.03.CB378.AY900574,0.09-2	24_BG	-5385.127248513513
1023,Ref.45_cpx.CM.97.97CM_MP814.FN392876,0.04-6	45_cpx	-5001.156923483833
14174,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.09-6	A1	-5460.003238547994
12839,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.03-5	45_cpx	-4895.170192749542
11634,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.04-3	04_cpx	-5034.212308458975
12750,Ref.26_AU.CD.97.97CD_KTB119.FM877777,0.06-5	26_AU	-5197.549249626673
5406,Ref.07_BC.CN.05.XJDC6441.EF368370,0.08-3	C	-5271.599504303969
4705,Ref.B.US.98.1058_11.AY331295,0.04-1	B	-4936.85445681272
8492,Ref.A1.UG.92.92UG037.AB253429,0.07-9	A1	-5145.1685960051645
398,Ref.06_cpx.EE.01.EE0359.AY535659,0.02-8	06_cpx	-4832.663984017898
14426,Ref.09_cpx.US.99.99DE4057.AY093607,0.09-4	09_cpx	-5161.329317065417
4729,Ref.A2.CM.01.01CM_1445MV.GU201516,0.04-1	A2	-4974.604792729827
639,Ref.35_AD.AF.05.05AF095.EF158041,0.04-8	35_AD	-4881.762663884765
13640,Ref.D.CM.01.01CM_4412HAL.AY371157,0.06-0	D	-4928.788587796873
9738,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.05-5	04_cpx	-5119.259429969293
3281,Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455,0.01-1	B	-4655.084557467258
15692,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.06-7	10_CD	-5135.757071288314
14440,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.09-4	09_cpx	-5345.299710310979
10163,Ref.G.BE.96.DRCBL.AF084936,0.1-3	G	-5370.29518679625
9606,Ref.43_02G.SA.03.J11243.EU697907,0.05-4	43_02G	-4993.065151563213
15667,Ref.D.UG.94.94UG114.U88824,0.06-7	D	-5041.999772462032
1711,Ref.G.NG.92.92NG083.U88826,0.02-0	G	-4798.829055694946
11234,Ref.31_BC.BR.02.110PA.EF091932,0.1-8	C	-5412.811625905623
9353,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.05-7	10_CD	-5077.207104186259
14429,Ref.G.BE.96.DRCBL.AF084936,0.09-4	G	-5241.434242255437
120,Ref.F2.CM.97.CM53657.AF377956,0.06-9	F2	-5080.663087812236
15738,Ref.25_cpx.SA.03.J11233.EU697906,0.06-7	25_cpx	-5111.709962672009
511,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.04-9	36_cpx	-4880.22464780742
13583,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.06-1	13_cpx	-5159.807694009447
8440,Ref.J.CM.04.04CMU11421.GU237072,0.07-9	J	-5066.139091997075
351,Ref.07_BC.CN.05.XJDC6431_2.EF368372,0.02-8	07_BC	-4780.97674959382
5666,Ref.15_01B.TH.99.99TH_R2399.AF530576,0.08-2	15_01B	-5206.810145469867
6856,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.07-5	09_cpx	-5184.6377500922645
6040,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.08-7	11_cpx	-5180.686930503635
5114,Ref.24_BG.CU.03.CB471.AY900575,0.08-8	24_BG	-5268.598943833331
5421,Ref.15_01B.TH.99.99TH_MU2079.AF516184,0.08-3	15_01B	-5280.546914282195
4893,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.04-0	13_cpx	-4984.196327924208
6031,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.08-7	13_cpx	-5238.263165542495
9553,Ref.17_BF.PE.02.PE02_PCR0155.EU581828,0.05-4	17_BF	-5064.104451607577
13429,Ref.32_06A1.EE.01.EE0369.AY535660,0.06-8	06_cpx	-5404.132482308827
14628,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.09-5	40_BF	-5320.579062295613
8816,Ref.43_02G.SA.03.J11243.EU697907,0.05-3	43_02G	-5027.595330002994
14247,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.09-7	13_cpx	-5332.238743387665
8311,Ref.07_BC.CN.98.98CN009.AF286230,0.07-8	07_BC	-5087.643352972044
1211,Ref.21_A2D.KE.91.KNH1254.AY945737,0.02-7	21_A2D	-4817.379198335351
6789,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.07-4	13_cpx	-5204.662664576076
8044,Ref.46_BF.BR.01.01BR087.DQ358801,0.05-8	46_BF	-5076.931735652652
14257,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.09-7	02_AG	-5254.50615590006
7950,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.05-8	10_CD	-5027.112257975489
7288,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.07-0	26_AU	-5221.208138866652
9181,Ref.18_cpx.CM.97.CM53379.AF377959,0.05-6	18_cpx	-5061.586027344279
4546,Ref.02_AG.CM.99.pBD6_15.AY271690,0.04-2	02_AG	-4938.827606100996
9053,Ref.49_cpx.GM.02.N18380.HQ385477,0.05-1	49_cpx	-4849.591167652392
5057,Ref.29_BF.BR.02.BREPM119.AY771590,0.08-8	29_BF	-5268.544193913798
11515,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.04-4	17_BF	-4938.002180919468
2895,Ref.G.BE.96.DRCBL.AF084936,0.01-3	G	-4724.074203185357
13212,Ref.K.CM.96.96CM_MP535.AJ249239,0.06-6	K	-5186.460947194395
12569,Ref.42_BF.LU.03.luBF_05_03.EU170155,0.06-2	B	-5087.588435211248
12808,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.03-5	J	-4927.736230056338
7984,Ref.31_BC.BR.04.04BR137.AY727526,0.05-8	C	-5055.098843065098
1958,Ref.09_cpx.CI.00.00IC_10092.AJ866553,0.02-2	09_cpx	-4841.132140806371
4806,Ref.J.CM.04.04CMU11421.GU237072,0.04-0	J	-4870.267135047829
8522,Ref.15_01B.TH.96.M169.DQ354120,0.07-9	15_01B	-5182.973840087359
1287,Ref.14_BG.ES.00.X623.AF450097,0.02-6	14_BG	-4754.665455554205
11798,Ref.46_BF.BR.01.01BR125.DQ358802,0.03-8	46_BF	-4911.593919821567
10522,Ref.09_cpx.GH.96.96GH2911.AY093605,0.1-5	09_cpx	-5321.296070779842
5240,Ref.16_A2D.KE.91.KNH1271.AY945736,0.06-3	16_A2D	-5251.814898643469
12707,Ref.A2.CY.94.94CY017_41.AF286237,0.06-5	A2	-5160.431411822091
9193,Ref.14_BG.ES.00.X605.AF450096,0.05-6	14_BG	-5001.815997351203
5061,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.08-8	04_cpx	-5257.085086250852
1870,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.02-3	14_BG	-4748.637192301814
11133,Ref.17_BF.PE.02.PE02_PCR0155.EU581828,0.1-9	F1	-5413.749211879461
3650,Ref.31_BC.BR.02.110PA.EF091932,0.02-5	31_BC	-4802.021562646002
15178,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.09-1	J	-5338.640233610193
1979,Ref.27_cpx.CD.97.97CDKTB49.AJ404325,0.02-2	27_cpx	-4959.8141738249205
1989,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.02-2	40_BF	-4782.3334613216875
10431,Ref.H.BE.93.VI997.AF190128,0.1-5	H	-5375.900186192788
1955,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.02-2	13_cpx	-4856.841989500808
13879,Ref.49_cpx.GM.03.N26677.HQ385479,0.09-8	49_cpx	-5140.735052814866
8591,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.05-2	13_cpx	-5102.947308576461
3935,Ref.C.ET.86.ETH2220.U46016,0.02-4	C	-4789.544696873357
4481,Ref.18_cpx.CU.99.CU68.AY894993,0.04-2	18_cpx	-4872.461294137367
787,Ref.K.CD.97.97ZR_EQTB11.AJ249235,0.04-8	K	-5031.090055023784
5225,Ref.H.GB.00.00GBAC4001.FJ711703,0.06-3	H	-4996.486848973065
14209,Ref.A2.CM.01.01CM_1445MV.GU201516,0.09-6	A2	-5329.393707073627
355,Ref.F1.FI.93.FIN9363.AF075703,0.02-8	F1	-4709.4569378422175
13673,Ref.43_02G.SA.03.J11456.EU697909,0.06-0	43_02G	-5158.051527051336
13927,Ref.14_BG.ES.00.X623.AF450097,0.09-9	14_BG	-5298.99326424424
5910,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.08-0	26_AU	-5224.207292714815
2194,Ref.34_01B.TH.99.OUR2478P.EF165541,0.01-6	34_01B	-4544.756261536497
14141,Ref.12_BF.AR.97.A32989.AF408630,0.09-6	12_BF	-5269.256085689615
3522,Ref.16_A2D.KR.97.97KR004.AF286239,0.01-9	16_A2D	-4860.075670734844
5712,Ref.08_BC.CN.06.nx2.HM067748,0.08-1	C	-5356.32508311486
8399,Ref.D.UG.94.94UG114.U88824,0.07-9	D	-5130.366261796279
6956,Ref.09_cpx.SN.95.95SN1795.AY093603,0.07-6	09_cpx	-5152.450881285237
11055,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.1-6	13_cpx	-5394.6510366956345
6339,Ref.21_A2D.KE.99.KER2003.AF457051,0.08-5	D	-5276.39900411608
11103,Ref.23_BG.CU.03.CB118.AY900571,0.1-9	A1	-5432.175194849645
6298,Ref.15_01B.TH.99.99TH_R2399.AF530576,0.08-6	15_01B	-5271.803710180653
11275,Ref.18_cpx.CU.99.CU68.AY894993,0.1-8	18_cpx	-5272.323737628027
13590,Ref.D.TZ.01.A280.AY253311,0.06-0	D	-5023.374696415913
13622,Ref.07_BC.CN.05.XJDC6441.EF368370,0.06-0	07_BC	-5075.989593139918
6555,Ref.03_AB.RU.97.KAL153_2.AF193276,0.08-4	03_AB	-5190.942528457408
12962,Ref.12_BF.AR.99.ARMA159.AF385936,0.03-6	12_BF	-4871.613015275433
2905,Ref.D.CD.83.ELI.K03454,0.01-3	D	-4660.571439222018
7372,Ref.02_AG.NG.x.IBNG.L39106,0.07-0	02_AG	-5097.761084391429
2755,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.01-2	33_01B	-4735.923725881707
8839,Ref.47_BF.ES.08.P1942.GQ372987,0.05-3	47_BF	-5083.344725905233
15581,Ref.11_cpx.CM.97.MP818.AJ291718,0.06-4	11_cpx	-5059.102914387322
12187,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.03-1	38_BF1	-4958.824170022706
9074,Ref.19_cpx.CU.99.CU29.AY588971,0.05-1	19_cpx	-5050.774961008417
14483,Ref.21_A2D.KE.91.KNH1254.AY945737,0.09-4	D	-5309.096586311035
12245,Ref.12_BF.AR.97.A32989.AF408630,0.03-1	12_BF	-4873.938700279306
8277,Ref.D.CD.83.ELI.K03454,0.07-8	D	-5066.327927691747
13214,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.06-6	04_cpx	-5177.485370627502
5710,Ref.27_cpx.FR.04.04CD_FR_KZS.AM851091,0.08-1	27_cpx	-5343.340739466175
9705,Ref.A2.CY.94.94CY017_41.AF286237,0.05-5	A2	-5127.312546962194
12618,Ref.15_01B.TH.99.99TH_R2399.AF530576,0.06-2	15_01B	-5103.54468928032
8665,Ref.49_cpx.GM.03.N26677.HQ385479,0.05-2	49_cpx	-4856.880961757989
2264,Ref.D.CM.01.01CM_4412HAL.AY371157,0.01-7	D	-4614.402246096131
13725,Ref.05_DF.ES.99.X492.AY227107,0.06-0	05_DF	-5139.60296485364
11654,Ref.F2.CM.97.CM53657.AF377956,0.04-3	F2	-4917.207844005864
5906,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.08-0	A1	-5168.4649812033485
9470,Ref.15_01B.TH.96.M169.DQ354120,0.05-7	15_01B	-5016.922416507628
2703,Ref.18_cpx.CM.97.CM53379.AF377959,0.01-2	18_cpx	-4742.924895933648
9659,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.05-5	38_BF1	-5082.410649342402
11814,Ref.02_AG.CM.99.pBD6_15.AY271690,0.03-8	02_AG	-4914.353625337571
2573,Ref.F2.CM.95.95CM_MP257.AJ249237,0.01-5	F2	-4677.659823827675
15092,Ref.06_cpx.EE.01.EE0359.AY535659,0.09-0	06_cpx	-5210.7009023440705
5510,Ref.43_02G.SA.03.J11223.EU697904,0.08-3	43_02G	-5225.674064717798
10821,Ref.03_AB.RU.97.KAL153_2.AF193276,0.1-7	03_AB	-5307.920814330595
59,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.06-9	13_cpx	-5135.713706308337
9591,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.05-4	45_cpx	-5137.501828111339
13955,Ref.G.BE.96.DRCBL.AF084936,0.09-9	G	-5261.179955508545
3201,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.01-1	45_cpx	-4703.872537445722
9258,Ref.09_cpx.GH.96.96GH2911.AY093605,0.05-6	09_cpx	-5012.96794396632
11794,Ref.28_BF.BR.99.BREPM12609.DQ085873,0.03-8	28_BF	-4929.881278618592
11493,Ref.35_AD.AF.05.05AF026.EF158043,0.04-4	35_AD	-4913.505292846222
10144,Ref.22_01A1.CM.01.01CM_0001BBY.AY371159,0.1-3	A1	-5318.1085533943115
345,Ref.14_BG.ES.00.X605.AF450096,0.02-8	14_BG	-4738.579415529432
5513,Ref.19_cpx.CU.99.CU7.AY894994,0.08-3	19_cpx	-5182.004507085251
4273,Ref.35_AD.AF.05.05AF095.EF158041,0.03-4	35_AD	-4848.609206537084
934,Ref.46_BF.BR.01.01BR087.DQ358801,0.04-7	46_BF	-4957.588813627281
194,Ref.11_cpx.CM.96.96CM_4496.AF492623,0.02-9	11_cpx	-4762.18524985014
2952,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.01-3	38_BF1	-4731.6433470324855
12705,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.06-5	29_BF	-5139.517929032673
9786,Ref.15_01B.TH.96.M169.DQ354120,0.05-5	15_01B	-5051.166135717413
12602,Ref.F2.CM.97.CM53657.AF377956,0.06-2	F2	-5096.007477704968
6529,Ref.G.BE.96.DRCBL.AF084936,0.08-4	G	-5187.687693833023
9782,Ref.46_BF.BR.01.01BR087.DQ358801,0.05-5	46_BF	-5068.732599119625
12009,Ref.29_BF.BR.02.BREPM119.AY771590,0.03-0	29_BF	-4840.3397232781
12599,Ref.35_AD.AF.05.05AF026.EF158043,0.06-2	35_AD	-5099.758745065896
2653,Ref.C.IN.95.95IN21068.AF067155,0.01-5	C	-4678.225852651036
15040,Ref.33_01B.MY.05.05MYKL045_1.DQ366662,0.09-0	33_01B	-5342.73026079839
1183,Ref.03_AB.RU.97.KAL153_2.AF193276,0.02-7	03_AB	-4699.806747429621
2651,Ref.B.US.98.1058_11.AY331295,0.01-5	B	-4676.4187635457365
6196,Ref.07_BC.CN.05.XJDC6441.EF368370,0.08-6	07_BC	-5232.337386917684
2267,Ref.C.BR.92.BR025_d.U52953,0.01-7	C	-4736.645808821185
8826,Ref.15_01B.TH.99.99TH_R2399.AF530576,0.05-3	15_01B	-5049.963552867215
634,Ref.D.TZ.01.A280.AY253311,0.04-8	D	-4927.439156466125
13138,Ref.08_BC.CN.06.nx2.HM067748,0.06-6	08_BC	-5154.454700005002
14020,Ref.28_BF.BR.99.BREPM12817.DQ085874,0.09-9	B	-5307.375332296436
9800,Ref.09_cpx.SN.95.95SN1795.AY093603,0.1-1	09_cpx	-5309.185135770193
1376,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.02-6	22_01A1	-4901.572462735122
9743,Ref.21_A2D.KE.91.KNH1254.AY945737,0.05-5	21_A2D	-5040.254189166824
2240,Ref.02_AG.LR.x.POC44951.AB485636,0.01-7	02_AG	-4703.689149173582
4066,Ref.28_BF.BR.99.BREPM12817.DQ085874,0.04-5	28_BF	-4935.237265282259
2769,Ref.27_cpx.CD.97.97CDKTB49.AJ404325,0.01-2	27_cpx	-4840.007060070179
10596,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.1-4	J	-5407.976649462982
1402,Ref.43_02G.SA.03.J11223.EU697904,0.02-6	43_02G	-4813.62493325013
4588,Ref.12_BF.AR.99.ARMA159.AF385936,0.04-1	12_BF	-4921.470303949263
9928,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.1-1	14_BG	-5426.862663601543
15084,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.09-0	F1	-5279.357331258674
14621,Ref.43_02G.SA.03.J11456.EU697909,0.09-5	43_02G	-5334.314074451201
15431,Ref.21_A2D.KE.91.KNH1254.AY945737,0.03-7	21_A2D	-4913.956822150311
2275,Ref.05_DF.BE.x.VI1310.AF193253,0.01-7	05_DF	-4763.623659498508
10619,Ref.25_cpx.SA.03.J11451.EU697908,0.1-4	25_cpx	-5412.428992435906
9291,Ref.F1.BR.93.93BR020_1.AF005494,0.05-6	F1	-5025.871547393454
8247,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.07-8	10_CD	-5204.151992464018
4431,Ref.35_AD.AF.05.05AF095.EF158041,0.04-2	35_AD	-4945.334324453703
6566,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.08-4	46_BF	-5250.954682290007
9065,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.05-1	13_cpx	-5120.769913062772
9364,Ref.B.TH.90.BK132.AY173951,0.05-7	B	-4909.784651388995
11176,Ref.28_BF.BR.99.BREPM12817.DQ085874,0.1-9	B	-5384.835154095203
2303,Ref.G.PT.x.PT2695.AY612637,0.01-7	G	-4777.309904349385
4266,Ref.23_BG.CU.03.CB347.AY900572,0.03-4	23_BG	-4955.03007453287
11332,Ref.39_BF.BR.03.03BRRJ327.EU735536,0.1-8	B	-5402.583133415252
14229,Ref.G.KE.93.HH8793_12_1.AF061641,0.09-7	G	-5324.14895475504
8026,Ref.43_02G.SA.03.J11243.EU697907,0.05-8	43_02G	-5051.972585258468
8439,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.07-9	29_BF	-5216.591862254483
10935,Ref.25_cpx.SA.03.J11451.EU697908,0.1-6	25_cpx	-5441.251810540955
1784,Ref.16_A2D.KR.97.97KR004.AF286239,0.02-3	16_A2D	-4936.063629282347
14391,Ref.01_AE.CN.05.05GX001.GU564221,0.09-4	01_AE	-5194.985356086142
2384,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.01-4	11_cpx	-4704.241366695745
12987,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.03-6	10_CD	-4883.531713709744
5198,Ref.24_BG.ES.08.X2456_2.FJ670526,0.08-8	24_BG	-5320.870181708517
12555,Ref.17_BF.PE.02.PE02_PCR0155.EU581828,0.06-2	17_BF	-5204.501623396948
7566,Ref.34_01B.TH.99.OUR2478P.EF165541,0.07-1	01_AE	-5115.4610477867955
2530,Ref.D.TZ.01.A280.AY253311,0.01-5	D	-4697.496281441035
11227,Ref.G.KE.93.HH8793_12_1.AF061641,0.1-8	G	-5351.967673848744
5441,Ref.33_01B.MY.05.05MYKL007_1.DQ366659,0.08-3	01_AE	-5242.148486402652
14663,Ref.F1.BR.93.93BR020_1.AF005494,0.09-5	F1	-5242.807460974591
8618,Ref.A1.RW.92.92RW008.AB253421,0.05-2	A1	-5040.470351627754
9183,Ref.21_A2D.KE.99.KER2003.AF457051,0.05-6	21_A2D	-5038.769676484163
5307,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.06-3	40_BF	-5112.951052910186
4974,Ref.H.BE.93.VI991.AF190127,0.08-9	H	-5325.354876766389
2006,Ref.26_AU.CD.97.97CD_KTB119.FM877777,0.02-2	26_AU	-4853.748387265731
6732,Ref.25_cpx.SA.03.J11233.EU697906,0.07-4	25_cpx	-5111.768625045226
10950,Ref.09_cpx.US.99.99DE4057.AY093607,0.1-6	09_cpx	-5196.44852156384
7808,Ref.J.CM.04.04CMU11421.GU237072,0.07-3	J	-5092.329008219703
13348,Ref.H.BE.93.VI991.AF190127,0.06-8	H	-5181.472570809749
5942,Ref.25_cpx.SA.03.J11233.EU697906,0.08-0	25_cpx	-5245.541785608541
15679,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.06-7	36_cpx	-5076.156308790472
4879,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.04-0	17_BF	-4956.7813440057225
10678,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.1-4	40_BF	-5388.6685964798435
8196,Ref.43_02G.SA.03.J11223.EU697904,0.05-9	43_02G	-4989.147869406958
10560,Ref.14_BG.PT.00.00PTHDE10.GU230137,0.1-5	A1	-5443.381440082685
13045,Ref.F2.CM.95.95CM_MP255.AJ249236,0.03-6	F2	-4843.892525074917
8563,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.05-2	10_CD	-5057.480057799492
9675,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.05-5	36_cpx	-5034.969603830428
13841,Ref.07_BC.CN.98.98CN009.AF286230,0.09-8	C	-5234.19621215557
450,Ref.38_BF1.UY.05.UY05_4752.FJ213780,0.02-8	38_BF1	-4856.781386280998
2637,Ref.24_BG.CU.03.CB378.AY900574,0.01-5	24_BG	-4702.848161212633
6145,Ref.19_cpx.CU.99.CU7.AY894994,0.08-7	19_cpx	-5187.785651346668
7949,Ref.15_01B.TH.99.99TH_MU2079.AF516184,0.05-8	15_01B	-5009.580529271353
445,Ref.12_BF.AR.97.A32879.AF408629,0.02-8	12_BF	-4759.087399707374
2131,Ref.03_AB.RU.97.KAL153_2.AF193276,0.01-6	03_AB	-4581.703797333653
14783,Ref.F2.CM.95.95CM_MP255.AJ249236,0.09-2	F2	-5218.650159884748
2153,Ref.01_AE.TH.90.CM240.U54771,0.01-6	01_AE	-4612.357529309456
14592,Ref.F2.CM.02.02CM_0016BBY.AY371158,0.09-5	F2	-5133.203523391361
7983,Ref.27_cpx.CD.97.97CDKTB49.AJ404325,0.05-8	27_cpx	-5191.661591136612
