reference	major subtype found	log_likelihood of the reference subtype
13525,Ref.07_BC.CN.98.98CN009.AF286230,0.06-1	07_BC	-9799.664237668892
15372,Ref.16_A2D.KR.97.97KR004.AF286239,0.03-7	16_A2D	-6659.026355727205
5946,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.08-0	04_cpx	-11799.588332415336
305,Ref.A2.CM.01.01CM_1445MV.GU201516,0.02-9	A2	-5002.565331452763
13931,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.09-9	13_cpx	-12489.472156590793
15137,Ref.F1.BR.93.93BR020_1.AF005494,0.09-0	F1	-11739.75821304491
7640,Ref.F2.CM.02.02CM_0016BBY.AY371158,0.07-2	F2	-10379.33739271737
1994,Ref.K.CM.96.96CM_MP535.AJ249239,0.02-2	K	-5275.396303543016
6497,Ref.21_A2D.KE.99.KER2003.AF457051,0.08-4	21_A2D	-11604.410195809114
9324,Ref.D.TZ.01.A280.AY253311,0.05-7	D	-8540.321614297596
14461,Ref.27_cpx.CD.97.97CDKTB49.AJ404325,0.09-4	27_cpx	-12407.170665494657
228,Ref.37_cpx.CM.97.CM53392.AF377957,0.02-9	37_cpx	-5182.126754351916
5311,Ref.11_cpx.CM.97.MP818.AJ291718,0.06-3	11_cpx	-9729.854939811472
10553,Ref.C.IN.95.95IN21068.AF067155,0.1-5	C	-12595.863702203702
8282,Ref.J.CM.04.04CMU11421.GU237072,0.07-8	J	-9617.790731249435
8242,Ref.16_A2D.KE.91.KNH1271.AY945736,0.07-8	16_A2D	-11184.389517905589
10257,Ref.21_A2D.KE.99.KSM4001.AF457072,0.1-3	21_A2D	-12979.811404706328
4452,Ref.02_AG.LR.x.POC44951.AB485636,0.04-2	02_AG	-7255.038868689009
8256,Ref.33_01B.ID.07.JKT194_C.AB547464,0.07-8	33_01B	-10698.86074063814
9881,Ref.43_02G.SA.03.J11456.EU697909,0.1-1	43_02G	-12948.293178739661
10598,Ref.08_BC.CN.97.97CNGX_6F.AY008715,0.1-4	08_BC	-12976.28600987234
10758,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.1-7	11_cpx	-12817.19687989413
3866,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.02-4	17_BF	-4892.188422061269
13272,Ref.23_BG.CU.03.CB347.AY900572,0.06-8	23_BG	-10197.610186438453
66,Ref.J.CM.04.04CMU11421.GU237072,0.06-9	J	-8946.413455780448
14508,Ref.18_cpx.CU.99.CU14.AY586541,0.09-4	18_cpx	-12313.37764782802
1910,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.02-2	11_cpx	-4835.931869929005
10292,Ref.27_cpx.FR.04.04CD_FR_KZS.AM851091,0.1-2	27_cpx	-12995.429392683991
10438,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.1-5	J	-13053.413194557494
5860,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.08-0	11_cpx	-11293.177150602416
14865,Ref.01_AE.CN.05.05GX001.GU564221,0.09-3	01_AE	-11717.3559032528
616,Ref.24_BG.ES.08.X2456_2.FJ670526,0.04-9	24_BG	-7377.704380997334
12594,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.06-2	22_01A1	-9973.459946593754
2519,Ref.47_BF.ES.08.P1942.GQ372987,0.01-4	47_BF	-3459.356966962832
12470,Ref.F1.BE.93.VI850.AF077336,0.03-2	F1	-6124.585635706888
9056,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.05-1	10_CD	-8783.909238614726
1024,Ref.H.BE.93.VI991.AF190127,0.04-6	H	-7521.059272142717
3393,Ref.45_cpx.CM.97.97CM_MP814.FN392876,0.01-8	45_cpx	-3560.1245201061665
5707,Ref.21_A2D.KE.99.KER2003.AF457051,0.08-1	21_A2D	-11744.738534329681
14640,Ref.02_AG.NG.x.IBNG.L39106,0.09-5	02_AG	-11739.542803591075
11496,Ref.F2.CM.97.CM53657.AF377956,0.04-4	F2	-7476.530421115057
2929,Ref.43_02G.SA.03.J11456.EU697909,0.01-3	43_02G	-3426.1153164197062
3156,Ref.44_BF.CL.00.CH80.FJ358521,0.01-0	44_BF	-3648.3535454760236
4670,Ref.46_BF.BR.07.07BR_FPS625.HM026456,0.04-1	46_BF	-7693.92340695979
15025,Ref.C.ZA.04.04ZASK146.AY772699,0.09-0	C	-11542.7498332284
8,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.06-9	29_BF	-9631.33713533645
438,Ref.02_AG.CM.99.pBD6_15.AY271690,0.02-8	02_AG	-4712.605836042693
12611,Ref.12_BF.AR.97.A32879.AF408629,0.06-2	12_BF	-9610.312430788188
4393,Ref.F1.BR.93.93BR020_1.AF005494,0.03-4	F1	-6062.497494427265
15175,Ref.35_AD.AF.05.05AF095.EF158041,0.09-1	35_AD	-12489.475581982584
12169,Ref.H.BE.93.VI997.AF190128,0.03-1	H	-6318.837199585936
9548,Ref.19_cpx.CU.99.CU29.AY588971,0.05-4	19_cpx	-8907.034422300538
1579,Ref.32_06A1.EE.01.EE0369.AY535660,0.02-1	32_06A1	-5828.014578084017
15721,Ref.12_BF.AR.97.A32989.AF408630,0.06-7	12_BF	-9457.504288107633
4699,Ref.35_AD.AF.05.05AF026.EF158043,0.04-1	35_AD	-7782.7859364027745
6558,Ref.37_cpx.CM.00.00CMNYU926.EF116594,0.08-4	37_cpx	-11249.966986496405
2996,Ref.49_cpx.GM.97.N28353.HQ385478,0.01-3	49_cpx	-3165.318633617108
2059,Ref.04_cpx.CY.94.94CY032_3.AF049337,0.01-6	04_cpx	-3134.7158340830374
150,Ref.05_DF.BE.93.VI961.AF076998,0.06-9	05_DF	-9859.966567872594
9924,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.1-1	10_CD	-13167.083005173314
370,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.02-8	06_cpx	-4792.371691992069
8931,Ref.27_cpx.CD.97.97CDKTB49.AJ404325,0.05-0	27_cpx	-8927.576090896768
12869,Ref.39_BF.BR.03.03BRRJ103.EU735534,0.03-5	39_BF	-6512.049966731384
7525,Ref.01_AE.TH.90.CM240.U54771,0.07-1	01_AE	-10419.429637280877
5422,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.08-3	10_CD	-11287.042089511611
262,Ref.02_AG.NG.x.IBNG.L39106,0.02-9	02_AG	-4349.450067877605
9956,Ref.D.TZ.01.A280.AY253311,0.1-0	D	-12357.073395147754
12319,Ref.13_cpx.CM.96.96CM_1849.AF460972,0.03-1	13_cpx	-6462.247229405861
2071,Ref.18_cpx.CM.97.CM53379.AF377959,0.01-6	18_cpx	-3425.944730990683
14260,Ref.33_01B.ID.07.JKT194_C.AB547464,0.09-7	33_01B	-12430.808075256627
11149,Ref.F2.CM.95.95CM_MP255.AJ249236,0.1-9	F2	-12984.57931191045
11766,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.03-8	17_BF	-6269.752203188373
3027,Ref.D.UG.94.94UG114.U88824,0.01-0	D	-3377.275777693197
13405,Ref.49_cpx.GM.03.N26677.HQ385479,0.06-8	49_cpx	-9487.705098984281
12294,Ref.10_CD.TZ.96.96TZ_BF071.AF289549,0.03-1	10_CD	-6332.8333915939675
8471,Ref.11_cpx.CM.97.MP818.AJ291718,0.07-9	11_cpx	-10434.178785996211
1948,Ref.D.CM.01.01CM_4412HAL.AY371157,0.02-2	D	-4559.224482640322
9877,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.1-1	40_BF	-13138.197381130416
3466,Ref.15_01B.TH.96.M169.DQ354120,0.01-8	15_01B	-3101.6049481814125
4801,Ref.D.CD.83.ELI.K03454,0.04-0	D	-7155.2090767231975
13701,Ref.01_AE.AF.07.569M.GQ477441,0.06-0	01_AE	-9355.649048447207
5726,Ref.25_cpx.CM.06.06CM_BA_040.EU693240,0.08-1	25_cpx	-11539.257836327908
4109,Ref.29_BF.BR.02.BREPM119.AY771590,0.03-3	29_BF	-6180.107704205686
2284,Ref.47_BF.ES.08.X2457_2.FJ670529,0.01-7	47_BF	-3533.700419520464
12123,Ref.J.SE.93.SE9280_7887.AF082394,0.03-0	J	-6423.686153548979
14787,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.09-2	40_BF	-12221.778049559618
8907,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.05-0	13_cpx	-8922.089999017318
1334,Ref.37_cpx.CM.97.CM53392.AF377957,0.02-6	37_cpx	-5408.545070176428
3847,Ref.C.BR.92.BR025_d.U52953,0.02-4	C	-4752.191684315166
5499,Ref.F1.BR.93.93BR020_1.AF005494,0.08-3	F1	-11388.893994100039
9795,Ref.32_06A1.EE.01.EE0369.AY535660,0.05-5	32_06A1	-9627.408920960457
8945,Ref.11_cpx.CM.97.MP818.AJ291718,0.05-0	11_cpx	-8640.501066016426
8683,Ref.31_BC.BR.04.04BR142.AY727527,0.05-2	31_BC	-8624.871060385452
6790,Ref.44_BF.CL.00.CH80.FJ358521,0.07-4	44_BF	-10949.03349529197
13471,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.06-1	45_cpx	-9680.23047696181
285,Ref.F1.BR.93.93BR020_1.AF005494,0.02-9	F1	-4419.595481015091
4604,Ref.27_cpx.FR.04.04CD_FR_KZS.AM851091,0.04-1	27_cpx	-7953.428277765021
12647,Ref.35_AD.AF.05.05AF095.EF158041,0.06-5	35_AD	-9994.116487901407
13717,Ref.12_BF.AR.97.A32879.AF408629,0.06-0	12_BF	-9537.036214072383
4606,Ref.08_BC.CN.06.nx2.HM067748,0.04-1	08_BC	-7499.3693613252035
3689,Ref.C.BR.92.BR025_d.U52953,0.02-5	C	-4922.823529241648
10212,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.1-3	04_cpx	-13435.359476501993
1778,Ref.33_01B.ID.07.JKT194_C.AB547464,0.02-3	33_01B	-4951.378021200139
12193,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.03-1	13_cpx	-6440.4353655155455
582,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.04-9	38_BF1	-7492.76429525142
13440,Ref.J.CD.97.J_97DC_KTB147.EF614151,0.06-1	J	-9691.434456458828
11870,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.03-9	26_AU	-6517.341028000083
2821,Ref.39_BF.BR.04.04BRRJ179.EU735535,0.01-2	39_BF	-3435.655502942745
12115,Ref.20_BG.CU.99.Cu103.AY586545,0.03-0	20_BG	-5993.3918416416545
5553,Ref.14_BG.ES.00.X623.AF450097,0.08-2	14_BG	-11355.273107683974
873,Ref.27_cpx.CD.97.97CDKTB49.AJ404325,0.04-7	27_cpx	-7938.688612238808
2230,Ref.A2.CD.97.97CDKTB48.AF286238,0.01-7	A2	-3525.367004914731
12897,Ref.01_AE.TH.90.CM240.U54771,0.03-5	01_AE	-5774.9671450673495
199,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.02-9	45_cpx	-5079.612349919345
2868,Ref.08_BC.CN.06.nx2.HM067748,0.01-3	08_BC	-3303.946645703895
3205,Ref.F2.CM.95.95CM_MP257.AJ249237,0.01-1	F2	-3242.0952405939474
9422,Ref.04_cpx.GR.91.GR11_97PVCH.AF119820,0.05-7	04_cpx	-8640.130418780891
14705,Ref.H.GB.00.00GBAC4001.FJ711703,0.09-2	H	-11791.705971281668
9838,Ref.B.TH.90.BK132.AY173951,0.1-1	B	-12543.587779470961
13912,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.09-9	29_BF	-12124.34565349275
10218,Ref.46_BF.BR.01.01BR125.DQ358802,0.1-3	46_BF	-13007.57414049229
3575,Ref.01_AE.TH.90.CM240.U54771,0.01-9	01_AE	-2886.585921212717
14362,Ref.24_BG.ES.08.X2456_2.FJ670526,0.09-7	24_BG	-12101.97222963469
238,Ref.37_cpx.CM.00.00CMNYU926.EF116594,0.02-9	37_cpx	-5123.669236118094
1445,Ref.14_BG.ES.00.X623.AF450097,0.02-1	14_BG	-4925.619310921216
11679,Ref.21_A2D.KE.99.KSM4001.AF457072,0.04-3	21_A2D	-7629.100181043533
4571,Ref.A2.CM.01.01CM_1445MV.GU201516,0.04-2	A2	-7529.238334805142
5288,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.06-3	17_BF	-9882.724876700859
4129,Ref.38_BF1.UY.04.UY04_3987.FJ213781,0.03-3	38_BF1	-6510.945162245325
9827,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.1-1	10_CD	-13179.236943813989
373,Ref.18_cpx.CU.99.CU68.AY894993,0.02-8	18_cpx	-4791.906516365584
10463,Ref.07_BC.CN.05.XJDC6431_2.EF368372,0.1-5	07_BC	-12912.782891340987
8184,Ref.43_02G.SA.03.J11243.EU697907,0.05-9	43_02G	-8605.620643675757
933,Ref.C.ET.86.ETH2220.U46016,0.04-7	C	-7398.264790607265
8587,Ref.C.BR.92.BR025_d.U52953,0.05-2	C	-8273.841265252238
1802,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.02-3	26_AU	-5009.432155980327
10869,Ref.C.IN.95.95IN21068.AF067155,0.1-7	C	-12417.380634376148
24,Ref.08_BC.CN.06.nx2.HM067748,0.06-9	08_BC	-9965.083805333914
1320,Ref.F2.CM.02.02CM_0016BBY.AY371158,0.02-6	F2	-4704.726697740872
5601,Ref.39_BF.BR.03.03BRRJ103.EU735534,0.08-2	39_BF	-11793.30381474837
11490,Ref.39_BF.BR.03.03BRRJ327.EU735536,0.04-4	39_BF	-7786.039382506715
13680,Ref.40_BF.BR.04.04BRRJ115.EU735538,0.06-0	40_BF	-9679.708168394971
11849,Ref.32_06A1.EE.01.EE0369.AY535660,0.03-8	32_06A1	-7147.9458991758565
8486,Ref.22_01A1.CM.02.02CM_3097MN.GQ229529,0.07-9	22_01A1	-11068.227654442724
12138,Ref.18_cpx.CU.99.CU14.AY586541,0.03-0	18_cpx	-6283.979549565129
14056,Ref.49_cpx.GM.97.N28353.HQ385478,0.09-9	49_cpx	-11848.010714694323
13383,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.06-8	45_cpx	-9706.721115262806
12659,Ref.21_A2D.KE.99.KER2003.AF457051,0.06-5	21_A2D	-9692.00808472542
6299,Ref.05_DF.ES.99.X492.AY227107,0.08-6	05_DF	-11555.727787683
8215,Ref.32_06A1.EE.01.EE0369.AY535660,0.05-9	32_06A1	-9523.625536180562
5151,Ref.07_BC.CN.98.98CN009.AF286230,0.08-8	07_BC	-11219.895902918093
15440,Ref.39_BF.BR.03.03BRRJ327.EU735536,0.03-7	39_BF	-6386.318503784667
15024,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.09-0	11_cpx	-12072.046136066167
8606,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.05-2	17_BF	-8813.691811109013
2794,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.01-2	38_BF1	-3434.05571633084
14224,Ref.09_cpx.SN.95.95SN1795.AY093603,0.09-7	09_cpx	-12179.01584706828
5316,Ref.28_BF.BR.99.BREPM12609.DQ085873,0.06-3	28_BF	-9858.02805628204
10060,Ref.46_BF.BR.01.01BR125.DQ358802,0.1-0	46_BF	-13206.368205618292
7104,Ref.49_cpx.GM.97.N28353.HQ385478,0.07-6	49_cpx	-10196.85204484782
7420,Ref.49_cpx.GM.97.N28353.HQ385478,0.07-0	49_cpx	-10363.834366370174
8684,Ref.49_cpx.GM.97.N28353.HQ385478,0.05-2	49_cpx	-8476.010045087367
9735,Ref.11_cpx.CM.97.MP818.AJ291718,0.05-5	11_cpx	-8525.017678639928
12454,Ref.18_cpx.CU.99.CU14.AY586541,0.03-2	18_cpx	-6265.584243894943
5371,Ref.32_06A1.EE.01.EE0369.AY535660,0.06-3	32_06A1	-10850.151712155142
381,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.02-8	29_BF	-4891.472732354842
14785,Ref.G.PT.x.PT2695.AY612637,0.09-2	G	-12090.15936798367
7851,Ref.24_BG.CU.03.CB378.AY900574,0.07-3	24_BG	-10540.663742398163
5783,Ref.07_BC.CN.98.98CN009.AF286230,0.08-1	07_BC	-11090.433220794204
14724,Ref.33_01B.MY.05.05MYKL045_1.DQ366662,0.09-2	33_01B	-12713.608428343736
11671,Ref.05_DF.ES.99.X492.AY227107,0.04-3	05_DF	-7632.521271475309
13428,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.06-8	28_BF	-10044.652122174462
2568,Ref.33_01B.ID.07.JKT194_C.AB547464,0.01-5	33_01B	-3367.0899430200902
10851,Ref.20_BG.CU.99.Cu103.AY586545,0.1-7	20_BG	-13147.739888064607
11752,Ref.A1.AU.03.PS1044_Day0.DQ676872,0.03-8	A1	-6275.691304484832
14563,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.09-5	13_cpx	-12455.281278785593
3228,Ref.19_cpx.CU.99.CU29.AY588971,0.01-1	19_cpx	-3421.5556973065686
7626,Ref.B.TH.90.BK132.AY173951,0.07-2	B	-10218.614739041128
5087,Ref.10_CD.TZ.96.96TZ_BF110.AF289550,0.08-8	10_CD	-11766.888966565126
725,Ref.40_BF.BR.04.04BRSQ46.EU735540,0.04-8	40_BF	-7493.534082091868
6148,Ref.46_BF.BR.01.01BR087.DQ358801,0.08-7	46_BF	-11267.608442662726
2396,Ref.16_A2D.KE.91.KNH1271.AY945736,0.01-4	16_A2D	-3813.0474570409256
5704,Ref.31_BC.BR.02.110PA.EF091932,0.08-1	31_BC	-11525.30088977782
13764,Ref.A2.CD.97.97CDKTB48.AF286238,0.09-8	A2	-12237.07387751924
11242,Ref.08_BC.CN.06.nx2.HM067748,0.1-8	08_BC	-12847.762650079303
11618,Ref.31_BC.BR.04.04BR137.AY727526,0.04-3	31_BC	-7627.323893071748
14216,Ref.44_BF.CL.00.CH80.FJ358521,0.09-6	44_BF	-13061.697722382629
11413,Ref.36_cpx.CM.00.00CMNYU1162.EF087995,0.04-4	36_cpx	-7831.294220634328
10992,Ref.06_cpx.AU.96.BFP90.AF064699,0.1-6	06_cpx	-12652.638566394637
9321,Ref.32_06A1.EE.01.EE0369.AY535660,0.05-6	32_06A1	-9592.218952051804
11216,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.1-9	28_BF	-13290.161010727623
13059,Ref.F1.FR.96.96FR_MP411.AJ249238,0.03-6	F1	-6051.911083782498
3941,Ref.47_BF.ES.08.P1942.GQ372987,0.02-4	47_BF	-5056.933087216133
5136,Ref.37_cpx.CM.00.00CMNYU926.EF116594,0.08-8	37_cpx	-11381.182036039021
11264,Ref.16_A2D.KR.97.97KR004.AF286239,0.1-8	16_A2D	-13624.634961073494
4193,Ref.43_02G.SA.03.J11456.EU697909,0.03-3	43_02G	-6431.413463315524
1555,Ref.49_cpx.GM.03.N26677.HQ385479,0.02-1	49_cpx	-4855.860749884144
13274,Ref.D.TZ.01.A280.AY253311,0.06-8	D	-9564.280104872289
6885,Ref.G.PT.x.PT2695.AY612637,0.07-5	G	-10508.982518359211
10317,Ref.49_cpx.GM.02.N18380.HQ385477,0.1-2	49_cpx	-12568.972073803068
2544,Ref.31_BC.BR.02.110PA.EF091932,0.01-5	31_BC	-3391.0189823616306
8177,Ref.H.CF.90.056.AF005496,0.05-9	H	-8414.483441481856
89,Ref.F2.CM.95.95CM_MP255.AJ249236,0.06-9	F2	-9757.170296516262
9682,Ref.19_cpx.CU.99.CU38.AY588970,0.05-5	19_cpx	-8514.183714884048
13999,Ref.07_BC.CN.98.98CN009.AF286230,0.09-9	07_BC	-12230.358220826094
7649,Ref.29_BF.BR.01.BREPM16704.DQ085876,0.07-2	29_BF	-10580.008820500525
3842,Ref.10_CD.TZ.96.96TZ_BF061.AF289548,0.02-4	10_CD	-4931.363646982409
3846,Ref.06_cpx.GH.03.03GH173_06.AB286851,0.02-4	06_cpx	-4981.812044651797
9245,Ref.40_BF.BR.05.05BRRJ200.EU735539,0.05-6	40_BF	-8648.545166217484
5070,Ref.11_cpx.CM.95.95CM_1816.AF492624,0.08-8	11_cpx	-11625.217158577945
4865,Ref.C.IN.95.95IN21068.AF067155,0.04-0	C	-7236.56674203032
9493,Ref.01_AE.CN.05.05GX001.GU564221,0.05-4	01_AE	-8158.5593894772865
1495,Ref.17_BF.PE.02.PE02_PCR0155.EU581828,0.02-1	17_BF	-4789.22646833401
3046,Ref.19_cpx.CU.99.CU38.AY588970,0.01-0	19_cpx	-3315.872192130154
6083,Ref.12_BF.AR.97.A32989.AF408630,0.08-7	12_BF	-11447.51749823982
1758,Ref.26_AU.CD.02.02CD_KS069.FM877780,0.02-3	26_AU	-4823.992200587389
3427,Ref.24_BG.CU.03.CB378.AY900574,0.01-8	24_BG	-3161.8740945994477
657,Ref.D.UG.94.94UG114.U88824,0.04-8	D	-7455.497328583303
3859,Ref.A2.CY.94.94CY017_41.AF286237,0.02-4	A2	-5049.027911480403
214,Ref.F2.CM.02.02CM_0016BBY.AY371158,0.02-9	F2	-4615.431357283441
1949,Ref.04_cpx.GR.97.GR84_97PVMY.AF119819,0.02-2	04_cpx	-4781.886388044959
2320,Ref.38_BF1.UY.04.UY04_4022.FJ213782,0.01-7	38_BF1	-3463.024826651177
4896,Ref.28_BF.BR.99.BREPM12313.DQ085872,0.04-0	28_BF	-7766.951455128181
13774,Ref.02_AG.LR.x.POC44951.AB485636,0.09-8	02_AG	-11960.679515010423
12391,Ref.A2.CY.94.94CY017_41.AF286237,0.03-2	A2	-6412.873265712563
15216,Ref.09_cpx.US.99.99DE4057.AY093607,0.09-1	09_cpx	-11555.049102469759
2199,Ref.21_A2D.KE.99.KSM4001.AF457072,0.01-6	21_A2D	-3324.2081652709503
4656,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.04-1	17_BF	-7524.857656414863
8943,Ref.07_BC.CN.98.98CN009.AF286230,0.05-0	07_BC	-8421.077999835172
2682,Ref.44_BF.CL.00.CH80.FJ358521,0.01-5	44_BF	-3691.6981461120263
14062,Ref.23_BG.CU.03.CB347.AY900572,0.09-6	23_BG	-12782.55160128793
10988,Ref.A1.RW.92.92RW008.AB253421,0.1-6	A1	-12555.39907080369
10095,Ref.19_cpx.CU.99.CU7.AY894994,0.1-0	19_cpx	-13405.736204220253
3239,Ref.12_BF.AR.97.A32989.AF408630,0.01-1	12_BF	-3143.2674159450853
1721,Ref.19_cpx.CU.99.CU7.AY894994,0.02-0	19_cpx	-4879.046774984867
13473,Ref.23_BG.CU.03.CB118.AY900571,0.06-1	23_BG	-10192.4129030883
4357,Ref.G.PT.x.PT2695.AY612637,0.03-4	G	-6043.821093297083
5711,Ref.14_BG.ES.00.X623.AF450097,0.08-1	14_BG	-11789.995257262963
13369,Ref.11_cpx.CM.97.MP818.AJ291718,0.06-8	11_cpx	-9671.966811175758
6379,Ref.13_cpx.CM.02.02CM_A1394.DQ845388,0.08-5	13_cpx	-12074.279022338182
5130,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.08-8	17_BF	-11411.739254861237
3363,Ref.F2.CM.95.95CM_MP257.AJ249237,0.01-8	F2	-3334.1966612632687
13075,Ref.H.CF.90.056.AF005496,0.03-6	H	-6256.242303957998
10310,Ref.33_01B.ID.07.JKT194_C.AB547464,0.1-2	33_01B	-12971.624122704876
200,Ref.B.TH.90.BK132.AY173951,0.02-9	B	-4565.510359682403
7602,Ref.A2.CD.97.97CDKTB48.AF286238,0.07-2	A2	-10625.179139336899
2500,Ref.18_cpx.CU.99.CU14.AY586541,0.01-4	18_cpx	-3181.877411500957
2220,Ref.29_BF.BR.99.BREPM11948.DQ085871,0.01-7	29_BF	-3450.256740132145
14315,Ref.07_BC.CN.98.98CN009.AF286230,0.09-7	07_BC	-12121.24669212696
12049,Ref.45_cpx.GA.97.97GA_TB45.FN392877,0.03-0	45_cpx	-6548.575089719946
10946,Ref.19_cpx.CU.99.CU38.AY588970,0.1-6	19_cpx	-13130.299093807667
9210,Ref.16_A2D.KR.97.97KR004.AF286239,0.05-6	16_A2D	-9157.271384201893
14935,Ref.27_cpx.CD.97.97CDKTB49.AJ404325,0.09-3	27_cpx	-12669.226922460814
11048,Ref.F1.BE.93.VI850.AF077336,0.1-6	F1	-12582.5682133123
9231,Ref.A2.CY.94.94CY017_41.AF286237,0.05-6	A2	-8835.447806538958
7148,Ref.25_cpx.CM.06.06CM_BA_040.EU693240,0.07-7	25_cpx	-10459.999444675532
541,Ref.A2.CY.94.94CY017_41.AF286237,0.04-9	A2	-7869.361004937219
4014,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.04-5	26_AU	-7594.044913395488
5985,Ref.17_BF.BO.02.BO02_BOL119.EU581827,0.08-0	17_BF	-11530.56130570116
14585,Ref.15_01B.TH.99.99TH_MU2079.AF516184,0.09-5	15_01B	-12353.152585138303
5201,Ref.21_A2D.KE.99.KSM4001.AF457072,0.08-8	21_A2D	-11595.731745475741
9441,Ref.H.CF.90.056.AF005496,0.05-7	H	-8567.573507090565
13022,Ref.J.CM.04.04CMU11421.GU237072,0.03-6	J	-6327.817854435868
7085,Ref.49_cpx.GM.03.N26677.HQ385479,0.07-6	49_cpx	-10535.382306224943
13319,Ref.49_cpx.GM.02.N18380.HQ385477,0.06-8	49_cpx	-9535.63025879673
13646,Ref.24_BG.CU.03.CB471.AY900575,0.06-0	24_BG	-9974.850283035088
13258,Ref.46_BF.BR.01.01BR087.DQ358801,0.06-6	46_BF	-9651.968237832329
14092,Ref.33_01B.MY.05.05MYKL045_1.DQ366662,0.09-6	33_01B	-12447.131250824326
8124,Ref.J.CM.04.04CMU11421.GU237072,0.05-9	J	-8200.147290742516
2251,Ref.F1.FI.93.FIN9363.AF075703,0.01-7	F1	-3253.839833203375
5687,Ref.32_06A1.EE.01.EE0369.AY535660,0.08-2	32_06A1	-12150.383023425155
12745,Ref.21_A2D.KE.91.KNH1254.AY945737,0.06-5	21_A2D	-9752.388664711147
3587,Ref.45_cpx.CD.97.97CD_MBFE185.FN392874,0.01-9	45_cpx	-3556.916624376486
1133,Ref.13_cpx.CM.04.04CM_632_28.DQ845387,0.02-7	13_cpx	-4897.230704777082
14976,Ref.36_cpx.CM.00.00CMNYU830.EF087994,0.09-3	36_cpx	-12102.230956841477
10903,Ref.29_BF.BR.02.BREPM119.AY771590,0.1-6	29_BF	-13173.795886904016
6968,Ref.31_BC.BR.02.110PA.EF091932,0.07-6	31_BC	-10574.296715517814
3388,Ref.37_cpx.CM.97.CM53392.AF377957,0.01-8	37_cpx	-3843.522406679679
13186,Ref.47_BF.ES.08.X2457_2.FJ670529,0.06-6	47_BF	-9861.206076892715
8504,Ref.18_cpx.CU.99.CU14.AY586541,0.07-9	18_cpx	-10497.014583539438
7133,Ref.14_BG.ES.00.X623.AF450097,0.07-7	14_BG	-10773.627711461766
14297,Ref.03_AB.RU.97.KAL153_2.AF193276,0.09-7	03_AB	-12521.334371390247
2444,Ref.17_BF.AR.02.AR02_ARG1139.EU581825,0.01-4	17_BF	-3311.2081557105253
13571,Ref.19_cpx.CU.99.CU7.AY894994,0.06-1	19_cpx	-9581.13681490227
29,Ref.14_BG.ES.00.X605.AF450096,0.06-9	14_BG	-9663.493939661752
10018,Ref.26_AU.CD.02.02CD_MBTB047.FM877782,0.1-0	26_AU	-12935.77059329608
10834,Ref.06_cpx.AU.96.BFP90.AF064699,0.1-7	06_cpx	-13025.613788941493
10800,Ref.F2.CM.02.02CM_0016BBY.AY371158,0.1-7	F2	-12612.915289930983
7415,Ref.A2.CM.01.01CM_1445MV.GU201516,0.07-0	A2	-10753.656901892075
2848,Ref.09_cpx.SN.95.95SN1795.AY093603,0.01-3	09_cpx	-2563.1092446672264
10906,Ref.09_cpx.SN.95.95SN1795.AY093603,0.1-6	09_cpx	-12760.748868822575
