name,length,assignment,support,begin,end,type,pure,pure_support,pure_inner,pure_outer,scan_best_support,scan_assigned_support,scan_assigned_nosupport,scan_best_profile,scan_assigned_profile,crf,crf_support,crf_inner,crf_outer,crfscan_best_support,crfscan_assigned_support,crfscan_assigned_nosupport,crfscan_best_profile,crfscan_assigned_profile,major_id,minor_id
"6016",3006,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.867,0.767,0.15,J K J H J,- J - K J - J - J,J,100.0,0.0,100.0,,,,,,,
"6017",3006,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.9,0.75,0.167,J K J H J,- J - K J - H - J - J -,J,100.0,0.0,100.0,,,,,,,
"6014",3011,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.867,0.817,0.067,K J H J,K J - J - J - J,J,100.0,0.0,100.0,,,,,,,
"6015",3005,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.8,0.7,0.15,G K J H J,- K - J - J - H J - J - J -,J,100.0,0.0,100.0,,,,,,,
"6012",3005,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.783,0.7,0.15,J H F1 J,- J - H - F1 - J,J,100.0,0.0,100.0,,,,,,,
"6013",3005,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.85,0.7,0.167,J H J F1,- J - J - J - F1,J,100.0,0.0,100.0,,,,,,,
"6010",3005,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.9,0.817,0.1,J F1 J,- J - F1 - J - J,J,100.0,0.0,100.0,,,,,,,
"6011",3005,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.85,0.75,0.117,J F1 J,- J - F1 - J -,J,100.0,0.0,100.0,,,,,,,
"8874",3013,"Check the bootscan",,2084,5096,HIV 1,K,100.0,,,0.833,0.8,0.2,K A1 G A1 J A1,K -,K,100.0,100.0,0.0,,,,,,,
"9447",3009,"Check the bootscan",,2084,5096,HIV 1,H,100.0,,,0.85,0.833,0.033,H G H,- G - H,H,100.0,100.0,0.0,,,,,,,
"8875",3008,"Check the bootscan",,2084,5096,HIV 1,K,100.0,,,0.8,0.8,0.017,F1 K,F1 - K,K,100.0,100.0,0.0,,,,,,,
"9871",3008,"Check the bootscan",,2084,5096,HIV 1,C,100.0,,,0.75,0.75,0.0,C F1 C,C F1 C,C,18.0,100.0,0.0,,,,,,,
"10604",3009,"Check the bootscan",,2084,5096,HIV 1,G,98.0,,,0.65,0.65,0.05,H G F1 G,- G - F1 - G,A,0.0,0.0,0.0,,,,,,,
"10384",3012,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.733,0.65,0.117,B J H J,B - J - J - J - J - J,J,99.0,0.0,100.0,,,,,,,
"10653",3002,"Check the bootscan",,2084,5096,HIV 1,G,97.0,,,0.7,0.683,0.033,H G H G,- G - H G,H,11.0,0.0,98.0,,,,,,,
"9668",3012,"Check the bootscan",,2084,5096,HIV 1,B,38.0,,,0.633,0.267,0.467,F1 B F1 B F1 C F1 G,- F1 - F1 - B - F1 - F1 -,F2,82.0,0.0,99.0,0.703,0.568,0.176,F2 B F2,- F2 - B - B - F2 - F2 -,,
"10110",3015,"Check the bootscan",,2084,5096,HIV 1,F1,100.0,,,0.817,0.8,0.1,F1 A1 F1,F1 - A1 - A1 - F1,F1,60.0,100.0,0.0,,,,,,,
"10657",3002,"Check the bootscan",,2084,5096,HIV 1,G,96.0,,,0.683,0.633,0.067,G H G,- G - H - G,H,25.0,0.0,98.0,,,,,,,
"10607",3005,"Check the bootscan",,2084,5096,HIV 1,G,94.0,,,0.633,0.617,0.067,H G J F1 G,- G - F1 - G,A,0.0,0.0,0.0,,,,,,,
"10441",3012,"Check the bootscan",,2084,5096,HIV 1,B,100.0,,,0.733,0.683,0.233,B F1 C F1 B,B - F1 - F1 - F1 - F1 - B,B,81.0,5.0,95.0,,,,,,,
"8635",2993,"Check the bootscan",,2084,5096,HIV 1,A1,70.0,,,0.683,0.283,0.5,A1 C A1 C A1 J A1 G A1,A1 - A1 - A1 - J -,A2,100.0,100.0,0.0,0.797,0.784,0.041,A2 J A2,A2 - J - A2,,
"10440",3012,"Check the bootscan",,2084,5096,HIV 1,B,100.0,,,0.8,0.717,0.25,B A1 F1 C F1 B,B - F1 - B,B,83.0,14.0,85.0,,,,,,,
"10650",3009,"Check the bootscan",,2084,5096,HIV 1,G,92.0,,,0.65,0.617,0.067,H G H G,- G - H - G,H,18.0,0.0,100.0,,,,,,,
"10233",3008,"Check the bootscan",,2084,5096,HIV 1,K,100.0,,,0.8,0.767,0.133,K A1 K,K - A1 - K,K,100.0,100.0,0.0,,,,,,,
"6128",3012,"HIV-1 Subtype B",100.0,2084,5096,HIV 1,B,100.0,,,0.95,0.883,0.117,B D B D B,B - B,B,100.0,97.0,0.0,,,,,,B,B
"6129",3012,"HIV-1 Subtype B",100.0,2084,5096,HIV 1,B,100.0,,,0.933,0.9,0.1,B A1 B,B - B,B,100.0,99.0,0.0,,,,,,B,B
"8234",3013,"Check the bootscan",,2084,5096,HIV 1,F1,65.0,,,0.65,0.367,0.417,F1 B F1 G K F1 D F1 G,F1 - F1 - F1 - F1 - K - F1 -,F2,100.0,23.0,77.0,0.743,0.676,0.108,F2 K F2,- F2 - K - F2 - F2 -,,
"6122",3012,"Check the bootscan",,2084,5096,HIV 1,B,100.0,,,0.883,0.85,0.05,B C B,B - C - B,B,100.0,90.0,10.0,,,,,,,
"6123",3012,"Check the bootscan",,2084,5096,HIV 1,B,100.0,,,0.9,0.833,0.083,B C B,B - C - B,B,100.0,98.0,0.0,,,,,,,
"6120",3012,"Check the bootscan",,2084,5096,HIV 1,B,100.0,,,0.867,0.833,0.033,B C B,B - C - B,B,100.0,96.0,0.0,,,,,,,
"6121",3012,"Check the bootscan",,2084,5096,HIV 1,B,100.0,,,0.867,0.833,0.033,B C B,B C - B,B,100.0,85.0,15.0,,,,,,,
"6126",2991,"Check the bootscan",,2084,5096,HIV 1,B,100.0,,,0.9,0.867,0.033,A1 B,A1 - B,B,90.0,91.0,9.0,,,,,,,
"6127",3012,"HIV-1 Subtype B",100.0,2084,5096,HIV 1,B,100.0,,,0.933,0.85,0.15,B A1 B,B - B,B,100.0,93.0,7.0,,,,,,B,B
"6124",3012,"Check the bootscan",,2084,5096,HIV 1,B,100.0,,,0.883,0.85,0.033,B C B,B - C - B,B,100.0,94.0,6.0,,,,,,,
"6125",3011,"Check the bootscan",,2084,5096,HIV 1,B,100.0,,,0.883,0.867,0.017,B C,B - C,B,100.0,99.0,0.0,,,,,,,
"7487",3006,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.9,0.717,0.217,J F1 J H J,- J - F1 - J - J - J -,J,100.0,0.0,100.0,,,,,,,
"10119",3017,"Check the bootscan",,2084,5096,HIV 1,F1,100.0,,,0.783,0.767,0.233,F1 G A1 G A1 J A1,F1 -,F1,78.0,100.0,0.0,,,,,,,
"10651",3009,"Check the bootscan",,2084,5096,HIV 1,G,94.0,,,0.683,0.65,0.05,H G H G,- G - H - G,H,21.0,0.0,100.0,,,,,,,
"10118",3017,"Check the bootscan",,2084,5096,HIV 1,F1,100.0,,,0.817,0.783,0.217,F1 A1 G F1,F1 - F1,F1,80.0,100.0,0.0,,,,,,,
"9888",3009,"Check the bootscan",,2084,5096,HIV 1,C,100.0,,,0.767,0.767,0.017,C K C,C - K C,C,47.0,100.0,0.0,,,,,,,
"9889",3009,"Check the bootscan",,2084,5096,HIV 1,C,100.0,,,0.733,0.733,0.017,C K C,C - K C,C,72.0,100.0,0.0,,,,,,,
"7509",3005,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.85,0.75,0.2,J H D J,- J - D - J,J,100.0,0.0,100.0,,,,,,,
"7508",3005,"HIV-1 Subtype J",100.0,2084,5096,HIV 1,J,100.0,,,0.917,0.8,0.183,J D J,- J - D - J - J -,J,100.0,0.0,100.0,,,,,,,
"10448",3012,"Check the bootscan",,2084,5096,HIV 1,B,100.0,,,0.767,0.733,0.1,B D B D B,B - D - B,B,99.0,56.0,44.0,,,,,,,
"7503",3005,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.867,0.717,0.2,J D J H J,- J - D - J - J - J,J,100.0,0.0,100.0,,,,,,,
"7502",3005,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.817,0.617,0.367,J C B D B J H J,- J - D - J - J - J - J,J,96.0,0.0,100.0,,,,,,,
"7501",3006,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.883,0.717,0.183,J D J H J,- J D - J - J - J,J,98.0,0.0,100.0,,,,,,,
"7500",3006,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.883,0.717,0.233,J D J H J,- J - J - D - J - J - J,J,100.0,0.0,100.0,,,,,,,
"7507",3005,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.817,0.733,0.133,J D J D J,- J D - J,J,100.0,0.0,100.0,,,,,,,
"7506",3005,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.817,0.717,0.183,J D H J,- J - J - D - J,J,100.0,0.0,100.0,,,,,,,
"7505",3005,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.833,0.733,0.217,J B A1 B D J H J,- J - D - J - J - J,J,100.0,0.0,100.0,,,,,,,
"7504",3005,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.85,0.7,0.217,J B D J H J,- J - D - J - J - J -,J,100.0,0.0,100.0,,,,,,,
"9409",3006,"Check the bootscan",,2084,5096,HIV 1,H,100.0,,,0.8,0.8,0.0,H K H,H K H,H,100.0,100.0,0.0,,,,,,,
"9997",2991,"Check the bootscan",,2084,5096,HIV 1,A1,71.0,,,0.583,0.35,0.367,A1 C A1 C A1 F1 A1,A1 - A1 - A1 - F1 -,A2,100.0,100.0,0.0,0.689,0.676,0.027,A2 F1 A2,A2 - F1 - A2,,
"9667",3012,"Check the bootscan",,2084,5096,HIV 1,F1,69.0,,,0.567,0.217,0.567,F1 B F1 B J F1 C F1 G,- F1 - B - F1 - F1 - F1 -,F2,99.0,0.0,100.0,0.73,0.635,0.149,F2 F1 B F2,- F2 - B - F2 - F2 -,,
"6636",3012,"Check the bootscan",,2084,5096,HIV 1,F1,97.0,,,0.667,0.367,0.417,F1 B F1 A1 F1 C F1 D G,- F1 - A1 - F1 - F1 -,F2,100.0,15.0,85.0,0.797,0.703,0.135,F2 A1 F2,- F2 - A1 - F2 - F2 -,,
"6637",3012,"Check the bootscan",,2084,5096,HIV 1,F1,100.0,,,0.7,0.45,0.383,F1 B F1 B F1 A1 F1 C F1 D F1 G F1,F1 - F1 - A1 - F1 - F1 - F1 -,F2,100.0,44.0,56.0,0.851,0.77,0.095,F2 A1 F2,- F2 - A1 - F2 - F2 -,,
"6634",3012,"Check the bootscan",,2084,5096,HIV 1,F1,98.0,,,0.683,0.267,0.583,F1 B F1 A1 F1 K F1 C F1 G,F1 - F1 - A1 - F1 - F1 - F1 -,F2,100.0,20.0,80.0,0.865,0.716,0.176,F2 A1 F2,- F2 - A1 - F2 - F2 - F2 -,,
"6635",3012,"Check the bootscan",,2084,5096,HIV 1,F1,98.0,,,0.65,0.333,0.5,F1 B F1 A1 K J F1 C F1 G,F1 - F1 - A1 - F1 - F1 -,F2,100.0,6.0,94.0,0.824,0.73,0.149,F2 A1 F2,- F2 - A1 - F2 - F2 -,,
"6632",3012,"Check the bootscan",,2084,5096,HIV 1,F1,99.0,,,0.7,0.317,0.633,F1 B F1 B K D A1 F1 K J F1 C F1 D F1 G C G,F1 - A1 - F1 - F1 - F1 -,F2,100.0,9.0,91.0,0.851,0.757,0.203,F2 D A1 F2,- F2 - A1 - A1 - F2 - F2 -,,
"6633",3012,"Check the bootscan",,2084,5096,HIV 1,F1,100.0,,,0.733,0.317,0.533,F1 B F1 A1 F1 K F1 C F1 G,F1 - F1 - A1 - F1 - F1 - F1 - F1 -,F2,100.0,23.0,76.0,0.838,0.77,0.081,F2 A1 F2,- F2 A1 - F2 - F2 -,,
"6630",3012,"Check the bootscan",,2084,5096,HIV 1,F1,100.0,,,0.7,0.45,0.417,A1 F1 A1 F1 K J F1 C F1 D F1 G,A1 - F1 - F1 - F1 - F1 -,F2,100.0,26.0,73.0,0.851,0.797,0.095,A1 F2,A1 - F2 - F2 -,,
"6631",3012,"Check the bootscan",,2084,5096,HIV 1,F1,100.0,,,0.767,0.45,0.5,F1 J A1 F1 J F1 C F1 D G,F1 - F1 - A1 - F1 - F1 - F1 -,F2,100.0,10.0,90.0,0.824,0.757,0.216,F2 F1 J F1 J A1 J A1 F2,- A1 - A1 - F2 - F2 -,,
"10529",3012,"Check the bootscan",,2084,5096,HIV 1,B,100.0,,,0.717,0.7,0.033,B H B,B - H - B,B,99.0,52.0,48.0,,,,,,,
"9853",3008,"Check the bootscan",,2084,5096,HIV 1,C,100.0,,,0.767,0.733,0.117,C D C,C - D - D - C,C,54.0,100.0,0.0,,,,,,,
"6638",3012,"Check the bootscan",,2084,5096,HIV 1,F1,96.0,,,0.683,0.417,0.417,F1 B F1 K A1 C F1 D F1 G,F1 - F1 - F1 - F1 - A1 - F1 - F1 -,F2,100.0,49.0,50.0,0.824,0.757,0.095,F2 A1 F2,- F2 - A1 - F2 - F2 -,,
"6639",3012,"Check the bootscan",,2084,5096,HIV 1,F1,97.0,,,0.683,0.4,0.417,F1 B F1 K A1 H F1 G,F1 - F1 - F1 - A1 - F1 -,F2,100.0,33.0,67.0,0.811,0.703,0.122,F2 A1 F2,- F2 - A1 - F2 - F2 - F2 -,,
"10621",3003,"Check the bootscan",,2084,5096,HIV 1,G,100.0,,,0.7,0.683,0.067,H G K G,- G - K - G,K,6.0,0.0,100.0,,,,,,,
"10758",3006,"Check the bootscan",,2084,5096,HIV 1,H,100.0,,,0.767,0.717,0.083,H B H,H - B - H,H,100.0,100.0,0.0,,,,,,,
"7477",3005,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.833,0.7,0.183,J G A1 J H J,- J - A1 - J - J - J,J,100.0,0.0,100.0,,,,,,,
"7476",3005,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.833,0.733,0.15,J A1 J H J,- J - A1 - J - J -,J,100.0,0.0,100.0,,,,,,,
"7475",3005,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.833,0.717,0.183,J A1 J H J,- J - A1 - J - J,J,100.0,0.0,100.0,,,,,,,
"7474",3005,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.783,0.65,0.183,J A1 J H J,- J - A1 - J - J - J - J,J,92.0,0.0,100.0,,,,,,,
"7473",3006,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.85,0.717,0.167,J A1 J H J,- J - A1 - J - J -,J,100.0,0.0,100.0,,,,,,,
"7472",3006,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.9,0.767,0.183,J A1 J H J,- J - A1 - J - J - J,J,100.0,0.0,100.0,,,,,,,
"7471",3005,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.85,0.667,0.317,J A1 K J H J,- A1 - J - J - J -,J,100.0,0.0,100.0,,,,,,,
"7470",3011,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.85,0.8,0.083,A1 J H J,A1 - J - J - J - J,J,100.0,0.0,100.0,,,,,,,
"10287",3013,"Check the bootscan",,2084,5096,HIV 1,K,100.0,,,0.783,0.75,0.033,K G,K - G,K,100.0,100.0,0.0,,,,,,,
"10362",3006,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.683,0.533,0.2,J F1 J H J,- J - F1 - J - J - J -,J,61.0,0.0,100.0,,,,,,,
"9967",2993,"Check the bootscan",,2084,5096,HIV 1,A1,86.0,,,0.583,0.267,0.567,A1 D A1 H A1 G A1,A1 - D - D - A1 -,A2,100.0,99.0,0.0,0.73,0.716,0.054,A2 D A2,A2 - D - D - D - A2,,
"7479",3005,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.817,0.7,0.167,J A1 H J,- J - A1 - J - J -,J,99.0,0.0,100.0,,,,,,,
"7478",3005,"Check the bootscan",,2084,5096,HIV 1,J,100.0,,,0.783,0.667,0.183,J A1 H J,- J - A1 - J - J - J,J,99.0,0.0,100.0,,,,,,,
"6559",3012,"Check the bootscan",,2084,5096,HIV 1,A1,100.0,,,0.883,0.85,0.033,A1 F1,A1 - A1 - F1,A1,9.0,88.0,5.0,,,,,,,
"6558",3012,"Check the bootscan",,2084,5096,HIV 1,A1,100.0,,,0.783,0.75,0.083,A1 F1,A1 - F1 -,A,0.0,69.0,0.0,,,,,,,
"10289",3008,"Check the bootscan",,2084,5096,HIV 1,K,100.0,,,0.7,0.7,0.033,K H K,K - H - K,K,100.0,100.0,0.0,,,,,,,
"6553",3015,"Check the bootscan",,2084,5096,HIV 1,A1,100.0,,,0.85,0.75,0.117,A1 F1 A1,A1 - F1 - A1 -,A,0.0,16.0,0.0,,,,,,,
"6552",3012,"Check the bootscan",,2084,5096,HIV 1,A1,100.0,,,0.817,0.717,0.117,A1 F1 A1,A1 - F1 - A1 -,A,0.0,0.0,0.0,,,,,,,
"6551",3012,"Check the bootscan",,2084,5096,HIV 1,A1,100.0,,,0.833,0.75,0.117,A1 F1 A1,A1 - F1 - A1 -,A,0.0,28.0,0.0,,,,,,,
"6550",3012,"Check the bootscan",,2084,5096,HIV 1,A1,100.0,,,0.817,0.717,0.117,A1 F1 A1 J A1,A1 - A1 - F1 A1 -,A,0.0,39.0,0.0,,,,,,,
"6557",3012,"Check the bootscan",,2084,5096,HIV 1,A1,100.0,,,0.817,0.733,0.117,A1 F1 A1,A1 - F1 -,A,0.0,76.0,0.0,,,,,,,
"6556",3012,"Check the bootscan",,2084,5096,HIV 1,A1,100.0,,,0.883,0.783,0.117,A1 F1 A1,A1 - A1 - F1 - A1 -,A,0.0,72.0,0.0,,,,,,,
"6555",3012,"Check the bootscan",,2084,5096,HIV 1,A1,100.0,,,0.833,0.733,0.117,A1 F1 A1,A1 - A1 - F1 - A1 -,A,0.0,13.0,0.0,,,,,,,
"6554",3015,"Check the bootscan",,2084,5096,HIV 1,A1,100.0,,,0.817,0.733,0.117,A1 F1 A1 J A1,A1 - A1 - F1 - A1 -,A,0.0,12.0,0.0,,,,,,,
"8568",2993,"Check the bootscan",,2084,5096,HIV 1,A1,98.0,,,0.717,0.183,0.7,A1 C A1 F1 K G A1 H A1 G A1,A1 - F1 - F1 - A1 - A1 - A1 -,A2,100.0,100.0,0.0,0.838,0.811,0.108,A2 F1 K A2,A2 - F1 - A2,,
"8569",2993,"Check the bootscan",,2084,5096,HIV 1,A1,100.0,,,0.817,0.2,0.8,A1 F1 K F1 K A1 H A1 G A1,A1 - A1 - A1 - A1 -,A2,100.0,100.0,0.0,0.878,0.865,0.135,A2 F1 K F1 G J A2,A2 - A2,,
"8560",2991,"HIV-1 Subtype A (A2)",100.0,2084,5096,HIV 1,A1,100.0,,,0.967,0.65,0.35,A1 C K A1,A1 - A1 - A1 -,A2,100.0,100.0,0.0,0.824,0.797,0.054,A2 A1 A2 A1 A2,A2 - A1 - A2,A1,A2
"8561",2991,"HIV-1 Subtype A (A2)",100.0,2084,5096,HIV 1,A1,100.0,,,0.983,0.517,0.483,A1 F1 A1,A1 - A1 - A1 - A1 - A1 - A1 - A1 -,A2,100.0,100.0,0.0,0.851,0.824,0.041,A2 A1 A2,A2 - A1 - A2 - A2,A1,A2
"8562",2993,"HIV-1 Subtype A (A2)",100.0,2084,5096,HIV 1,A1,100.0,,,0.95,0.467,0.533,A1 C A1 C A1 F1 A1,A1 - A1 - A1 - A1 - A1 - A1 -,A2,100.0,100.0,0.0,0.838,0.824,0.081,A2 A1 J A1 J,A2 - A1 -,A1,A2
"8563",3014,"Check the bootscan",,2084,5096,HIV 1,A1,97.0,,,0.783,0.25,0.75,F1 B F1 A1 F1 A1 G A1,- A1 - A1 - A1 - A1 - A1 -,A2,100.0,100.0,0.0,0.838,0.811,0.189,F1 B F1 A2,- A2,,
"8564",2993,"HIV-1 Subtype A (A2)",100.0,2084,5096,HIV 1,A1,100.0,,,0.8,0.233,0.717,A1 B F1 A1 G A1,A1 - F1 - F1 - F1 - A1 - A1 - A1 - A1 -,A2,100.0,100.0,0.0,0.905,0.838,0.108,A2 F1 A2,A2 - F1 - F1 - A2,,
"8565",2993,"Check the bootscan",,2084,5096,HIV 1,A1,99.0,,,0.8,0.3,0.567,A1 F1 A1 F1 A1 G A1 G A1,A1 - F1 - A1 - A1 - A1 -,A2,100.0,100.0,0.0,0.878,0.865,0.041,A2 F1 A2,A2 - F1 A2,,
"8566",2993,"Check the bootscan",,2084,5096,HIV 1,A1,99.0,,,0.733,0.217,0.633,A1 C F1 A1 F1 A1 G A1,A1 - F1 - A1 - A1 - A1 -,A2,100.0,100.0,0.0,0.838,0.797,0.041,A2 F1 A2,A2 F1 - A2,,
"8567",2993,"Check the bootscan",,2084,5096,HIV 1,A1,97.0,,,0.667,0.217,0.6,A1 C A1 F1 A1 G A1,A1 - F1 - A1 - A1 - A1 -,A2,100.0,100.0,0.0,0.824,0.811,0.027,A2 F1 A2,A2 - F1 - A2,,
"10655",3002,"Check the bootscan",,2084,5096,HIV 1,G,74.0,,,0.667,0.633,0.05,H G H G,- G - H - G,H,37.0,0.0,96.0,,,,,,,
"8368",3006,"Check the bootscan",,2084,5096,HIV 1,D,100.0,,,0.7,0.667,0.183,J D B K,- J D -,D,93.0,94.0,6.0,,,,,,,
"8369",3008,"Check the bootscan",,2084,5096,HIV 1,D,96.0,,,0.633,0.583,0.267,D J C B D B K,D - J - D - D -,D,93.0,63.0,36.0,,,,,,,
"8366",3009,"Check the bootscan",,2084,5096,HIV 1,D,99.0,,,0.717,0.7,0.067,D B K,D - K -,D,98.0,84.0,16.0,,,,,,,
"8367",3004,"Check the bootscan",,2084,5096,HIV 1,D,100.0,,,0.783,0.733,0.05,D K,D - D - K,D,100.0,95.0,5.0,,,,,,,
"8364",3010,"Check the bootscan",,2084,5096,HIV 1,D,97.0,,,0.667,0.567,0.25,D K D B K,D - K -,D,91.0,52.0,48.0,,,,,,,
"8365",3010,"Check the bootscan",,2084,5096,HIV 1,D,99.0,,,0.667,0.65,0.117,D K B K,D - K -,D,98.0,71.0,29.0,,,,,,,
"10629",3002,"Check the bootscan",,2084,5096,HIV 1,G,100.0,,,0.7,0.683,0.067,H G J G,- G - J - G,A,0.0,0.0,0.0,,,,,,,
"9441",3006,"Check the bootscan",,2084,5096,HIV 1,H,100.0,,,0.833,0.8,0.067,H B H,H - B - H,H,100.0,100.0,0.0,,,,,,,
"9805",3009,"Check the bootscan",,2084,5096,HIV 1,D,99.0,,,0.583,0.567,0.117,D G K B K,D - G -,D,95.0,34.0,65.0,,,,,,,
"10746",3005,"Check the bootscan",,2084,5096,HIV 1,H,100.0,,,0.733,0.733,0.017,H J H,H J - H,H,100.0,100.0,0.0,,,,,,,
"10342",3005,"Check the bootscan",,2084,5096,HIV 1,J,52.0,,,0.65,0.55,0.167,J C H J,- J - C - J -,J,62.0,0.0,100.0,,,,,,,
"10747",3005,"Check the bootscan",,2084,5096,HIV 1,H,100.0,,,0.783,0.75,0.067,H J G H,H - J - H,H,100.0,100.0,0.0,,,,,,,
"10648",2999,"Check the bootscan",,2084,5096,HIV 1,G,93.0,,,0.7,0.7,0.017,H G,H - G,A,0.0,0.0,0.0,,,,,,,
"9817",3009,"Check the bootscan",,2084,5096,HIV 1,D,51.0,,,0.583,0.567,0.117,D H C B K,D - H -,D,53.0,14.0,80.0,,,,,,,
"7946",2991,"Check the bootscan",,2084,5096,HIV 1,H,100.0,,,0.9,0.883,0.033,A1 H,A1 - H,H,100.0,100.0,0.0,,,,,,,
"8357",3009,"Check the bootscan",,2084,5096,HIV 1,D,100.0,,,0.683,0.617,0.183,D K D B K B K,D - K - D -,D,93.0,64.0,35.0,,,,,,,
"7628",3012,"Check the bootscan",,2084,5096,HIV 1,B,100.0,,,0.833,0.833,0.05,B F1 B,B - F1 - B,B,98.0,65.0,35.0,,,,,,,
"7629",3012,"Check the bootscan",,2084,5096,HIV 1,B,100.0,,,0.867,0.833,0.1,B F1 B,B - F1 - B,B,94.0,46.0,53.0,,,,,,,
"9440",3006,"Check the bootscan",,2084,5096,HIV 1,H,100.0,,,0.833,0.817,0.05,H B H,H - B - H,H,100.0,100.0,0.0,,,,,,,
"9442",3006,"Check the bootscan",,2084,5096,HIV 1,H,100.0,,,0.817,0.8,0.067,H B H,H - B - H,H,100.0,100.0,0.0,,,,,,,
"7622",3012,"Check the bootscan",,2084,5096,HIV 1,B,100.0,,,0.867,0.833,0.05,B A1 B,B - A1 - B,B,100.0,71.0,28.0,,,,,,,
"7623",3012,"HIV-1 Subtype B",100.0,2084,5096,HIV 1,B,100.0,,,0.917,0.9,0.1,B J A1,B -,B,100.0,93.0,6.0,,,,,,B,B
"7620",3012,"Check the bootscan",,2084,5096,HIV 1,B,100.0,,,0.867,0.8,0.167,B A1 D B,B - A1 - B,B,100.0,88.0,12.0,,,,,,,
"7621",3012,"Check the bootscan",,2084,5096,HIV 1,B,100.0,,,0.817,0.783,0.117,B A1 B,B - A1 - B,B,98.0,56.0,44.0,,,,,,,
"7626",3012,"Check the bootscan",,2084,5096,HIV 1,B,100.0,,,0.883,0.867,0.1,B D F1 B,B - F1 - B,B,100.0,93.0,7.0,,,,,,,
"7627",3012,"Check the bootscan",,2084,5096,HIV 1,B,100.0,,,0.9,0.867,0.05,B F1 B,B - F1 - B,B,100.0,92.0,7.0,,,,,,,
"7624",3012,"HIV-1 Subtype B",100.0,2084,5096,HIV 1,B,100.0,,,0.917,0.883,0.117,F1 B,- B,B,99.0,90.0,10.0,,,,,,B,B
"7625",3012,"HIV-1 Subtype B",100.0,2084,5096,HIV 1,B,100.0,,,0.917,0.85,0.1,B F1 B,B - F1 - B,B,99.0,97.0,0.0,,,,,,B,B
"8201",3012,"Check the bootscan",,2084,5096,HIV 1,F1,98.0,,,0.683,0.283,0.717,F1 B C K C A1 F1 J F1 C F1 G,F1 - F1 - F1 - F1 - F1 -,F2,100.0,5.0,95.0,0.824,0.73,0.243,F2 C K A1 F2,- F2 - A1 - F2 - F2 -,,
"8200",3012,"Check the bootscan",,2084,5096,HIV 1,F1,99.0,,,0.717,0.317,0.683,F1 G A1 C A1 F1 J F1 C F1 D F1 G,F1 - F1 - F1 - F1 - F1 -,F2,100.0,0.0,98.0,0.784,0.608,0.392,F2 A1 G A1 C A1 D A1 D A1 F2,- F2 - F2 - F2 - F2 -,,
"8203",3012,"Check the bootscan",,2084,5096,HIV 1,F1,93.0,,,0.617,0.25,0.617,F1 B F1 A1 K J F1 C F1 D F1 G,F1 - F1 - F1 - A1 - F1 - F1 - F1 -,F2,100.0,0.0,98.0,0.811,0.73,0.162,F2 A1 F2,- F2 - A1 - F2 -,,
"8202",3012,"Check the bootscan",,2084,5096,HIV 1,F1,99.0,,,0.633,0.133,0.817,F1 B F1 K A1 F1 K F1 K J F1 C F1 G,- A1 - A1 - A1 - F1 - F1 - F1 -,F2,100.0,0.0,98.0,0.811,0.689,0.243,F2 A1 F2,- F2 - A1 - A1 - A1 - F2 - F2 -,,
"6588",3012,"Check the bootscan",,2084,5096,HIV 1,A1,100.0,,,0.817,0.717,0.133,B D A1 J A1,B - D - A1 -,A,0.0,56.0,0.0,,,,,,,
"6589",3012,"Check the bootscan",,2084,5096,HIV 1,A1,100.0,,,0.883,0.8,0.1,A1 B A1,A1 - B A1 -,A1,6.0,83.0,0.0,,,,,,,
