name,length,assignment,support,begin,end,type,pure,pure_support,pure_inner,pure_outer,scan_best_support,scan_assigned_support,scan_assigned_nosupport,scan_best_profile,scan_assigned_profile,crf,crf_support,crf_inner,crf_outer,crfscan_best_support,crfscan_assigned_support,crfscan_assigned_nosupport,crfscan_best_profile,crfscan_assigned_profile,major_id,minor_id
"2040",200,"Check the report",,3284,3484,HIV 1,D,52.0,115.0,12.0,,,,,,,,,,,,,,,,
"2043",200,"Check the report",,3884,4084,HIV 1,D,54.0,71.0,11.0,,,,,,,,,,,,,,,,
"2042",200,"Check the report",,3684,3884,HIV 1,D,17.0,52.0,7.0,,,,,,,,,,,,,,,,
"2045",200,"Check the report",,4284,4484,HIV 1,A1,69.0,79.0,23.0,,,,,,,,,,,,,,,,
"2044",200,"Check the report",,4084,4284,HIV 1,A1,52.0,8.0,76.0,,,,,,,,,,,,,,,,
"2047",200,"HIV-1 Subtype G",80.0,4684,4884,HIV 1,G,80.0,42.0,49.0,,,,,,,,,,,,,,,,
"2046",200,"HIV 1 N group",,4078,4278,HIV 1 N group,,,,,,,,,,,,,,,,,,,,
"2265",400,"HIV-1 Subtype D",71.0,4284,4684,HIV 1,D,71.0,114.0,0.0,,,,,,,,,,,,,,,,
"2264",400,"Check the report",,4084,4484,HIV 1,D,36.0,25.0,57.0,,,,,,,,,,,,,,,,
"2267",400,"HIV-1 Subtype C",99.0,4684,5084,HIV 1,C,99.0,144.0,0.0,,,,,,,,,,,,,,,,
"2266",400,"Check the report",,4484,4884,HIV 1,D,38.0,47.0,42.0,,,,,,,,,,,,,,,,
"2261",400,"Check the report",,3484,3884,HIV 1,C,91.0,19.0,84.0,,,,,,,,,,,,,,,,
"2260",400,"HIV-1 Subtype C",98.0,3284,3684,HIV 1,C,98.0,27.0,73.0,,,,,,,,,,,,,,,,
"2263",400,"Check the report",,3884,4284,HIV 1,D,38.0,0.0,88.0,,,,,,,,,,,,,,,,
"2262",400,"Check the report",,3684,4084,HIV 1,A1,17.0,5.0,87.0,,,,,,,,,,,,,,,,
"2269",400,"HIV-1 Subtype B",93.0,2284,2684,HIV 1,B,93.0,193.0,0.0,,,,,,,,,,,,,,,,
"2268",400,"HIV-1 Subtype B",100.0,2084,2484,HIV 1,B,100.0,190.0,0.0,,,,,,,,,,,,,,,,
"4784",1600,"Check the bootscan",,2884,4484,HIV 1,B,100.0,8.0,92.0,0.833,0.611,0.389,B J B J B J B F1 B F1 B,B - B - B - B - B,B,5.0,5.0,80.0,,,,,,,
"4836",200,"Check the report",,3884,4084,HIV 1,A1,63.0,137.0,5.0,,,,,,,,,,,,,,,,
"4837",200,"HIV-1 Subtype A (A1)",87.0,4084,4284,HIV 1,A1,87.0,75.0,20.0,,,,,,,,,,,,,,,,
"4834",200,"Check the report",,3484,3684,HIV 1,A1,45.0,21.0,61.0,,,,,,,,,,,,,,,,
"4835",200,"Check the report",,3684,3884,HIV 1,A1,44.0,58.0,18.0,,,,,,,,,,,,,,,,
"4524",800,"Check the report",,3284,4084,HIV 1,B,95.0,6.0,93.0,,,,,,,,,,,,,,,,
"4833",200,"HIV-1 Subtype A (A1)",76.0,3284,3484,HIV 1,A1,76.0,148.0,6.0,,,,,,,,,,,,,,,,
"3237",200,"Check the report",,3884,4084,HIV 1,A1,56.0,120.0,10.0,,,,,,,,,,,,,,,,
"4526",800,"HIV-1 Subtype B",99.0,4084,4884,HIV 1,B,99.0,43.0,57.0,,,,,,,,,,,,,,,,
"4831",200,"Check the report",,2884,3084,HIV 1,A1,15.0,58.0,20.0,,,,,,,,,,,,,,,,
"6159",800,"HIV-1 Subtype H",100.0,3284,4084,HIV 1,H,100.0,121.0,0.0,,,,,,,,,,,,,,,,
"6158",800,"HIV-1 Subtype H",100.0,2884,3684,HIV 1,H,100.0,145.0,0.0,,,,,,,,,,,,,,,,
"6157",800,"HIV-1 Subtype H",100.0,2484,3284,HIV 1,H,100.0,195.0,0.0,,,,,,,,,,,,,,,,
"6156",794,"HIV-1 Subtype H",98.0,2084,2884,HIV 1,H,98.0,111.0,0.0,,,,,,,,,,,,,,,,
"6537",200,"Check the report",,3284,3484,HIV 1,F1,16.0,24.0,63.0,,,,,,,,,,,,,,,,
"6534",200,"Check the report",,2684,2884,HIV 1,K,23.0,37.0,19.0,,,,,,,,,,,,,,,,
"6535",200,"Check the report",,2884,3084,HIV 1,J,81.0,0.0,100.0,,,,,,,,,,,,,,,,
"6532",200,"Check the report",,2284,2484,HIV 1,J,32.0,0.0,100.0,,,,,,,,,,,,,,,,
"6533",200,"Check the report",,2484,2684,HIV 1,C,34.0,6.0,94.0,,,,,,,,,,,,,,,,
"6530",200,"Check the report",,4884,5084,HIV 1,B,21.0,5.0,78.0,,,,,,,,,,,,,,,,
"6531",194,"Check the report",,2084,2284,HIV 1,G,39.0,15.0,70.0,,,,,,,,,,,,,,,,
"6538",200,"Check the report",,3484,3684,HIV 1,J,30.0,0.0,100.0,,,,,,,,,,,,,,,,
"6539",200,"Check the report",,3684,3884,HIV 1,J,75.0,22.0,78.0,,,,,,,,,,,,,,,,
"3878",400,"HIV-1 Subtype B",95.0,4284,4684,HIV 1,B,95.0,34.0,62.0,,,,,,,,,,,,,,,,
"3879",400,"HIV-1 Subtype B",86.0,4484,4884,HIV 1,B,86.0,32.0,66.0,,,,,,,,,,,,,,,,
"3870",400,"Check the report",,2684,3084,HIV 1,B,57.0,96.0,0.0,,,,,,,,,,,,,,,,
"3871",400,"HIV-1 Subtype B",96.0,2884,3284,HIV 1,B,96.0,100.0,0.0,,,,,,,,,,,,,,,,
"3872",400,"HIV-1 Subtype B",98.0,3084,3484,HIV 1,B,98.0,100.0,0.0,,,,,,,,,,,,,,,,
"3873",400,"HIV-1 Subtype B",100.0,3284,3684,HIV 1,B,100.0,100.0,0.0,,,,,,,,,,,,,,,,
"3874",400,"HIV-1 Subtype B",96.0,3484,3884,HIV 1,B,96.0,94.0,5.0,,,,,,,,,,,,,,,,
"3875",400,"HIV-1 Subtype B",71.0,3684,4084,HIV 1,B,71.0,97.0,0.0,,,,,,,,,,,,,,,,
"3876",400,"HIV-1 Subtype B",84.0,3884,4284,HIV 1,B,84.0,94.0,0.0,,,,,,,,,,,,,,,,
"3877",400,"HIV-1 Subtype B",91.0,4084,4484,HIV 1,B,91.0,27.0,71.0,,,,,,,,,,,,,,,,
"7566",800,"HIV-1 Subtype B",97.0,3284,4084,HIV 1,B,97.0,98.0,0.0,,,,,,,,,,,,,,,,
"7567",800,"HIV-1 Subtype B",96.0,3684,4484,HIV 1,B,96.0,91.0,9.0,,,,,,,,,,,,,,,,
"7564",800,"HIV-1 Subtype B",100.0,2484,3284,HIV 1,B,100.0,96.0,0.0,,,,,,,,,,,,,,,,
"7565",800,"HIV-1 Subtype B",100.0,2884,3684,HIV 1,B,100.0,100.0,0.0,,,,,,,,,,,,,,,,
"7562",800,"Check the report",,4084,4884,HIV 1,C,13.0,0.0,99.0,,,,,,,,,,,,,,,,
"7563",800,"HIV-1 Subtype B",100.0,2084,2884,HIV 1,B,100.0,95.0,5.0,,,,,,,,,,,,,,,,
"7560",800,"Check the report",,3284,4084,HIV 1,C,95.0,0.0,100.0,,,,,,,,,,,,,,,,
"7561",800,"Check the report",,3684,4484,HIV 1,D,19.0,33.0,52.0,,,,,,,,,,,,,,,,
"7568",800,"HIV-1 Subtype B",99.0,4084,4884,HIV 1,B,99.0,36.0,63.0,,,,,,,,,,,,,,,,
"7569",794,"Check the report",,2084,2884,HIV 1,H,95.0,0.0,96.0,,,,,,,,,,,,,,,,
"4167",400,"HIV-1 Subtype B",96.0,3284,3684,HIV 1,B,96.0,89.0,10.0,,,,,,,,,,,,,,,,
"4166",400,"HIV-1 Subtype B",98.0,3084,3484,HIV 1,B,98.0,100.0,0.0,,,,,,,,,,,,,,,,
"4165",400,"HIV-1 Subtype B",96.0,2884,3284,HIV 1,B,96.0,100.0,0.0,,,,,,,,,,,,,,,,
"4164",400,"Check the report",,2684,3084,HIV 1,B,47.0,78.0,0.0,,,,,,,,,,,,,,,,
"4163",400,"Check the report",,2484,2884,HIV 1,B,27.0,44.0,50.0,,,,,,,,,,,,,,,,
"4162",400,"Check the report",,2284,2684,HIV 1,F1,52.0,50.0,40.0,,,,,,,,,,,,,,,,
"4161",400,"HIV-1 Subtype F (F1)",96.0,2084,2484,HIV 1,F1,96.0,82.0,18.0,,,,,,,,,,,,,,,,
"4160",400,"HIV-1 Subtype F (F1)",87.0,4684,5084,HIV 1,F1,87.0,100.0,0.0,,,,,,,,,,,,,,,,
"4169",400,"HIV-1 Subtype F (F1)",98.0,3684,4084,HIV 1,F1,98.0,78.0,22.0,,,,,,,,,,,,,,,,
"4168",400,"Check the report",,3484,3884,HIV 1,B,51.0,9.0,90.0,,,,,,,,,,,,,,,,
"2239",400,"Check the report",,4684,5084,HIV 1,A1,52.0,89.0,0.0,,,,,,,,,,,,,,,,
"2238",400,"HIV-1 Subtype A (A1)",87.0,4484,4884,HIV 1,A1,87.0,93.0,6.0,,,,,,,,,,,,,,,,
"2231",400,"Check the report",,3084,3484,HIV 1,A1,46.0,50.0,48.0,,,,,,,,,,,,,,,,
"2230",400,"Check the report",,2884,3284,HIV 1,A1,27.0,0.0,90.0,,,,,,,,,,,,,,,,
"2233",400,"HIV-1 Subtype A (A1)",95.0,3484,3884,HIV 1,A1,95.0,37.0,63.0,,,,,,,,,,,,,,,,
"2232",400,"HIV-1 Subtype A (A1)",96.0,3284,3684,HIV 1,A1,96.0,46.0,54.0,,,,,,,,,,,,,,,,
"2235",400,"HIV-1 Subtype A (A1)",99.0,3884,4284,HIV 1,A1,99.0,43.0,57.0,,,,,,,,,,,,,,,,
"2234",400,"HIV-1 Subtype A (A1)",99.0,3684,4084,HIV 1,A1,99.0,47.0,52.0,,,,,,,,,,,,,,,,
"2237",400,"HIV-1 Subtype A (A1)",92.0,4284,4684,HIV 1,A1,92.0,90.0,10.0,,,,,,,,,,,,,,,,
"2236",400,"HIV-1 Subtype A (A1)",90.0,4084,4484,HIV 1,A1,90.0,69.0,28.0,,,,,,,,,,,,,,,,
"5937",800,"Check the report",,3284,4084,HIV 1,K,96.0,0.0,98.0,,,,,,,,,,,,,,,,
"5936",800,"Check the report",,2884,3684,HIV 1,K,81.0,0.0,99.0,,,,,,,,,,,,,,,,
"5935",800,"Check the report",,2484,3284,HIV 1,F1,68.0,0.0,96.0,,,,,,,,,,,,,,,,
"5934",797,"Check the report",,2084,2884,HIV 1,J,52.0,0.0,100.0,,,,,,,,,,,,,,,,
"5933",800,"Check the report",,4084,4884,HIV 1,B,91.0,0.0,99.0,,,,,,,,,,,,,,,,
"5932",800,"HIV-1 Subtype B",83.0,3684,4484,HIV 1,B,83.0,55.0,42.0,,,,,,,,,,,,,,,,
"5931",800,"HIV-1 Subtype B",98.0,3284,4084,HIV 1,B,98.0,84.0,16.0,,,,,,,,,,,,,,,,
"5930",800,"HIV-1 Subtype B",99.0,2884,3684,HIV 1,B,99.0,99.0,0.0,,,,,,,,,,,,,,,,
"5939",800,"Check the report",,4084,4884,HIV 1,G,71.0,0.0,98.0,,,,,,,,,,,,,,,,
"5938",800,"Check the report",,3684,4484,HIV 1,K,59.0,0.0,98.0,,,,,,,,,,,,,,,,
"4608",1200,"HIV-1 Subtype C",100.0,2684,3884,HIV 1,C,100.0,,,1.0,1.0,0.0,C,C,C,96.0,100.0,0.0,,,,,,C,C
"3498",218,"Check the report",,2057,2284,HIV 1,A1,26.0,5.0,91.0,,,,,,,,,,,,,,,,
"3499",200,"Check the report",,2284,2484,HIV 1,J,45.0,0.0,99.0,,,,,,,,,,,,,,,,
"3496",200,"Check the report",,4684,4884,HIV 1,G,63.0,85.0,6.0,,,,,,,,,,,,,,,,
"3497",200,"Check the report",,4884,5084,HIV 1,G,41.0,84.0,0.0,,,,,,,,,,,,,,,,
"3494",200,"Check the report",,4284,4484,HIV 1,G,44.0,74.0,5.0,,,,,,,,,,,,,,,,
"3495",200,"HIV 1 N group",,4078,4278,HIV 1 N group,,,,,,,,,,,,,,,,,,,,
"3492",200,"Check the report",,3884,4084,HIV 1,B,20.0,76.0,10.0,,,,,,,,,,,,,,,,
"3493",200,"Check the report",,4084,4284,HIV 1,B,8.0,6.0,70.0,,,,,,,,,,,,,,,,
"3490",200,"Check the report",,3484,3684,HIV 1,C,30.0,0.0,97.0,,,,,,,,,,,,,,,,
"3491",200,"Check the report",,3684,3884,HIV 1,B,44.0,54.0,29.0,,,,,,,,,,,,,,,,
"2095",200,"Check the report",,2284,2484,HIV 1,B,66.0,67.0,24.0,,,,,,,,,,,,,,,,
"2094",200,"Check the report",,2084,2284,HIV 1,F1,25.0,24.0,56.0,,,,,,,,,,,,,,,,
"4572",1200,"HIV-1 Subtype A (A1)",99.0,2684,3884,HIV 1,A1,99.0,,,0.909,0.545,0.455,G A1,- A1 - A1,02_AG,78.0,0.0,100.0,0.519,0.074,0.889,G A1 02_AG A1 02_AG,- A1 - 02_AG - A1 -,,
"4573",1200,"HIV-1 Subtype A (A1)",100.0,3284,4484,HIV 1,A1,100.0,,,1.0,0.909,0.091,A1,A1 -,01_AE,32.0,0.0,100.0,,,,,,,
"2091",200,"HIV-1 Subtype B",98.0,4484,4684,HIV 1,B,98.0,83.0,17.0,,,,,,,,,,,,,,,,
"2090",200,"Check the report",,4284,4484,HIV 1,B,44.0,7.0,82.0,,,,,,,,,,,,,,,,
"4576",1200,"Check the bootscan",,2684,3884,HIV 1,A1,88.0,,,0.727,0.364,0.591,A1 D A1 J A1 D A1 D A1,- D - A1,D,9.0,0.0,96.0,,,,,,,
"2092",200,"Check the report",,4684,4884,HIV 1,B,5.0,12.0,15.0,,,,,,,,,,,,,,,,
"4578",1200,"HIV-1 Subtype A (A1)",100.0,3884,5084,HIV 1,A1,100.0,,,1.0,1.0,0.0,A1,A1,01_AE,24.0,0.0,100.0,,,,,,,
"4579",1193,"HIV-1 Subtype J",100.0,2084,3284,HIV 1,J,100.0,,,1.0,0.826,0.174,J,- J,J,100.0,0.0,100.0,,,,,,,
"2099",200,"HIV-1 Subtype F (F1)",91.0,3084,3284,HIV 1,F1,91.0,69.0,28.0,,,,,,,,,,,,,,,,
"2098",200,"Check the report",,2884,3084,HIV 1,F1,80.0,0.0,88.0,,,,,,,,,,,,,,,,
"4605",1200,"HIV-1 Subtype G (14_BG)",100.0,3284,4484,HIV 1,G,100.0,,,1.0,0.909,0.091,G,- G -,14_BG,100.0,98.0,0.0,1.0,1.0,0.0,14_BG,14_BG,G,14_BG
"7368",400,"HIV-1 Subtype F (F1)",100.0,3884,4284,HIV 1,F1,100.0,85.0,12.0,,,,,,,,,,,,,,,,
"7369",400,"HIV-1 Subtype F (F1)",92.0,4084,4484,HIV 1,F1,92.0,81.0,18.0,,,,,,,,,,,,,,,,
"7360",400,"Check the report",,2284,2684,HIV 1,F1,40.0,31.0,50.0,,,,,,,,,,,,,,,,
"7361",400,"Check the report",,2484,2884,HIV 1,B,39.0,33.0,57.0,,,,,,,,,,,,,,,,
"7362",400,"Check the report",,2684,3084,HIV 1,B,36.0,82.0,0.0,,,,,,,,,,,,,,,,
"7363",400,"HIV-1 Subtype B",89.0,2884,3284,HIV 1,B,89.0,100.0,0.0,,,,,,,,,,,,,,,,
"7364",400,"HIV-1 Subtype B",91.0,3084,3484,HIV 1,B,91.0,96.0,0.0,,,,,,,,,,,,,,,,
"7365",400,"HIV-1 Subtype B",92.0,3284,3684,HIV 1,B,92.0,72.0,27.0,,,,,,,,,,,,,,,,
"7366",400,"Check the report",,3484,3884,HIV 1,F1,34.0,9.0,84.0,,,,,,,,,,,,,,,,
"7367",400,"HIV-1 Subtype F (F1)",98.0,3684,4084,HIV 1,F1,98.0,95.0,0.0,,,,,,,,,,,,,,,,
"3",200,"Check the report",,2684,2884,HIV 1,B,6.0,75.0,0.0,,,,,,,,,,,,,,,,
"7023",397,"Check the report",,2084,2484,HIV 1,A1,73.0,0.0,96.0,,,,,,,,,,,,,,,,
"7022",400,"Check the report",,4684,5084,HIV 1,G,33.0,32.0,50.0,,,,,,,,,,,,,,,,
"7021",400,"Check the report",,4484,4884,HIV 1,A1,52.0,52.0,36.0,,,,,,,,,,,,,,,,
"7020",400,"HIV-1 Subtype A (A1)",89.0,4284,4684,HIV 1,A1,89.0,66.0,31.0,,,,,,,,,,,,,,,,
"7027",400,"Check the report",,2884,3284,HIV 1,A1,27.0,5.0,87.0,,,,,,,,,,,,,,,,
"7026",400,"Check the report",,2684,3084,HIV 1,D,32.0,7.0,90.0,,,,,,,,,,,,,,,,
"7025",400,"Check the report",,2484,2884,HIV 1,A1,36.0,61.0,36.0,,,,,,,,,,,,,,,,
"7024",400,"Check the report",,2284,2684,HIV 1,A1,23.0,75.0,17.0,,,,,,,,,,,,,,,,
"7029",400,"HIV-1 Subtype A (A1)",93.0,3284,3684,HIV 1,A1,93.0,37.0,63.0,,,,,,,,,,,,,,,,
"7028",400,"Check the report",,3084,3484,HIV 1,A1,47.0,42.0,49.0,,,,,,,,,,,,,,,,
"7594",800,"HIV-1 Subtype C",100.0,2484,3284,HIV 1,C,100.0,100.0,0.0,,,,,,,,,,,,,,,,
"7799",1200,"HIV-1 CRF 11_CPX",100.0,3284,4484,HIV 1,J,93.0,,,0.591,0.409,0.455,G J B H A1,- G - J - A1,11_CPX,100.0,23.0,77.0,0.926,0.519,0.481,11_CPX G 11_CPX A1,- 11_CPX -,,
"7798",1200,"HIV-1 CRF 11_CPX",99.0,2684,3884,HIV 1,J,100.0,,,0.727,0.5,0.409,K J A1 G J,- J - J - G - J,11_CPX,99.0,41.0,55.0,1.0,0.556,0.444,11_CPX,11_CPX -,,
"7791",1200,"Check the bootscan",,3284,4484,HIV 1,G,56.0,,,0.5,0.318,0.636,G J C G,G - J -,11_CPX,40.0,0.0,100.0,,,,,,,
"7790",1200,"HIV-1 CRF 11_CPX",93.0,2684,3884,HIV 1,J,95.0,,,0.773,0.545,0.364,K J G J,- J - J - J - G - J,11_CPX,93.0,0.0,95.0,0.926,0.407,0.593,11_CPX G 11_CPX,- 11_CPX - 11_CPX -,,
"7793",1200,"HIV-1 CRF 02_AG",100.0,2084,3284,HIV 1,G,76.0,,,0.696,0.304,0.696,A1 G K F1 G,- G -,02_AG,100.0,61.0,37.0,1.0,1.0,0.0,02_AG,02_AG,,
"7792",1200,"HIV-1 Subtype G",98.0,3884,5084,HIV 1,G,98.0,,,0.955,0.455,0.545,G C G,- G -,13_CPX,14.0,0.0,100.0,,,,,,,
"7795",1200,"Check the bootscan",,3284,4484,HIV 1,A1,100.0,,,0.818,0.773,0.091,A1 G,A1 - G,02_AG,99.0,76.0,24.0,0.852,0.778,0.111,A1 02_AG G,- 02_AG - 02_AG - G,,
"7794",1200,"HIV-1 CRF 02_AG",100.0,2684,3884,HIV 1,A1,97.0,,,0.636,0.5,0.227,G F1 A1,G - A1,02_AG,100.0,89.0,11.0,1.0,0.926,0.074,02_AG,02_AG - 02_AG -,,
"7797",1194,"Check the bootscan",,2084,3284,HIV 1,J,79.0,,,0.522,0.174,0.826,G J G H J K J K J,- J - J -,11_CPX,90.0,81.0,17.0,0.793,0.724,0.207,G 11_CPX,G - G - 11_CPX - 11_CPX,,
"7796",1200,"Check the bootscan",,3884,5084,HIV 1,A1,72.0,,,0.636,0.545,0.227,A1 G A1,A1 - G -,02_AG,100.0,54.0,46.0,0.889,0.741,0.185,02_AG G 02_AG,02_AG - G - 02_AG -,,
"1038",400,"HIV-1 Subtype B",88.0,3084,3484,HIV 1,B,88.0,62.0,35.0,,,,,,,,,,,,,,,,
"1039",400,"HIV-1 Subtype B",97.0,3284,3684,HIV 1,B,97.0,43.0,55.0,,,,,,,,,,,,,,,,
"1032",400,"Check the report",,4684,5084,HIV 1,B,64.0,58.0,35.0,,,,,,,,,,,,,,,,
"1033",397,"Check the report",,2084,2484,HIV 1,F1,54.0,20.0,76.0,,,,,,,,,,,,,,,,
"1030",400,"HIV-1 Subtype B",98.0,4284,4684,HIV 1,B,98.0,75.0,25.0,,,,,,,,,,,,,,,,
"1031",400,"HIV-1 Subtype B",97.0,4484,4884,HIV 1,B,97.0,85.0,15.0,,,,,,,,,,,,,,,,
"1036",400,"Check the report",,2684,3084,HIV 1,F1,19.0,0.0,99.0,,,,,,,,,,,,,,,,
"1037",400,"HIV-1 Subtype B",89.0,2884,3284,HIV 1,B,89.0,70.0,27.0,,,,,,,,,,,,,,,,
"1034",400,"Check the report",,2284,2684,HIV 1,H,26.0,0.0,96.0,,,,,,,,,,,,,,,,
"1035",400,"Check the report",,2484,2884,HIV 1,F1,62.0,26.0,63.0,,,,,,,,,,,,,,,,
"4378",800,"HIV-1 Subtype G",90.0,2484,3284,HIV 1,G,90.0,41.0,59.0,,,,,,,,,,,,,,,,
"4379",800,"Check the report",,2884,3684,HIV 1,A1,78.0,0.0,99.0,,,,,,,,,,,,,,,,
"4372",800,"Check the report",,2484,3284,HIV 1,H,57.0,0.0,100.0,,,,,,,,,,,,,,,,
"4373",800,"Check the report",,2884,3684,HIV 1,J,93.0,0.0,100.0,,,,,,,,,,,,,,,,
"4370",800,"Check the report",,4084,4884,HIV 1,B,96.0,23.0,77.0,,,,,,,,,,,,,,,,
"4371",794,"Check the report",,2084,2884,HIV 1,H,87.0,0.0,98.0,,,,,,,,,,,,,,,,
"4376",800,"HIV-1 Subtype G",100.0,4084,4884,HIV 1,G,100.0,66.0,34.0,,,,,,,,,,,,,,,,
"4377",800,"Check the report",,2084,2884,HIV 1,A1,55.0,0.0,98.0,,,,,,,,,,,,,,,,
"4374",800,"Check the report",,3284,4084,HIV 1,J,71.0,0.0,100.0,,,,,,,,,,,,,,,,
"4375",800,"Check the report",,3684,4484,HIV 1,G,60.0,0.0,100.0,,,,,,,,,,,,,,,,
"4080",400,"HIV-1 Subtype F (F1)",92.0,2684,3084,HIV 1,F1,92.0,35.0,65.0,,,,,,,,,,,,,,,,
"4081",400,"Check the report",,2884,3284,HIV 1,F1,92.0,12.0,88.0,,,,,,,,,,,,,,,,
"4082",400,"HIV-1 Subtype F (F1)",94.0,3084,3484,HIV 1,F1,94.0,28.0,72.0,,,,,,,,,,,,,,,,
"4083",400,"Check the report",,3284,3684,HIV 1,F1,66.0,70.0,17.0,,,,,,,,,,,,,,,,
"4084",400,"HIV-1 Subtype F (F1)",83.0,3484,3884,HIV 1,F1,83.0,89.0,9.0,,,,,,,,,,,,,,,,
"4085",400,"Check the report",,3684,4084,HIV 1,F1,67.0,17.0,83.0,,,,,,,,,,,,,,,,
"4086",400,"Check the report",,3884,4284,HIV 1,B,47.0,28.0,59.0,,,,,,,,,,,,,,,,
"4087",400,"Check the report",,4084,4484,HIV 1,B,54.0,8.0,88.0,,,,,,,,,,,,,,,,
"4088",400,"Check the report",,4284,4684,HIV 1,B,61.0,8.0,91.0,,,,,,,,,,,,,,,,
"4089",400,"Check the report",,4484,4884,HIV 1,B,38.0,9.0,87.0,,,,,,,,,,,,,,,,
"5728",400,"Check the report",,4084,4484,HIV 1,D,21.0,58.0,14.0,,,,,,,,,,,,,,,,
"5729",400,"Check the report",,4284,4684,HIV 1,D,11.0,87.0,0.0,,,,,,,,,,,,,,,,
"5722",400,"Check the report",,2884,3284,HIV 1,D,30.0,49.0,23.0,,,,,,,,,,,,,,,,
"5723",400,"Check the report",,3084,3484,HIV 1,D,59.0,67.0,19.0,,,,,,,,,,,,,,,,
"5720",400,"HIV-1 Subtype D",88.0,2484,2884,HIV 1,D,88.0,86.0,13.0,,,,,,,,,,,,,,,,
"5721",400,"HIV-1 Subtype D",94.0,2684,3084,HIV 1,D,94.0,68.0,32.0,,,,,,,,,,,,,,,,
"5726",400,"HIV-1 Subtype D",75.0,3684,4084,HIV 1,D,75.0,96.0,0.0,,,,,,,,,,,,,,,,
"5727",400,"Check the report",,3884,4284,HIV 1,D,51.0,59.0,29.0,,,,,,,,,,,,,,,,
"5724",400,"HIV-1 Subtype D",80.0,3284,3684,HIV 1,D,80.0,95.0,0.0,,,,,,,,,,,,,,,,
"5725",400,"HIV-1 Subtype D",84.0,3484,3884,HIV 1,D,84.0,99.0,0.0,,,,,,,,,,,,,,,,
"6648",200,"HIV-1 Subtype A (A1)",80.0,4484,4684,HIV 1,A1,80.0,91.0,0.0,,,,,,,,,,,,,,,,
"6649",200,"Check the report",,4684,4884,HIV 1,A1,20.0,70.0,0.0,,,,,,,,,,,,,,,,
"6644",200,"HIV-1 Subtype A (A1)",77.0,3684,3884,HIV 1,A1,77.0,43.0,52.0,,,,,,,,,,,,,,,,
"6645",200,"Check the report",,3884,4084,HIV 1,A1,91.0,6.0,94.0,,,,,,,,,,,,,,,,
"6646",200,"Check the report",,4084,4284,HIV 1,A1,41.0,16.0,67.0,,,,,,,,,,,,,,,,
"6647",200,"Check the report",,4284,4484,HIV 1,A1,38.0,44.0,27.0,,,,,,,,,,,,,,,,
"6640",200,"Check the report",,2884,3084,HIV 1,A1,59.0,0.0,92.0,,,,,,,,,,,,,,,,
"6641",200,"Check the report",,3084,3284,HIV 1,A1,41.0,85.0,0.0,,,,,,,,,,,,,,,,
"6642",200,"HIV-1 Subtype A (A1)",73.0,3284,3484,HIV 1,A1,73.0,44.0,54.0,,,,,,,,,,,,,,,,
"6643",200,"Check the report",,3484,3684,HIV 1,A1,85.0,19.0,80.0,,,,,,,,,,,,,,,,
"7801",1197,"HIV-1 Subtype G (14_BG)",100.0,2084,3284,HIV 1,G,100.0,,,1.0,0.957,0.043,G,- G,14_BG,100.0,88.0,12.0,1.0,1.0,0.0,14_BG,14_BG,G,14_BG
"7800",1200,"Check the bootscan",,3884,5084,HIV 1,A1,71.0,,,0.727,0.455,0.455,J B H A1,J - A1 - A1 - A1,11_CPX,100.0,78.0,22.0,0.889,0.481,0.481,11_CPX A1 11_CPX A1,11_CPX - 11_CPX - A1 -,,
"7803",1200,"HIV-1 Subtype G (14_BG)",100.0,3284,4484,HIV 1,G,100.0,,,1.0,0.818,0.182,G,- G -,14_BG,100.0,90.0,10.0,1.0,1.0,0.0,14_BG,14_BG,G,14_BG
"7802",1200,"HIV-1 Subtype G (14_BG)",100.0,2684,3884,HIV 1,G,100.0,,,1.0,0.955,0.045,G,G - G,14_BG,100.0,100.0,0.0,1.0,1.0,0.0,14_BG,14_BG,G,14_BG
"7805",1197,"HIV-1 Subtype C",100.0,2084,3284,HIV 1,C,100.0,,,1.0,1.0,0.0,C,C,C,63.0,100.0,0.0,,,,,,,
"7804",1200,"HIV-1 Subtype G (14_BG)",100.0,3884,5084,HIV 1,G,100.0,,,1.0,0.909,0.091,G,G - G,14_BG,100.0,68.0,32.0,1.0,1.0,0.0,14_BG,14_BG,G,14_BG
"7807",1200,"HIV-1 Subtype C",100.0,3284,4484,HIV 1,C,100.0,,,1.0,1.0,0.0,C,C,C,63.0,100.0,0.0,,,,,,,
"7806",1200,"HIV-1 Subtype C",100.0,2684,3884,HIV 1,C,100.0,,,1.0,1.0,0.0,C,C,C,99.0,100.0,0.0,,,,,,C,C
"7809",1188,"Check the bootscan",,2084,3284,HIV 1,C,100.0,,,0.87,0.783,0.217,C B,C -,C,25.0,42.0,48.0,,,,,,,
"7808",1199,"HIV-1 Subtype C",100.0,3884,5084,HIV 1,C,100.0,,,1.0,1.0,0.0,C,C,C,23.0,100.0,0.0,,,,,,,
"6398",200,"Check the report",,2484,2684,HIV 1,F1,12.0,9.0,38.0,,,,,,,,,,,,,,,,
"6399",200,"Check the report",,2684,2884,HIV 1,K,5.0,8.0,44.0,,,,,,,,,,,,,,,,
"6392",1573,"Check the bootscan",,2084,3684,HIV 1,B,43.0,,,0.452,0.323,0.387,G B D B D B,- G - D - B,03_AB,29.0,0.0,100.0,,,,,,,
