id	background	insert	window_size	stepping_size	start_pos
3169	Ref.H.BE.93.VI991.AF190127	Ref.F1.BE.93.VI850.AF077336	100	100	3985
3170	Ref.H.BE.93.VI991.AF190127	Ref.F1.BE.93.VI850.AF077336	100	100	4085
3171	Ref.H.BE.93.VI991.AF190127	Ref.F1.BE.93.VI850.AF077336	100	100	4185
3172	Ref.H.BE.93.VI991.AF190127	Ref.F1.BE.93.VI850.AF077336	100	100	4285
3173	Ref.H.BE.93.VI991.AF190127	Ref.F1.BE.93.VI850.AF077336	100	100	4385
3174	Ref.H.BE.93.VI991.AF190127	Ref.F1.BE.93.VI850.AF077336	100	100	4485
3175	Ref.H.BE.93.VI991.AF190127	Ref.F1.BE.93.VI850.AF077336	100	100	4585
3176	Ref.H.BE.93.VI991.AF190127	Ref.F1.BE.93.VI850.AF077336	100	100	4685
3177	Ref.H.BE.93.VI991.AF190127	Ref.F1.BE.93.VI850.AF077336	100	100	4785
3178	Ref.H.BE.93.VI991.AF190127	Ref.F1.BE.93.VI850.AF077336	100	100	4885
3179	Ref.H.BE.93.VI991.AF190127	Ref.F1.BE.93.VI850.AF077336	100	100	4985
3180	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	2085
3181	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	2185
3182	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	2285
3183	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	2385
3184	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	2485
3185	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	2585
3186	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	2685
3187	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	2785
3188	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	2885
3189	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	2985
3190	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	3085
3191	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	3185
3192	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	3285
3193	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	3385
3194	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	3485
3195	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	3585
3196	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	3685
3197	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	3785
3198	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	3885
3199	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	3985
3200	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	4085
3201	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	4185
3202	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	4285
3203	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	4385
3204	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	4485
3205	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	4585
3206	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	4685
3207	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	4785
3208	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	4885
3209	Ref.H.BE.93.VI991.AF190127	Ref.K.CD.97.97ZR_EQTB11.AJ249235	100	100	4985
3210	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	2085
3211	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	2185
3212	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	2285
3213	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	2385
3214	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	2485
3215	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	2585
3216	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	2685
3217	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	2785
3218	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	2885
3219	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	2985
3220	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	3085
3221	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	3185
3222	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	3285
3223	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	3385
3224	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	3485
3225	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	3585
3226	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	3685
3227	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	3785
3228	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	3885
3229	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	3985
3230	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	4085
3231	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	4185
3232	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	4285
3233	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	4385
3234	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	4485
3235	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	4585
3236	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	4685
3237	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	4785
3238	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	4885
3239	Ref.H.BE.93.VI991.AF190127	Ref.J.CD.97.J_97DC_KTB147.EF614151	100	100	4985
3240	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	2085
3241	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	2185
3242	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	2285
3243	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	2385
3244	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	2485
3245	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	2585
3246	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	2685
3247	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	2785
3248	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	2885
3249	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	2985
3250	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	3085
3251	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	3185
3252	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	3285
3253	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	3385
3254	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	3485
3255	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	3585
3256	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	3685
3257	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	3785
3258	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	3885
3259	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	3985
3260	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	4085
3261	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	4185
3262	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	4285
3263	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	4385
3264	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	4485
3265	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	4585
3266	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	4685
3267	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	4785
3268	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	4885
3269	Ref.H.BE.93.VI991.AF190127	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	100	100	4985
3270	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	2085
3271	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	2185
3272	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	2285
3273	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	2385
3274	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	2485
3275	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	2585
3276	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	2685
3277	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	2785
3278	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	2885
3279	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	2985
3280	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	3085
3281	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	3185
3282	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	3285
3283	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	3385
3284	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	3485
3285	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	3585
3286	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	3685
3287	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	3785
3288	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	3885
3289	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	3985
3290	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	4085
3291	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	4185
3292	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	4285
3293	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	4385
3294	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	4485
3295	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	4585
3296	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	4685
3297	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	4785
3298	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	4885
3299	Ref.H.BE.93.VI991.AF190127	Ref.G.BE.96.DRCBL.AF084936	100	100	4985
3300	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F2.CM.02.02CM_0016BBY.AY371158	200	200	2085
3301	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F2.CM.02.02CM_0016BBY.AY371158	200	200	2285
3302	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F2.CM.02.02CM_0016BBY.AY371158	200	200	2485
3303	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F2.CM.02.02CM_0016BBY.AY371158	200	200	2685
3304	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F2.CM.02.02CM_0016BBY.AY371158	200	200	2885
3305	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F2.CM.02.02CM_0016BBY.AY371158	200	200	3085
3306	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F2.CM.02.02CM_0016BBY.AY371158	200	200	3285
3307	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F2.CM.02.02CM_0016BBY.AY371158	200	200	3485
3308	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F2.CM.02.02CM_0016BBY.AY371158	200	200	3685
3309	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F2.CM.02.02CM_0016BBY.AY371158	200	200	3885
3310	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F2.CM.02.02CM_0016BBY.AY371158	200	200	4085
3311	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F2.CM.02.02CM_0016BBY.AY371158	200	200	4285
3312	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F2.CM.02.02CM_0016BBY.AY371158	200	200	4485
3313	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F2.CM.02.02CM_0016BBY.AY371158	200	200	4685
3314	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F2.CM.02.02CM_0016BBY.AY371158	200	200	4885
3315	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.D.CD.83.ELI.K03454	200	200	2085
3316	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.D.CD.83.ELI.K03454	200	200	2285
3317	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.D.CD.83.ELI.K03454	200	200	2485
3318	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.D.CD.83.ELI.K03454	200	200	2685
3319	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.D.CD.83.ELI.K03454	200	200	2885
3320	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.D.CD.83.ELI.K03454	200	200	3085
3321	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.D.CD.83.ELI.K03454	200	200	3285
3322	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.D.CD.83.ELI.K03454	200	200	3485
3323	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.D.CD.83.ELI.K03454	200	200	3685
3324	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.D.CD.83.ELI.K03454	200	200	3885
3325	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.D.CD.83.ELI.K03454	200	200	4085
3326	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.D.CD.83.ELI.K03454	200	200	4285
3327	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.D.CD.83.ELI.K03454	200	200	4485
3328	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.D.CD.83.ELI.K03454	200	200	4685
3329	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.D.CD.83.ELI.K03454	200	200	4885
3330	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	200	200	2085
3331	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	200	200	2285
3332	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	200	200	2485
3333	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	200	200	2685
3334	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	200	200	2885
3335	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	200	200	3085
3336	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	200	200	3285
3337	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	200	200	3485
3338	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	200	200	3685
3339	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	200	200	3885
3340	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	200	200	4085
3341	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	200	200	4285
3342	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	200	200	4485
3343	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	200	200	4685
3344	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.C.BR.92.BR025_d.U52953	200	200	4885
3345	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	200	200	2085
3346	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	200	200	2285
3347	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	200	200	2485
3348	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	200	200	2685
3349	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	200	200	2885
3350	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	200	200	3085
3351	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	200	200	3285
3352	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	200	200	3485
3353	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	200	200	3685
3354	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	200	200	3885
3355	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	200	200	4085
3356	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	200	200	4285
3357	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	200	200	4485
3358	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	200	200	4685
3359	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.A2.CD.97.97CDKTB48.AF286238	200	200	4885
3360	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	200	200	2085
3361	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	200	200	2285
3362	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	200	200	2485
3363	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	200	200	2685
3364	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	200	200	2885
3365	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	200	200	3085
3366	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	200	200	3285
3367	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	200	200	3485
3368	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	200	200	3685
3369	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	200	200	3885
3370	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	200	200	4085
3371	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	200	200	4285
3372	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	200	200	4485
3373	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	200	200	4685
3374	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.F1.BE.93.VI850.AF077336	200	200	4885
3375	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	200	200	2085
3376	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	200	200	2285
3377	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	200	200	2485
3378	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	200	200	2685
3379	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	200	200	2885
3380	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	200	200	3085
3381	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	200	200	3285
3382	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	200	200	3485
3383	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	200	200	3685
3384	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	200	200	3885
3385	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	200	200	4085
3386	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	200	200	4285
3387	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	200	200	4485
3388	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	200	200	4685
3389	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.K.CD.97.97ZR_EQTB11.AJ249235	200	200	4885
3390	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	200	200	2085
3391	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	200	200	2285
3392	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	200	200	2485
3393	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	200	200	2685
3394	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	200	200	2885
3395	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	200	200	3085
3396	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	200	200	3285
3397	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	200	200	3485
3398	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	200	200	3685
3399	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	200	200	3885
3400	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	200	200	4085
3401	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	200	200	4285
3402	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	200	200	4485
3403	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	200	200	4685
3404	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.J.CD.97.J_97DC_KTB147.EF614151	200	200	4885
3405	Ref.A1.AU.03.PS1044_Day0.DQ676872	Ref.B.FR.83.HXB2_LAI_IIIB_BRU.K03455	200	200	2085
